,total_demand
444,506.83500000000015
445,513.4160000000002
446,490.8820000000002
447,510.0700000000004
448,514.3300000000002
449,553.8330000000002
450,585.8319999999999
451,603.3919999999998
452,555.2549999999998
453,523.5370000000001
454,523.3989999999993
455,521.2509999999999
456,511.40099999999995
457,480.9039999999996
458,454.0820000000001
459,427.5029999999998
460,412.227
461,451.201
462,434.3459999999999
463,483.0370000000001
464,535.3209999999997
465,532.826
466,529.6610000000001
467,536.5319999999999
468,511.932
469,507.3159999999999
470,513.1450000000002
471,509.06499999999977
472,501.15599999999984
473,536.5229999999997
474,583.7269999999999
475,550.208
476,525.055
477,499.9540000000001
478,514.7409999999996
479,493.3750000000003
480,435.452
481,396.34700000000004
482,376.469
483,361.1149999999999
484,360.66299999999995
485,392.3740000000001
486,382.6800000000001
487,416.318
488,466.631
489,456.39300000000003
490,450.13499999999976
491,455.8259999999999
492,436.999
493,446.5720000000001
494,471.7810000000002
495,445.8799999999999
496,437.1679999999999
497,522.8389999999998
498,503.76699999999977
499,568.9869999999999
500,543.1720000000001
501,491.1700000000001
502,513.0860000000001
503,461.4130000000001
504,413.6420000000002
505,376.62500000000017
506,362.3600000000002
507,337.3769999999998
508,339.66200000000003
509,361.125
510,365.23900000000015
511,430.13399999999996
512,463.3390000000003
513,460.9
514,488.11099999999976
515,499.13900000000007
516,452.5310000000003
517,431.2050000000001
518,448.6579999999999
519,453.67699999999985
520,479.52600000000007
521,487.3180000000002
522,462.0660000000001
523,507.22700000000043
524,485.4889999999997
525,459.1909999999998
526,447.07900000000006
527,434.0110000000001
528,369.5960000000001
529,335.3320000000001
530,320.44800000000004
531,320.43699999999995
532,307.585
533,319.19800000000015
534,313.3370000000002
535,337.9070000000002
536,355.55400000000014
537,401.0559999999999
538,419.5559999999998
539,452.4799999999999
540,464.726
541,469.7320000000001
542,454.201
543,474.85499999999985
544,440.67499999999995
545,475.0730000000001
546,500.57799999999975
547,480.7910000000001
548,462.052
549,438.05499999999995
550,411.7130000000001
551,399.3340000000002
552,389.5780000000002
553,350.6999999999999
554,330.39200000000005
555,338.71600000000007
556,328.3470000000001
557,356.73199999999986
558,347.3890000000003
559,367.01000000000005
560,366.92499999999995
561,387.4950000000002
562,436.1220000000001
563,495.871
564,511.78200000000004
565,497.41300000000007
566,521.335
567,509.3119999999998
568,490.2260000000002
569,545.0980000000002
570,555.6500000000003
571,542.4929999999998
572,517.7350000000001
573,519.957
574,494.6089999999999
575,481.85699999999974
576,410.8779999999999
577,397.54100000000005
578,373.8719999999997
579,374.7550000000001
580,376.6339999999998
581,401.41299999999984
582,389.9890000000003
583,454.8660000000001
584,471.9150000000001
585,494.413
586,535.8480000000001
587,521.6069999999995
588,509.84500000000014
589,492.83599999999984
590,506.6049999999998
591,498.02399999999955
592,500.1029999999998
593,527.2090000000005
594,547.202
595,582.0769999999998
596,578.9340000000002
597,529.2569999999998
598,503.8689999999998
599,474.432
600,422.85400000000004
601,406.641
602,380.46999999999963
603,376.8120000000001
604,373.61199999999997
605,403.9780000000001
606,412.55899999999997
607,471.1900000000001
608,537.3180000000001
609,564.4849999999999
610,556.0319999999998
611,561.407
612,559.728
613,528.5690000000002
614,508.43699999999956
615,466.181
616,523.5540000000003
617,528.1800000000001
618,599.0500000000001
619,596.4669999999996
620,607.1020000000005
621,601.0739999999998
622,564.8859999999999
623,548.5689999999997
624,511.0299999999998
625,464.0509999999999
626,446.2330000000003
627,442.01900000000006
628,443.22300000000035
629,470.5109999999996
630,473.41200000000026
631,532.0620000000002
632,570.2399999999999
633,574.2219999999998
634,597.9150000000001
635,591.8639999999999
636,554.6020000000001
637,551.8269999999999
638,540.0690000000001
639,508.06499999999994
640,551.7380000000003
641,633.5540000000003
642,641.6640000000003
643,601.3629999999996
644,643.7590000000004
645,592.8699999999998
646,569.8039999999996
647,559.982
648,515.9389999999997
649,488.4519999999999
650,451.81800000000004
651,430.93500000000046
652,434.433
653,472.04200000000003
654,452.88599999999974
655,498.59000000000003
656,543.961
657,564.5909999999999
658,562.2209999999999
659,588.397
660,560.162
661,558.2709999999996
662,521.6649999999998
663,512.915
664,544.4829999999997
665,613.1080000000003
666,614.4749999999995
667,625.1780000000003
668,665.3009999999999
669,620.2950000000001
670,629.3389999999996
671,556.4560000000002
672,510.18300000000033
673,464.58300000000025
674,460.37300000000016
675,455.8080000000002
676,462.36299999999983
677,492.98499999999956
678,501.0190000000002
679,519.3870000000002
680,571.2859999999997
681,609.3000000000001
682,639.8749999999995
683,619.1760000000002
684,601.66
685,566.0109999999999
686,564.0709999999998
687,562.3140000000002
688,599.1480000000001
689,643.7289999999998
690,645.3869999999998
691,642.8700000000002
692,633.7470000000001
693,611.1020000000003
694,602.8510000000003
695,587.2010000000001
696,566.4839999999999
697,520.5410000000002
698,510.5700000000001
699,490.74000000000035
700,483.42599999999993
701,500.626
702,513.871
703,513.5510000000002
704,529.3499999999998
705,570.9949999999995
706,652.3329999999999
707,668.528
708,657.3019999999999
709,596.6280000000003
710,607.966
711,595.4310000000003
712,583.5479999999999
713,635.6300000000001
714,683.2999999999997
715,705.3589999999995
716,637.1050000000001
717,648.6479999999996
718,620.472
719,580.4160000000002
720,533.579
721,513.4419999999999
722,482.2319999999999
723,475.529
724,471.46499999999975
725,501.4829999999999
726,488.15900000000005
727,490.68299999999994
728,503.58000000000004
729,559.5059999999999
730,615.6580000000002
731,631.2829999999999
732,669.2069999999997
733,639.5919999999996
734,622.671
735,584.3269999999995
736,588.9899999999999
737,627.8419999999996
738,691.167
739,702.5009999999997
740,669.822
741,646.086
742,623.1540000000002
743,609.2769999999999
744,536.363
745,470.24600000000015
746,466.0400000000005
747,485.5420000000002
748,486.21999999999986
749,512.0710000000004
750,519.642
751,557.4579999999999
752,610.0240000000003
753,617.3789999999999
754,647.8949999999998
755,654.3849999999999
756,637.6439999999996
757,624.9080000000006
758,596.1569999999995
759,574.9950000000001
760,621.0919999999999
761,610.0580000000002
762,670.6020000000001
763,666.3990000000001
764,640.0980000000001
765,654.1630000000001
766,616.1259999999995
767,591.9610000000004
768,564.3179999999994
769,510.9299999999997
770,499.12299999999993
771,487.7479999999998
772,474.6679999999996
773,505.2990000000003
774,500.7750000000001
775,539.4729999999997
776,573.8430000000006
777,599.5579999999999
778,583.3150000000002
779,622.2589999999998
780,630.4179999999999
781,570.0940000000003
782,566.6180000000002
783,579.207
784,572.2989999999998
785,598.2970000000006
786,640.1040000000002
787,634.6529999999998
788,643.9660000000003
789,652.6660000000004
790,583.492
791,557.8560000000002
792,532.1880000000001
793,498.45400000000006
794,461.7539999999998
795,452.4800000000003
796,449.2070000000001
797,481.2780000000002
798,478.93800000000005
799,534.2280000000004
800,577.2479999999998
801,574.7819999999998
802,571.519
803,591.3360000000004
804,569.2880000000005
805,552.8109999999997
806,521.8670000000001
807,523.158
808,537.9310000000003
809,591.2460000000003
810,643.9740000000002
811,648.5419999999997
812,642.607
813,631.0540000000004
814,630.5060000000002
815,625.4430000000001
816,581.0840000000004
817,541.4470000000003
818,513.8390000000003
819,523.9590000000002
820,521.5710000000003
821,527.2469999999995
822,530.4930000000003
823,561.123
824,601.565
825,624.6979999999996
826,621.2510000000003
827,626.389
828,582.4459999999999
829,564.7219999999999
830,546.5530000000001
831,563.161
832,550.5380000000001
833,590.6460000000001
834,668.563
835,658.3769999999997
836,665.9590000000002
837,664.4909999999996
838,631.1130000000002
839,601.3309999999994
840,579.7620000000004
841,542.3929999999996
842,509.1560000000002
843,484.5709999999999
844,493.086
845,530.5179999999997
846,513.3000000000002
847,570.1009999999999
848,603.1429999999998
849,614.9409999999998
850,620.6709999999997
851,607.3369999999999
852,570.2470000000002
853,571.7849999999997
854,564.4679999999998
855,544.8749999999997
856,578.592
857,627.5499999999998
858,640.2909999999999
859,651.7000000000002
860,619.933
861,609.006
862,588.9990000000003
863,560.9960000000005
864,519.6
865,489.77000000000004
866,473.11400000000003
867,461.56099999999964
868,457.65699999999987
869,481.6160000000005
870,486.5880000000001
871,502.33500000000004
872,519.9630000000001
873,592.3859999999995
874,612.5699999999996
875,612.9389999999999
876,611.7700000000002
877,567.913
878,584.4670000000001
879,576.5960000000002
880,566.6199999999998
881,603.1899999999998
882,631.7909999999997
883,635.7360000000001
884,604.249
885,578.318
886,554.96
887,560.1949999999999
888,502.42099999999994
889,474.3420000000001
890,467.44100000000014
891,447.87700000000007
892,449.26199999999994
893,462.813
894,466.06999999999965
895,472.18499999999995
896,501.1390000000003
897,519.346
898,557.685
899,571.5980000000002
900,581.462
901,628.4640000000002
902,610.3760000000004
903,530.505
904,571.4300000000005
905,640.5090000000002
906,653.3580000000003
907,650.9690000000002
908,634.606
909,658.9440000000002
910,624.2650000000001
911,572.2989999999998
912,569.0629999999999
913,486.46199999999976
914,456.25699999999995
915,444.98299999999995
916,445.5589999999999
917,487.8450000000002
918,457.85
919,521.0519999999999
920,563.1249999999997
921,577.6519999999999
922,588.5819999999999
923,590.7139999999999
924,578.72
925,543.8810000000001
926,518.6539999999997
927,532.2310000000002
928,548.142
929,567.343
930,612.4940000000003
931,635.1129999999998
932,591.334
933,605.8040000000002
934,593.0699999999999
935,550.096
936,527.4910000000002
937,490.12699999999984
938,463.83000000000027
939,453.3669999999999
940,443.9369999999999
941,469.4950000000003
942,475.43399999999997
943,533.3870000000002
944,539.8130000000002
945,575.144
946,598.9609999999998
947,589.6640000000002
948,577.3370000000003
949,543.34
950,516.0830000000001
951,510.33299999999986
952,552.942
953,565.9449999999999
954,657.6629999999996
955,642.8500000000001
956,656.179
957,613.854
958,585.9429999999994
959,566.8050000000004
960,541.7139999999999
961,494.56100000000004
962,476.12299999999993
963,479.95299999999986
964,461.5440000000003
965,503.9960000000001
966,501.0859999999997
967,561.171
968,592.328
969,619.0980000000001
970,630.0820000000003
971,625.7970000000001
972,623.9749999999999
973,550.1749999999998
974,555.3199999999999
975,521.557
976,575.223
977,589.7529999999999
978,622.8140000000001
979,633.0060000000001
980,620.6519999999997
981,651.8910000000003
982,646.941
983,635.636
984,600.4570000000001
985,540.6820000000005
986,502.94299999999976
987,508.9560000000001
988,505.4750000000003
989,504.80099999999976
990,489.26299999999975
991,559.6170000000001
992,605.4669999999998
993,628.9590000000005
994,667.8339999999998
995,638.733
996,597.9289999999999
997,573.6329999999995
998,538.3050000000001
999,540.1159999999998
1000,561.8649999999996
1001,571.6900000000004
1002,612.5709999999998
1003,649.698
1004,647.6610000000001
1005,602.6230000000005
1006,614.4719999999999
1007,595.0690000000002
1008,600.6789999999999
1009,546.8719999999995
1010,510.0289999999999
1011,483.61100000000044
1012,488.0459999999998
1013,525.6799999999996
1014,502.54800000000006
1015,565.8399999999998
1016,593.2939999999999
1017,607.0550000000004
1018,619.4300000000001
1019,588.3749999999997
1020,606.3810000000002
1021,604.6699999999998
1022,567.7780000000005
1023,557.7380000000003
1024,587.5109999999996
1025,609.7670000000003
1026,604.384
1027,619.246
1028,596.7480000000004
1029,588.5439999999999
1030,574.4910000000002
1031,546.5399999999997
1032,526.6759999999997
1033,492.5529999999997
1034,481.0440000000003
1035,468.8289999999998
1036,475.76500000000027
1037,494.94599999999997
1038,483.9669999999999
1039,501.0149999999998
1040,517.1909999999999
1041,562.0539999999999
1042,632.393
1043,627.3190000000002
1044,605.8200000000002
1045,581.143
1046,590.2839999999998
1047,595.321
1048,602.0230000000001
1049,577.0619999999999
1050,564.0320000000004
1051,620.6199999999999
1052,638.028
1053,609.1190000000001
1054,589.3220000000001
1055,543.832
1056,508.1300000000003
1057,487.44899999999996
1058,480.502
1059,454.95300000000015
1060,464.0659999999998
1061,493.0720000000003
1062,499.6199999999998
1063,517.4410000000001
1064,513.9899999999999
1065,579.547
1066,619.0849999999995
1067,646.0810000000006
1068,667.2729999999995
1069,668.5840000000001
1070,587.8859999999997
1071,583.7549999999997
1072,586.0730000000001
1073,635.8059999999999
1074,674.2820000000002
1075,646.3970000000004
1076,698.357
1077,668.425
1078,649.0930000000004
1079,636.4189999999998
1080,584.3760000000001
1081,552.1050000000002
1082,513.5909999999998
1083,503.469
1084,508.8930000000002
1085,532.905
1086,540.0320000000003
1087,575.01
1088,635.0080000000003
1089,657.3740000000003
1090,674.2589999999998
1091,678.8529999999997
1092,615.1290000000002
1093,620.6949999999999
1094,600.4530000000004
1095,587.0760000000002
1096,594.8330000000003
1097,635.8110000000001
1098,681.6869999999996
1099,690.222
1100,683.0239999999999
1101,647.9189999999999
1102,644.722
1103,649.8439999999996
1104,591.448
1105,522.0839999999997
1106,530.5410000000002
1107,476.58700000000005
1108,463.7630000000001
1109,498.80799999999965
1110,479.4789999999998
1111,540.1309999999999
1112,579.8520000000002
1113,602.8900000000002
1114,589.508
1115,559.7020000000001
1116,548.441
1117,567.4989999999998
1118,521.1850000000002
1119,525.3000000000002
1120,550.0670000000002
1121,569.2980000000002
1122,606.8460000000003
1123,618.4769999999997
1124,581.0219999999999
1125,557.9070000000002
1126,565.8860000000004
1127,546.081
1128,505.59900000000005
1129,460.1800000000004
1130,445.97999999999996
1131,426.01299999999975
1132,432.0860000000003
1133,460.0169999999999
1134,446.28599999999983
1135,537.8179999999998
1136,581.6320000000003
1137,575.53
1138,618.201
1139,549.2399999999998
1140,560.3150000000004
1141,544.6119999999999
1142,543.3080000000004
1143,532.668
1144,547.934
1145,578.3399999999999
1146,602.6849999999998
1147,591.4800000000001
1148,557.445
1149,540.269
1150,528.1970000000005
1151,495.639
1152,502.23700000000025
1153,443.7780000000001
1154,448.5069999999999
1155,445.2819999999999
1156,455.69000000000017
1157,465.93200000000013
1158,457.58100000000013
1159,503.25699999999995
1160,543.1150000000002
1161,539.4760000000001
1162,589.2170000000001
1163,526.8689999999999
1164,527.8409999999999
1165,496.727
1166,522.896
1167,513.929
1168,541.1570000000002
1169,537.8400000000004
1170,608.3749999999999
1171,609.9379999999999
1172,602.7649999999998
1173,581.6790000000003
1174,545.6620000000001
1175,513.335
1176,488.0360000000001
1177,442.89899999999966
1178,415.39699999999993
1179,421.966
1180,385.11600000000004
1181,414.82500000000016
1182,415.8759999999996
1183,469.5289999999997
1184,546.1989999999996
1185,528.8820000000002
1186,553.1410000000004
1187,520.4799999999998
1188,521.3190000000002
1189,505.99199999999985
1190,495.62699999999995
1191,487.4939999999998
1192,483.69599999999986
1193,505.48400000000015
1194,555.1299999999997
1195,546.3690000000004
1196,548.8559999999998
1197,518.781
1198,456.27099999999973
1199,443.04100000000005
1200,418.6320000000004
1201,381.8080000000002
1202,356.0459999999998
1203,335.1320000000001
1204,337.0590000000001
1205,353.92299999999994
1206,357.33
1207,360.2220000000001
1208,388.323
1209,410.6049999999997
1210,463.78
1211,444.55999999999983
1212,447.26000000000005
1213,455.6400000000001
1214,459.2399999999999
1215,445.7149999999999
1216,482.44600000000025
1217,465.8970000000001
1218,480.66500000000013
1219,523.0070000000001
1220,480.1509999999999
1221,441.681
1222,438.59199999999976
1223,421.66800000000006
1224,394.5910000000002
1225,375.1599999999999
1226,355.7979999999997
1227,364.158
1228,342.3740000000003
1229,348.37399999999997
1230,333.1859999999999
1231,329.2289999999999
1232,347.0200000000001
1233,369.4860000000001
1234,424.46599999999995
1235,452.17100000000016
1236,482.837
1237,468.3430000000002
1238,459.48900000000015
1239,462.6679999999998
1240,457.8099999999999
1241,524.8150000000002
1242,484.784
1243,501.32600000000025
1244,454.4870000000001
1245,432.3090000000001
1246,468.4629999999999
1247,432.7290000000001
1248,395.40499999999986
1249,357.5119999999999
1250,316.7280000000001
1251,314.65600000000006
1252,315.72400000000005
1253,318.52199999999993
1254,319.77099999999996
1255,374.6630000000002
1256,391.8009999999999
1257,382.26299999999986
1258,411.9319999999999
1259,409.14999999999986
1260,378.00200000000007
1261,412.215
1262,377.27899999999994
1263,361.7710000000001
1264,410.64300000000014
1265,430.2809999999997
1266,457.033
1267,447.15200000000016
1268,422.697
1269,417.71600000000024
1270,434.6110000000002
1271,383.13800000000015
1272,332.92100000000005
1273,342.56200000000007
1274,304.72100000000006
1275,291.3340000000002
1276,309.71899999999977
1277,301.86
1278,306.265
1279,371.1990000000001
1280,367.3360000000001
1281,385.3330000000001
1282,404.775
1283,434.40599999999995
1284,431.1300000000001
1285,397.17600000000004
1286,400.7030000000001
1287,400.9179999999999
1288,424.97600000000034
1289,416.01700000000005
1290,423.0060000000002
1291,473.4310000000005
1292,470.20000000000005
1293,462.68100000000004
1294,433.60199999999986
1295,405.11800000000005
1296,401.5339999999998
1297,354.99400000000014
1298,327.05500000000006
1299,332.965
1300,316.905
1301,318.26199999999994
1302,316.3979999999999
1303,347.56099999999986
1304,391.7440000000002
1305,414.4389999999999
1306,411.32299999999987
1307,426.03799999999984
1308,404.6980000000003
1309,389.4650000000003
1310,368.3789999999999
1311,356.03499999999997
1312,345.74600000000004
1313,392.20000000000005
1314,429.79200000000026
1315,434.90199999999993
1316,444.8149999999995
1317,427.59499999999986
1318,411.91499999999985
1319,379.82800000000026
1320,352.65600000000006
1321,306.6019999999999
1322,301.6280000000002
1323,281.46699999999987
1324,269.72400000000005
1325,277.1389999999999
1326,273.31199999999967
1327,321.67399999999986
1328,376.73699999999997
1329,370.6010000000002
1330,386.9769999999999
1331,353.42199999999974
1332,350.85799999999995
1333,342.2979999999998
1334,342.196
1335,335.20399999999984
1336,371.89500000000015
1337,407.1039999999997
1338,403.7110000000002
1339,452.21299999999997
1340,452.9029999999999
1341,437.0109999999999
1342,423.60799999999995
1343,417.37800000000004
1344,410.5449999999999
1345,365.54100000000017
1346,339.72400000000005
1347,315.7140000000001
1348,319.8230000000001
1349,329.745
1350,336.33699999999993
1351,388.61200000000025
1352,409.09099999999984
1353,421.743
1354,436.3209999999998
1355,406.2880000000002
1356,387.5250000000002
1357,381.63000000000005
1358,345.65100000000007
1359,332.8349999999999
1360,341.0350000000001
1361,377.384
1362,394.48900000000003
1363,406.0520000000001
1364,429.63000000000005
1365,429.498
1366,372.95900000000006
1367,377.20299999999986
1368,351.27699999999993
1369,322.41699999999986
1370,308.12900000000013
1371,290.1740000000002
1372,297.5950000000001
1373,326.6820000000002
1374,323.328
1375,319.106
1376,327.55000000000007
1377,403.0629999999999
1378,439.4459999999999
1379,404.013
1380,416.2360000000002
1381,438.50300000000004
1382,388.7569999999999
1383,377.34799999999973
1384,370.75700000000006
1385,422.85799999999995
1386,437.0660000000001
1387,466.01900000000006
1388,480.45599999999956
1389,462.776
1390,441.58899999999994
1391,394.33499999999987
1392,350.2640000000001
1393,336.009
1394,286.65799999999996
1395,291.829
1396,285.2919999999999
1397,310.978
1398,294.67999999999995
1399,318.1989999999997
1400,326.7059999999999
1401,388.56800000000004
1402,401.5580000000001
1403,393.96199999999965
1404,404.0920000000001
1405,406.32900000000006
1406,399.84400000000005
1407,356.95799999999997
1408,358.22800000000007
1409,376.08000000000015
1410,404.1600000000001
1411,449.2289999999999
1412,392.3409999999999
1413,399.58000000000004
1414,425.63099999999986
1415,417.2639999999999
1416,363.7360000000001
1417,309.8140000000001
1418,273.3950000000002
1419,278.1530000000002
1420,265.5340000000001
1421,303.1130000000001
1422,295.44899999999996
1423,366.10000000000025
1424,445.61500000000035
1425,425.1430000000001
1426,414.96000000000004
1427,407.18899999999996
1428,446.6739999999999
1429,396.60900000000004
1430,412.288
1431,381.40400000000005
1432,398.24300000000005
1433,392.38699999999983
1434,434.6900000000002
1435,463.66700000000003
1436,416.563
1437,426.02300000000014
1438,433.0640000000003
1439,449.2360000000003
1440,417.64400000000006
1441,325.89800000000014
1442,296.6569999999998
