,0
0,6.821867399544546
1,4.924715273282021
2,7.624037413255799
3,5.318702511801339
4,5.281813462669577
5,4.863492714331622
6,7.377132324053952
7,4.539199446450033
8,4.8091428086607335
9,5.143070653372445
10,7.263718769826472
11,6.507805553040331
12,6.546367767247112
13,7.465768442926649
14,6.721878014929066
15,7.2295172611785254
16,7.526771070894124
17,5.514183726171847
18,7.950145651492229
19,6.03854207629486
20,5.063532813606231
21,5.769725443353873
22,7.683678857254928
23,5.5291266166709825
24,4.783003493204367
25,4.524010466982542
26,6.326292611470394
27,5.6581214892650165
28,4.985381046121033
29,5.850670002254803
30,5.101300286114235
31,6.884378158772148
32,4.907492313430702
33,4.543402346976717
34,6.321104275073435
35,8.281601811220373
36,7.800138738534159
37,6.36628752361618
38,6.104995127376042
39,6.716376332521761
40,7.583551350934095
41,8.839546002447829
42,7.5243822015735855
43,7.293573318402618
44,10.382294521933526
45,8.703170317583506
46,6.654546220826401
47,5.433594970921001
48,7.803914887897934
49,5.539256717999983
50,5.420465925287239
51,4.947891421127641
52,7.410741315023431
53,5.860212292082247
54,6.128343398107345
55,5.9324387045434825
56,5.355953159191703
57,5.997927932348573
58,7.041554656577353
59,6.305028759107457
60,7.416640381461318
61,7.616194105039468
62,8.011336282568395
63,6.592095185478242
64,7.8469352688455904
65,12.286870148853595
66,7.529330472495944
67,6.582278682453899
68,8.533578118942117
69,6.412438249744112
70,6.103204333853614
71,8.356756622895336
72,6.463309706234999
73,7.199510780557336
74,7.350978124322286
75,8.85342899334881
76,7.563749370900027
77,7.45313277101126
78,6.76385889803599
79,6.224766098194767
80,9.469231051681916
81,8.075372444166211
82,9.354106607105766
83,9.305210952565066
84,9.908467745144797
85,7.792245111618357
86,11.20333416918329
87,14.099816178710583
88,9.042381394932896
89,7.948414813732929
90,9.98636219690836
91,11.3559913828436
92,7.922291822366339
93,14.708579481401236
94,10.510860246363062
95,5.745445425751029
96,6.242506533331463
97,5.796168818007656
98,9.4130844501111
99,6.529584308469065
100,7.22885975935142
101,7.821985297129309
102,8.569100297178016
103,7.375044665342947
104,6.66092499146602
105,7.848271797227845
106,9.649315060262802
107,10.696684541226587
108,7.647732879884695
109,8.664438526422808
110,9.448042977292852
111,9.321816690209381
112,9.21794244959399
113,8.77543174030792
114,10.847073332705325
115,12.036454866581893
116,10.773565503117752
117,9.23681051957221
118,8.32362372637495
119,7.0898749524074836
120,11.0630046874481
121,7.184147252652511
122,7.62574948041796
123,8.230018407315061
124,10.851606476961392
125,8.718780587380031
126,8.139037116519653
127,7.791183985095522
128,8.506225629781335
129,13.136895403944525
130,9.047447081439454
131,8.94095469614108
132,7.926847568183168
133,12.748990862819976
134,10.8998466160879
135,9.84111182289985
136,12.604405303811378
137,15.031246583098321
138,10.733663919171086
139,9.84417910811729
140,13.894214020970365
141,9.467984928067398
142,9.19502631244495
143,9.605811948002199
144,7.797700746746777
145,6.402833893393767
146,8.849513043272704
147,7.544650850165251
148,7.732035341182001
149,6.80891832289398
150,9.098076461135157
151,6.6230522849197895
152,7.26487210617146
153,8.151944227663265
154,9.382054360297529
155,12.338520840468552
156,11.136019479062519
157,12.239931363914637
158,8.96838553700261
159,7.577215448487433
160,10.649484682211746
161,9.426118200451684
162,9.828098026196706
163,11.952458001740654
164,8.75564731797506
165,10.487537748143545
166,8.375430467582705
167,7.194038399269655
168,5.355697285564182
169,8.864816244653532
170,6.7378529094963415
171,6.358138609687732
172,6.953081468438519
173,8.22485464047246
174,8.324777149140122
175,6.1376514556873545
176,7.492414237058037
177,8.141953204612664
178,10.765019630510182
179,10.641520094603665
180,7.470022223173603
181,7.867278803881529
182,7.698499837515286
183,11.22216907792837
184,10.949915368259335
185,9.476398192773361
186,8.870984598136774
187,11.362956039759966
188,8.973004839158328
189,8.170355621281018
190,8.408953911939916
191,5.867591726591338
192,6.326959085260451
193,6.0246852150005195
194,7.833898208800662
195,8.092593623808774
196,6.25338723042294
197,6.460545462842854
198,9.249424633908667
199,6.1135731669975755
200,5.8589354021744
201,7.569509334455898
202,7.004885048959601
203,8.268461301864638
204,8.680925723183517
205,6.6092316277814644
206,6.389403272768591
207,10.067838691204226
208,7.932898673742594
209,10.228830662834673
210,8.057194780292402
211,8.282991748196581
212,7.757836757824157
213,11.431614824367177
214,7.5978330869649024
215,7.158338913413425
216,7.0482350267323355
217,7.658921870396525
218,6.510038187793627
219,6.194282390034414
