,resistive_heating
1168,369.8634968266724
1169,357.8379830521137
1170,405.77952233228484
1171,405.46317362570426
1172,398.9500499209893
1173,394.2693598636562
1174,375.7895140041621
1175,379.19351193235946
1176,393.6576848284962
1177,373.9770597097795
1178,355.60072364163034
1179,363.3683375230374
1180,328.7966028133228
1181,344.7145766537192
1182,331.04499030051943
1183,354.37468143158173
1184,398.33518267097844
1185,389.6779713525522
1186,406.0126562693258
1187,383.15274177178816
1188,383.39973448533107
1189,371.5179697857715
1190,358.0450081416132
1191,336.9504767964336
1192,318.49544143473656
1193,325.16287288907574
1194,354.77729411743417
1195,348.1441690359665
1196,348.51519053595473
1197,339.55821468778817
1198,302.5401454580552
1199,315.3647118979135
1200,315.0785015693104
1201,305.1978176243065
1202,291.73869238294213
1203,279.41952658021853
1204,282.2535184108192
1205,294.6959996300322
1206,301.5671736339875
1207,287.65801531614335
1208,280.95901405915004
1209,275.4172847403339
1210,304.110366462745
1211,288.71906083273984
1212,291.6888861163784
1213,302.9106645611024
1214,301.4087341119043
1215,289.2539409010983
1216,311.66421647671183
1217,295.4860498928732
1218,306.2328144565237
1219,327.7669471701944
1220,297.2857393083874
1221,280.7469555147196
1222,286.9877759050087
1223,298.99171343579707
1224,290.5916640053328
1225,294.1386218015447
1226,288.07697568644255
1227,300.0741778951115
1228,283.89579945634284
1229,287.2655311917611
1230,278.69479363070224
1231,260.0557748583978
1232,247.5011727615907
1233,244.27807133902346
1234,275.38029667775726
1235,291.72262499743294
1236,314.04361955046716
1237,308.4442235904478
1238,299.7001058880162
1239,297.792063046515
1240,292.78073795547016
1241,329.54837210464905
1242,305.33016410968736
1243,311.7934691951785
1244,279.5788552949655
1245,274.6915851425462
1246,305.310129512139
1247,305.99712551747035
1248,303.0860936290967
1249,289.3933578065852
1250,261.2537532935424
1251,262.18650344875005
1252,261.2499357462164
1253,255.40049353437763
1254,244.97285293474783
1255,272.3369313816363
1256,273.097141101267
1257,267.6143689719861
1258,285.5108913992005
1259,288.30215318912786
1260,266.0797807608744
1261,289.0508729986233
1262,257.03028545890254
1263,235.8783741055347
1264,254.80486052982334
1265,259.8852394590106
1266,276.07226475617256
1267,269.32268881803935
1268,254.27083790600727
1269,260.786892456992
1270,275.8437086716573
1271,261.58405762770855
1272,252.10134090972895
1273,275.6778554955546
1274,250.13987526485536
1275,241.89273328463597
1276,255.25799254195286
1277,241.41423323708722
1278,233.79862242287842
1279,270.2909792625277
1280,254.5400055217304
1281,270.2147447502857
1282,284.09793314305796
1283,308.5775897441484
1284,309.2744018650097
1285,284.97169295396714
1286,282.48274735861685
1287,270.65333957213716
1288,273.8501944298225
1289,261.53128213966255
1290,264.88251368405315
1291,295.8469095942086
1292,293.3179066106755
1293,297.5952463258761
1294,282.93229255343755
1295,284.73111985571387
1296,311.8007412474485
1297,289.9430033474447
1298,271.7028379292677
1299,278.8731342549812
1300,262.46128750377414
1301,255.85937228725263
1302,244.02444376144774
1303,251.34698312923095
1304,271.54870137983096
1305,291.4017053075336
1306,285.95163035249504
1307,298.5371159828738
1308,281.6169736039856
1309,268.5869012075601
1310,250.2442760759162
1311,229.4908784006059
1312,213.06524463107746
1313,235.5085538037325
1314,257.5550423018928
1315,260.0553957079428
1316,263.31771837711716
1317,261.7315877234188
1318,257.7390403578808
1319,257.9559461806597
1320,264.81430108215903
1321,243.17552663875705
1322,243.96072287181184
1323,230.13835590899313
1324,218.58805742474073
1325,216.9961806766064
1326,204.7169443169463
1327,228.343612747856
1328,254.491102025797
1329,253.8130469232597
1330,263.31676707405205
1331,242.12886784901337
1332,241.652872984344
1333,235.87293376244605
1334,230.68337282578565
1335,216.51890289871227
1336,228.30449306788114
1337,242.19237771322673
1338,241.83293388329056
1339,272.1907299510819
1340,273.143574354939
1341,272.9672621751022
1342,271.61448658131206
1343,289.92556428939224
1344,316.0737279665355
1345,297.1002354248664
1346,281.423262391572
1347,264.48042681185797
1348,266.63302763256684
1349,267.10277866312924
1350,260.20166535747
1351,287.1949313366958
1352,286.3416113463175
1353,297.7102232173103
1354,299.2991520612348
1355,272.3140883091878
1356,250.47829904416793
1357,246.13121589946596
1358,214.87811604046237
1359,194.0804222643953
1360,191.81034000146866
1361,213.10102057338364
1362,225.30357485665064
1363,240.80510998734354
1364,257.794512209871
1365,266.13987284796633
1366,236.98951826969372
