,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,3.4528269528792697,3.4528269528792697,2.3791886985678796,4.313412139732778,2.244581153031402,2.381307214509046,2.2401151425572357,2.5992178203663157,1.9739975513276464,2.3049658275149407,5.36500937535955,3.3992207680161615,6.333417357663439,3.8959352787325665,2.7568951590879998,4.2116512656638925,6.333417357663439,1.8942390763481372,1.8942390763481372,2.5992178203663157,3.573365019324372,11.742333333333331,1.8312214243715303,2.6933442531627616,1.9439586733159726,2.5249189103014804,2.8412705708337334,2.5249189103014804,2.085928544094057,2.9492415496279465
1,3.4215904210159875,3.4215904210159875,2.4134273170923795,3.6193130951123185,2.0671792932163675,2.372357110867394,1.974561554442698,2.3233092160310402,1.9337475124896317,2.463309562814261,5.301615270118955,3.8035427020051027,8.123333333333333,4.2426265908429155,2.557530131079335,4.0267334120701515,8.123333333333333,1.8930951238692102,1.8930951238692102,2.3233092160310402,3.3461000307239974,8.886333333333335,1.8890441327913712,2.7917064473088558,1.8682444539552026,2.2933840697589782,3.0356537014974743,2.2933840697589782,1.880094508542855,2.4296353041826197
2,3.6447982805294177,3.6447982805294177,3.0063411583072432,3.385767949399929,2.6352143608159304,2.17076744161468,1.748824244870246,2.165271103428753,2.1106171621873027,2.034371328245743,4.2470922907118025,2.711927041067583,6.3945968774871425,3.7576451806945808,2.4179706297862795,4.165500351712417,6.3945968774871425,1.6635662957592825,1.6635662957592825,2.165271103428753,3.805832816175613,10.239333333333333,1.9266476451242867,3.285652190233403,1.670696697540772,2.2833118652269473,2.6136459143001667,2.2833118652269473,1.8767409434783628,2.883869577534962
3,4.529861605390479,4.529861605390479,2.837566774431828,4.202428886934119,2.217872531385758,2.1324977824056397,1.8004268453396983,1.8924080299954276,1.742759989230883,2.1679819707313523,4.427447435501826,2.038908255285886,5.734997787695285,4.599528954792008,2.380920733040573,4.196028322424708,5.734997787695285,1.8444371123508752,1.8444371123508752,1.8924080299954276,2.6706421449330717,7.468351982471127,1.7655525119735163,3.199849262594998,1.7147031309417757,1.5545837290309312,2.206525659738346,1.5545837290309312,1.7549462755693455,2.5048823487879157
4,2.8579789224666596,2.8579789224666596,3.098369107237632,2.894517020908097,2.4722965792265614,3.17148457607292,2.1424208609344024,2.143779311587665,1.5495988951008588,2.4871379071557396,4.178226073155851,1.965715372944889,8.031783916617382,3.3382816236457145,2.3586386767514504,3.1710422824372624,8.031783916617382,2.2121840075796744,2.2121840075796744,2.143779311587665,2.7871267242214235,10.263144353447622,2.081650142247405,2.78655823750357,1.7780419881735434,1.7107141158906667,2.864927279940762,1.7107141158906667,1.884261725779282,2.880790894144769
5,3.5570960033276156,3.5570960033276156,3.6390537177799605,2.4467533430425155,2.6215608479145587,3.163731538260955,2.540342920087007,2.1403161391123158,1.1593933700916341,2.7272167565121666,4.3901416547211225,2.403712827788729,7.174052896988471,3.2440206778926797,1.6225233813016775,3.685858619684514,7.174052896988471,2.1809253080278492,2.1809253080278492,2.1403161391123158,2.7999506552714455,9.457321435726453,3.2036569145316456,3.2962071616888995,1.6911578496364639,1.4747484097966035,1.8848740593443052,1.4747484097966035,2.2555043106418022,2.469490037284369
6,3.2268614872209,3.2268614872209,3.697147560593767,2.5211844426056023,2.923057847225487,1.881917193859749,2.275170082037188,2.3452771385790614,1.5397718615572904,2.5630549709779498,3.7087128641839486,1.8911502709428318,6.071495727737082,2.844539380896679,1.2013518366870322,3.3753237617811402,6.071495727737082,1.9466934077011773,1.9466934077011773,2.3452771385790614,1.5747030977730538,7.763941739098492,1.8429659434331993,4.950144043695195,1.5342931989723416,1.1639310726599184,2.2364601991005495,1.1639310726599184,2.0448972936839374,1.3641710719782871
7,3.1069126166033083,3.1069126166033083,3.9285353284057947,2.951438392321139,2.7097269291921484,1.355943442854618,2.218788594625555,2.9979934719895653,1.453852727071748,2.38846627005586,5.07650655238286,2.673076502474109,6.72394270425818,3.1256823631074697,2.0513543435990895,3.091656500147659,6.72394270425818,1.9196451025662167,1.9196451025662167,2.9979934719895653,3.1305789320792723,9.501650275466295,2.2168004136686337,4.241321770999696,1.6827514854933767,1.7228105271490282,2.482931673079788,1.7228105271490282,2.8204542299343425,2.4577406987732466
8,3.46151577602633,3.46151577602633,3.212554352626733,3.4981866114736486,2.090230533011073,1.3674914552234059,2.7207015310961444,1.9933769207336316,1.2635594337616738,2.095568346330169,5.080578009133987,2.6929733031141088,6.464265805486928,2.9793001452275636,1.5350786566500818,3.816320683175898,6.464265805486928,2.0093573455922185,2.0093573455922185,1.9933769207336316,3.201106448385533,9.703527170907577,1.4654302865241435,3.4408435881334203,1.3259939073933282,1.9773389717979157,2.6404550005195064,1.9773389717979157,3.227576915862004,2.767829962314512
9,4.485825199762237,4.485825199762237,2.9755483646766656,3.7463020845937978,2.2530040293349742,1.248555751600974,2.6458270612319934,2.913837238703267,2.649300346829344,2.4763709220603145,6.1690813964019995,2.694989583662541,6.863510153141883,3.487614112411744,2.233145354613236,3.2494121982535287,6.863510153141883,1.4748117838837145,1.4748117838837145,2.913837238703267,2.8153836451148946,10.016390544013229,1.3310848158501623,4.165944804890418,2.1541281130911405,2.0426462465170765,1.8064847429385336,2.0426462465170765,2.1869364828725084,1.9899654831702138
10,2.498355273224285,2.498355273224285,2.5200561292726102,4.2252592601178005,1.879512227028198,1.036710753948249,2.4999978041745674,2.0963279973615716,1.7022021186909877,2.901600932025581,5.439951976630389,2.8033907560463285,5.950817575025224,3.493805554378132,2.305934788656306,3.6038320757862605,5.950817575025224,1.0637701580763743,1.0637701580763743,2.0963279973615716,2.883212260573571,11.850333333333332,1.4875691831327678,3.1775167170401946,1.543367811685897,2.3863024584257158,2.6542383935368807,2.3863024584257158,1.9517833925539776,2.822854501921497
11,3.1107465126472436,3.1107465126472436,2.8814561618756525,4.066021060921404,1.9354920156662323,2.0666291455862082,2.224996789331253,2.2942783639132562,2.075081517014096,2.6064633160836572,6.17836021041067,3.6125660173527807,7.001863803440057,4.9861907690713485,2.2589676946641477,4.098138331714464,7.001863803440057,1.8028451024942829,1.8028451024942829,2.2942783639132562,3.56116803489576,11.891333333333334,1.350001926003694,3.326735617092816,1.7997233132900305,2.3696655594747624,1.9107996502725673,2.3696655594747624,1.8929654553168045,2.7448728545537735
