,0
0,4.148088400303637
1,2.6438564844786527
2,3.8793083911628004
3,2.713198325465773
4,2.727791024886949
5,2.709671523778918
6,4.463911783964033
7,3.1068670356999775
8,3.5649047942261762
9,3.5851886601843095
10,4.8681904188139
11,4.291997303837663
12,4.445559680033804
13,5.275858726648504
14,4.933747990047291
15,5.756321825880984
16,6.504152619403917
17,5.081877515885436
18,7.0569028990051805
19,5.575305282470093
20,4.7313114575958455
21,5.118516371097417
22,6.491547428496714
23,4.122915588886011
24,3.1503310045304223
25,2.6429930220116384
26,3.4234715923530694
27,2.996919007156656
28,2.5934126359193113
29,3.089553331830132
30,2.60413314259051
31,3.9174145608185675
32,3.4310302501126007
33,2.9396903133106944
34,4.148932580575581
35,5.554588326944422
36,5.698570407538669
37,5.115440227687824
38,5.034003248415971
39,5.605415778318825
40,6.35229909937727
41,7.512969331701446
42,6.576745198950943
43,6.518617787731587
44,9.211470318710983
45,7.520886454944329
46,5.5886358527824
47,3.8886033527193327
48,5.081390074734711
49,3.2411621880000108
50,2.9973560498085074
51,2.61340571924824
52,3.8275057899843787
53,3.082191805278502
54,3.1244377345951024
55,3.4010408636376783
56,3.581575197238401
57,3.453135150426348
58,3.238018008330311
59,2.178076174574107
60,3.69850189640899
61,5.161237851801401
62,6.3701091449544025
63,5.25726987634784
64,6.146709820769606
65,9.812753234097604
66,6.20244635166937
67,5.5898142116974
68,7.128947920705255
69,5.2110411668372585
70,4.7291971107642565
71,5.592828918069775
72,3.6841268625100003
73,3.711326146295109
74,3.6883479171184756
75,4.305714004434127
76,3.780500419399981
77,3.9642448193258266
78,3.9797607346426727
79,4.008155934536822
80,6.320946468477665
81,3.992533533645873
82,3.47100850037777
83,3.037179460426854
84,3.9401483944530065
85,4.2932164102820085
86,7.460110553877809
87,10.17112254752628
88,7.214745736711402
89,6.615056790844714
90,8.436425202061093
91,9.457339078104265
92,6.657472118422441
93,11.455280345732508
94,7.975759835757957
95,3.922703049499314
96,3.5683289777790246
97,2.969887454661563
98,4.634610366592599
99,3.153943794353957
100,3.5607601604323866
101,4.090343135247127
102,4.86226646854799
103,4.6453035564380345
104,4.379804612421728
105,3.820166795339175
106,4.3262450667687276
107,4.840158384902118
108,3.434724147400945
109,4.931009157848287
110,5.946304681804766
111,6.250455539860411
112,6.762705033604007
113,6.673712173128054
114,8.50661777819645
115,9.258696755612071
116,8.517622997921498
117,6.819126320285195
118,5.954917515750032
119,4.430416698395011
120,5.781663541701268
121,3.4295684982316597
122,3.5221670130546925
123,3.7393210617899597
124,4.961595682025739
125,4.241479608413312
126,4.389975255653566
127,4.5508773432696525
128,5.131739446378515
129,7.076213786298624
130,4.2359871248654315
131,4.054327944597548
132,3.771308491138867
133,7.215688253018098
134,6.566435589274732
135,6.485258784733433
136,8.738063130792414
137,10.786168944601116
138,8.18922405388594
139,7.564213927921806
140,10.379190652686423
141,6.868010047955067
142,6.510982458370035
143,5.857125367998535
144,4.093532835502148
145,3.062444071070822
146,4.083324637818197
147,3.471232766556499
148,3.614309772545332
149,3.3737211180706796
150,4.9056156925765615
151,3.9836318100534727
152,4.678443721618763
153,4.739634335088379
154,5.183959993029757
155,6.838576561081415
156,6.391228640454022
157,7.535677667488852
158,5.791076308664925
159,5.289523034341711
160,7.98934354519217
161,7.580921199698875
162,7.907934649202194
163,9.659694665506231
164,7.032901788016627
165,7.880308167904303
166,6.302379688278197
167,4.666974400486896
168,2.921535142957212
169,4.368122503564311
170,3.2420980603357723
171,2.9922409268748456
172,3.33361235437432
173,4.1887635730183606
174,4.6391485672399195
175,3.8012323628750977
176,4.9794030714945094
177,5.028527847523171
178,6.463794703223304
179,6.149549000560056
180,4.203978485747492
181,4.8370875817778565
182,5.02566677498981
183,7.822553948047753
184,8.330056421160442
185,7.561401204817759
186,7.131010267908816
187,9.089695973493352
188,7.293996773894447
189,6.399096252479321
190,6.245030725373389
191,3.8172721822724407
192,3.7430272764930317
193,3.180543189999654
194,3.8854011941328923
195,3.9439375841274837
196,3.0020751797180396
197,3.1189696914380964
198,4.366716910727555
199,3.2102845553349493
200,3.5312913905162056
201,4.503819994189124
202,3.476413572179675
203,4.348404302696292
204,5.157410074235263
205,4.117395415574989
206,4.562397818154272
207,7.3451075391971825
208,5.8654008841716045
209,7.659779558110219
210,6.131536813138398
211,6.421005501202277
212,6.093108828117229
213,8.518923450421882
214,5.495777942023397
215,4.483774057724383
216,4.15017664884511
217,4.064052086402317
218,3.3359745414709145
219,3.0754784066437244
220,2.6727358227449107
221,2.8563099452027827
222,3.6708355830313417
223,2.9030353633706847
224,3.634784983756155
225,2.995096505763381
226,2.0867923926032117
227,4.31847571528419
228,4.5137933655690885
229,5.603729356066221
230,6.880070673953051
231,6.235848415413394
232,6.490765308091216
233,5.29093186349882
234,6.140124196341104
235,6.178315597756447
236,5.4575417976664875
237,5.941099757494979
238,4.732872384635916
239,3.704666491620433
240,2.838499154302735
241,3.0604966425210307
242,2.894624508251391
243,3.6674617024575626
244,3.4926574430031803
245,3.460392996237985
246,3.5215598700471844
247,3.4740165424745033
248,5.318972154594778
249,5.3942748931960836
250,5.330140471245412
251,4.371318013014847
252,3.893054315162487
253,5.04215870156805
254,4.634251039315944
255,7.1096621625879095
256,6.982120898828686
257,9.838527233270327
258,9.655138178133011
259,8.061310601151359
260,7.372598545818024
261,6.860071845852963
262,6.08414000626996
263,5.965484955826344
264,4.491798634983095
265,3.336826971123234
266,2.7886606114126393
267,4.760646217815237
268,3.514486151061206
269,3.6137543900747913
270,4.349151959863264
271,5.031784420101753
272,6.733959444480639
273,7.155815694256874
274,6.731884584010906
275,6.2824306022177
276,7.14665593622958
277,5.367237385843385
278,5.879107195827112
279,6.309353575336697
280,7.733511877380453
281,7.18089727742826
282,7.597040242076454
283,7.002948661891213
284,8.292081628477437
285,8.534776155556996
286,8.053842659482752
287,4.615382340117723
288,3.4978786985816512
289,4.420211014620824
290,3.977056802662506
291,3.3773404251774544
292,3.3769812756145874
293,5.0071754659791425
294,4.134571736158321
295,5.180057571502269
296,5.1355800197747605
297,8.449410765348548
298,6.055722067221611
299,6.613805795106127
300,7.035533729658212
301,5.57578994331015
302,5.575661779379846
303,5.953576923010503
304,7.585046530298907
305,6.628129784895645
306,6.4947429624038495
307,6.744288142350815
308,7.6528419417363045
309,5.982125474758678
310,6.110993046492044
311,7.353278045479309
312,4.326376755293539
313,4.252569552300781
314,3.850069986545852
315,4.314398873058285
316,3.486335876105121
317,4.2962978084447565
318,4.462213778793358
319,4.902550514717509
320,4.977205200546097
321,4.010018907906815
322,5.978197490767611
323,7.32082891006311
324,5.482067923745663
325,5.8021062973800275
326,6.199583348713116
327,7.611412218706526
328,6.355082646066203
329,7.368632910159029
330,7.733684860703284
331,8.584289687399572
