,pv_installed_capacity
0,1.9814251796901017
1,2.5013296478091003
2,1.9814251796901017
3,3.8230559649798086
4,1.1524477019334316
5,2.076771963782165
6,1.4842056313013117
7,3.085435085652134
8,7.060640441024932
9,3.8309368525838168
10,1.4127456930674291
11,0.9481394380899294
12,6.106033092462267
13,0.8764351499017794
14,1.637951615260441
15,3.8309368525838168
16,6.106033092462267
17,0.9105376718276932
18,0.9105376718276932
19,3.085435085652134
20,5.325503773259464
21,3.098061558526006
22,1.9793362244353954
23,2.414087112504376
24,5.447976395857587
25,1.2406981982705396
26,1.4691397713674559
27,1.2406981982705396
28,1.3825446637054224
29,0.15334514198454613
30,0.568083542170648
31,3.21923900638153
32,3.178295510870216
33,0.4023333348911019
34,0.4023333348911019
35,3.723009296068213
36,1.4597273963920212
37,1.1524477019334316
38,1.637951615260441
39,1.4597273963920212
40,1.1245122386443522
41,1.8251169118179762
42,1.6257304402498156
43,0.7937195360205452
44,2.775033565796251
45,0.15334514198454613
46,7.060640441024932
47,2.414087112504376
48,4.362447259026105
49,1.8251169118179762
50,0.9110888674338996
51,2.5013296478091003
52,0.9808581949003876
53,3.098061558526006
54,6.796925977670488
55,0.7360555742636571
56,1.4049890942789407
57,3.4628295238786735
58,1.4691397713674559
59,1.9793362244353954
60,3.21923900638153
61,1.2406981982705396
62,1.6141607316956286
63,1.6141607316956286
64,1.1524477019334316
65,0.4023333348911019
66,2.4874940461257946
67,1.2714004927719227
68,1.1689979668273685
69,1.1233080790455177
70,1.5647975123915165
71,1.1684228889783568
72,4.608850296684157
73,0.9110888674338996
74,1.9307226245550215
75,0.30594895339395145
76,2.5013296478091003
77,1.6392121930856587
78,1.9615248321390706
79,3.681036919077016
80,1.6141607316956286
81,2.592314423302865
82,2.348370660358436
83,2.6047596103389545
84,0.7434148952600239
85,1.4597273963920212
86,1.2406981982705396
87,2.5013296478091003
88,0.8720317216831073
89,0.7121155016495855
90,1.6141607316956286
91,6.796925977670488
92,0.7433817050269642
93,1.185156437102609
94,1.8041838282526241
95,1.1245122386443522
96,3.4628295238786735
97,2.3380426208193503
98,0.7433817050269642
99,3.723009296068213
