,grid_import
0,97.47028302151607
1,84.13881998068949
2,82.82785646881368
3,78.85972199791628
4,77.66509682954809
5,83.87650966983523
6,85.59825275089788
7,94.45164934377385
8,102.06542366953411
9,92.22376743756122
10,94.93526788481321
11,108.57753643975636
12,110.06167634245377
13,123.45956115263758
14,123.9140078596116
15,115.53886532515746
16,121.71335657236094
17,144.86989239449957
18,149.76103877914647
19,143.73423324151702
20,140.2024367722441
21,136.5511476826863
22,123.53226760681942
23,103.05937807588995
24,92.0800019526643
25,80.52385901062836
26,73.6669917412352
27,72.78113127824138
28,69.31177972972071
29,79.2507082449867
30,75.26709631098889
31,80.3651073732664
32,87.55946459729948
33,110.77377010742856
34,107.64473553682294
35,105.26745059786174
36,125.53558203336326
37,128.3766959530581
38,117.35078600398484
39,122.99594300828365
40,128.9814507823423
41,129.23131129811014
42,143.64444372286718
43,147.89365033246253
44,139.4097723584489
45,128.5127601958454
46,116.83898729197718
47,113.28324248312163
48,93.30851440211238
49,81.88063923577019
50,84.73069137312254
51,77.02412201359358
52,73.35381043980445
53,80.10476439823005
54,77.72344107051306
55,82.93723452379379
56,93.91116471682889
57,111.16564544511905
58,124.82137819026501
59,124.51945800595593
60,124.88411899170197
61,116.29371866716674
62,118.37888554058313
63,133.05761041739788
64,164.0340248855708
65,170.7021063241038
66,183.20512268179777
67,169.87287567365397
68,178.9732080609154
69,168.05131487172494
70,162.5902040414588
71,143.73705440702136
72,110.53850258971273
73,94.08004195779576
74,85.91449176580439
75,84.60784379206684
76,85.42102885650608
77,96.84902743178907
78,100.46588659195038
79,121.85839310651116
80,140.972661084959
81,120.63497711874173
82,134.8141086694594
83,140.6959751752114
84,128.4444217788699
85,113.92573368737668
86,137.2297482483918
87,145.04307519468304
88,148.2157427817268
89,165.22946021822435
90,169.17782591136054
91,171.44709257393478
92,159.9062217451411
93,162.6206610990159
94,156.20697585356305
95,136.07360197073606
96,115.5049315119684
97,102.76978426170675
98,97.76693767927848
99,91.8119099335081
100,91.38830093833339
101,103.17018166866485
102,104.82000000944633
103,135.53139665762245
104,144.63567230673885
105,120.21779491717831
106,96.68540821141436
107,105.78235484286294
108,88.89527554738459
109,131.53583804420748
110,137.98034962469217
111,138.0506471550774
112,150.75645966900098
113,172.3364088948958
114,171.40924007238314
115,169.55351320528888
116,178.60169893731202
117,178.30672543072203
118,165.77566585501097
119,167.83222908614454
120,136.23261125607513
121,119.14037357064423
122,112.48037069180495
123,111.54083476556283
124,104.80583188675043
125,118.55200752099083
126,124.45637929829553
127,148.42940518445752
128,157.02859585303094
129,158.3625271946113
130,162.52216136821147
131,164.25680804353115
132,166.2399974865267
133,153.86006047908305
134,161.5670689155417
135,166.50256684615897
136,165.22930403657563
137,174.97767912212217
138,188.73789394998613
139,187.94217246501532
140,169.00106853280607
141,170.58035953394426
142,170.0847746028607
143,148.97245527237797
144,145.49924542787616
145,119.52176370184858
146,99.0613216717636
147,99.30447245409643
148,98.39075209217923
149,106.77472631050162
150,111.39069600521559
151,138.3812655771393
152,155.29453774479848
153,149.33842330456685
154,149.08800637798745
155,166.11340337671913
156,174.9269906592633
157,165.20534046269296
158,154.00070943869224
159,161.84490321787237
160,172.39888101006468
161,170.89277896876098
162,185.97119663454245
163,190.99047147570386
164,180.41780941696328
165,179.04914855599793
166,175.42888213650303
167,147.1564411964063
168,132.264636430007
169,107.09695111811578
170,105.07132363917314
171,94.46938819550216
172,94.84058748355807
173,106.7841328783997
174,108.88232012849964
175,133.84597112482322
176,151.65981734753584
177,159.28577038415307
178,159.59144606376677
179,155.6767178259869
180,118.56706021631024
181,110.84022478383984
182,142.2396130199106
183,149.079613324861
184,162.1219843604275
185,167.82277101781904
186,184.20371843785895
187,181.00787413325395
188,178.9647532913212
189,168.05606115527343
190,151.9486140373139
191,144.20627065315165
192,143.1186623773775
193,122.86404920899754
194,118.11138419690997
195,114.01615372271658
196,96.44410532076034
197,106.29450367506696
198,107.10372116484474
199,125.36224407468725
200,123.28001075355095
201,132.01649836752514
202,134.93979933479002
203,128.98327741017957
204,184.64931900409238
205,192.72481080554905
206,170.9084333279509
207,158.07257796335105
208,150.90191426380505
209,168.93596309654566
210,168.96189852557615
211,185.96022799555783
212,167.25704870065286
213,155.49414413141136
214,141.8651003400808
215,132.62064295657328
216,127.47484411351725
217,108.11301362140561
218,96.96772129892656
219,89.98839690001391
220,88.68166602416365
221,94.04248523212732
222,92.05317172461986
223,100.58486778835055
224,109.55361000856223
225,133.75992418792654
226,145.4305959537859
227,135.1468562131054
228,145.36361666627295
229,100.44510466749723
230,160.5133847017214
231,157.89168311406397
232,169.15226868817834
233,204.45043148047148
234,211.08589442613174
235,200.02268531273893
236,203.57971536762528
237,192.8350536500768
238,191.9854671871848
239,169.5889253496497
240,139.66781020447485
241,125.26989643607666
242,109.36521640983503
243,108.66737425318676
244,111.94937410007768
245,116.33082398429316
246,117.16080521757145
247,145.29429616568646
248,164.15194186810288
249,159.29973802186234
250,162.31438411689678
251,170.40895749068306
252,160.8774394672368
253,148.7698525765456
254,151.34216312297045
255,172.2021061985407
256,168.6591517843647
257,177.7446318281963
258,186.87697713796337
259,168.26169860680778
260,159.1437926827319
261,164.92394770347641
262,154.11888332545075
263,145.98689924622792
264,119.60769784613791
265,103.10411218136633
266,105.152907900904
267,105.16395929692455
268,105.12925800662249
269,111.42176978226533
270,125.23971832712968
271,134.5532282806065
272,156.9586648529869
273,132.9135289806789
274,90.37202915776504
275,64.34955193324916
276,81.32226891049095
277,138.2638794918949
278,134.497023903799
279,155.73004164194683
280,158.5514752002982
281,168.48026155836422
282,179.87086494011277
283,180.12228981150287
284,177.0721451709436
285,174.37409614378208
286,163.63774139090822
287,145.6721681037401
288,124.55132411867437
289,104.119029121017
290,102.9178209850333
291,99.52127094841674
292,102.7733721543752
293,106.02838436621457
294,108.52753908659987
295,131.80698475420235
296,162.96787680200654
297,162.85359950438416
298,160.84419781737353
299,173.47667181519623
300,162.73947500445144
301,157.36501949011594
302,152.69717185939314
303,155.67119439598892
304,158.4347595436715
305,185.59535433033423
306,179.62329265520046
307,191.0830010691756
308,184.6766793749606
309,170.56406786003322
310,171.76057869438225
311,171.15374586423536
312,130.78951505954248
313,115.78463866694418
314,110.52032791831287
315,105.64518872070352
316,104.65798889258512
317,111.66482623541984
318,112.21197428866847
319,138.42120968646228
320,154.55560306768226
321,161.84093429041766
322,168.10522780606576
323,154.5001520527999
324,157.5427684266859
325,154.74705948500244
326,151.06421314201845
327,155.15245999084618
328,159.17186939913097
329,174.4053381063103
330,176.24736702152777
331,189.65898634537555
332,184.97391164577502
333,172.0990132901536
334,170.83069800150292
335,165.36388082870758
336,146.1612489842487
337,126.9695977280314
