,total_demand
928,289.3029999999999
929,295.9130000000001
930,318.21100000000007
931,338.66700000000003
932,311.96000000000004
933,320.09499999999997
934,309.842
935,303.1519999999999
936,287.071
937,267.38999999999993
938,253.84699999999992
939,248.10999999999999
940,242.23399999999992
941,250.61499999999995
942,254.57200000000003
943,290.451
944,286.0949999999999
945,309.41600000000005
946,319.968
947,320.9620000000001
948,312.55700000000013
949,297.9809999999999
950,275.898
951,272.32200000000006
952,297.97100000000006
953,299.92900000000003
954,344.0259999999999
955,351.3999999999999
956,355.6670000000001
957,320.32700000000006
958,310.77600000000007
959,311.27
960,294.65699999999987
961,263.767
962,259.51800000000014
963,259.8410000000001
964,254.25100000000003
965,266.81
966,266.25999999999993
967,303.65099999999984
968,317.16599999999994
969,328.23299999999995
970,336.70300000000003
971,335.9699999999998
972,327.0799999999999
973,291.8940000000001
974,295.28700000000003
975,281.0250000000001
976,302.56199999999995
977,306.596
978,323.839
979,340.05800000000005
980,326.8209999999999
981,350.7450000000001
982,346.885
983,342.6320000000001
984,318.819
985,288.0910000000001
986,270.99600000000004
987,272.97900000000004
988,272.195
989,273.92800000000005
990,262.7689999999999
991,300.07899999999984
992,324.8469999999999
993,340.274
994,362.73900000000003
995,340.793
996,326.81500000000005
997,307.00600000000003
998,281.351
999,287.27799999999996
1000,290.6389999999999
1001,297.85599999999994
1002,325.1629999999999
1003,343.4899999999999
1004,339.07899999999984
1005,317.2200000000001
1006,324.244
1007,314.36800000000017
1008,319.581
1009,293.0819999999998
1010,276.4439999999999
1011,266.491
1012,268.7409999999999
1013,281.7029999999999
1014,271.4569999999998
1015,315.537
1016,324.20500000000004
1017,320.49100000000004
1018,331.70400000000006
1019,314.4149999999999
1020,321.14000000000004
1021,321.77099999999996
1022,300.10799999999995
1023,295.02200000000005
1024,314.428
1025,319.14899999999994
1026,316.1090000000001
1027,331.3530000000002
1028,319.94600000000014
1029,317.55499999999984
1030,313.48600000000005
1031,292.1999999999998
1032,280.76000000000005
1033,263.19799999999987
1034,259.66900000000015
1035,253.72800000000018
1036,254.22400000000005
1037,261.9230000000001
1038,260.663
1039,272.80600000000004
1040,278.819
1041,300.19700000000006
1042,329.5830000000001
1043,327.919
1044,325.28700000000003
1045,310.01199999999994
1046,307.06600000000003
1047,305.94599999999986
1048,305.3049999999999
1049,292.7799999999999
1050,298.03100000000006
1051,337.00000000000006
1052,345.65599999999995
1053,332.8629999999999
1054,322.8380000000001
1055,294.1550000000001
1056,277.0400000000001
1057,267.30000000000007
1058,257.21799999999996
1059,244.16400000000007
1060,250.53400000000005
1061,263.32099999999997
1062,266.30399999999986
1063,278.3260000000001
1064,282.04
1065,313.68000000000006
1066,331.2960000000001
1067,332.3470000000001
1068,349.9390000000001
1069,340.855
1070,294.43499999999995
1071,305.656
1072,304.56999999999994
1073,325.2129999999999
1074,348.04599999999994
1075,348.6800000000001
1076,371.8719999999999
1077,358.0669999999998
1078,355.2179999999999
1079,338.986
1080,320.42900000000003
1081,290.71799999999996
1082,272.05199999999996
1083,267.006
1084,274.65500000000003
1085,286.8099999999999
1086,290.363
1087,312.24000000000007
1088,331.2919999999999
1089,343.11200000000014
1090,358.36099999999976
1091,359.5109999999999
1092,333.65099999999995
1093,335.26800000000003
1094,318.927
1095,311.10699999999997
1096,315.03600000000006
1097,334.3550000000001
1098,353.484
1099,372.7959999999999
1100,364.92799999999994
1101,347.64800000000014
1102,342.8830000000002
1103,339.26299999999986
1104,314.30899999999997
1105,284.21700000000004
1106,283.1609999999999
1107,256.93199999999985
1108,253.70399999999992
1109,265.464
1110,257.378
1111,296.35
1112,307.89199999999994
1113,322.19300000000004
1114,307.86
1115,301.043
1116,294.28599999999994
1117,299.8789999999999
1118,282.6059999999999
1119,287.0519999999999
1120,297.28300000000013
1121,300.18500000000006
1122,317.56200000000007
1123,327.53299999999996
1124,307.384
1125,292.55900000000014
1126,303.6210000000001
1127,295.75299999999993
1128,274.6520000000001
1129,244.0490000000002
1130,233.63700000000009
1131,226.491
1132,234.36800000000005
1133,242.75900000000004
1134,237.69100000000003
1135,291.86999999999983
1136,312.1300000000001
1137,304.5070000000001
1138,317.986
1139,287.403
1140,291.9899999999999
1141,289.551
1142,299.56100000000004
1143,277.99199999999996
1144,280.16900000000004
1145,292.19300000000004
1146,304.007
1147,318.63900000000007
1148,299.11599999999993
1149,288.18699999999995
1150,280.6840000000001
1151,263.16100000000006
1152,263.556
1153,236.56400000000002
1154,241.09399999999997
1155,235.27599999999998
1156,239.536
1157,246.71500000000003
1158,242.825
1159,265.0399999999999
1160,285.3660000000001
1161,284.004
1162,302.4510000000001
1163,278.58
1164,275.38899999999984
1165,267.74299999999994
1166,274.57599999999996
1167,275.01699999999994
1168,294.17100000000005
1169,277.1040000000001
1170,320.8169999999999
1171,322.723
1172,319.897
1173,322.23500000000007
1174,294.4319999999999
1175,277.9789999999999
1176,257.566
1177,228.5479999999999
1178,220.40800000000004
1179,223.96299999999994
1180,206.87299999999993
1181,219.24
1182,221.68499999999995
1183,255.3599999999999
1184,293.3690000000001
1185,284.5820000000001
1186,293.80000000000007
1187,279.8039999999999
1188,283.98900000000003
1189,280.1839999999999
1190,262.8019999999999
1191,260.78
1192,257.52399999999994
1193,275.65199999999993
1194,307.14499999999987
1195,296.59400000000005
1196,293.79099999999994
1197,284.143
1198,260.6589999999999
1199,242.22700000000003
1200,234.59000000000006
1201,215.27
1202,202.36400000000006
1203,184.11699999999996
1204,185.56799999999996
1205,193.37799999999993
1206,193.99899999999994
1207,201.73800000000003
1208,214.9590000000001
1209,228.0379999999999
1210,246.191
1211,240.45299999999997
1212,240.22299999999998
1213,239.856
1214,244.789
1215,236.61799999999997
1216,248.839
1217,244.5370000000001
1218,247.42000000000002
1219,270.37399999999997
1220,251.96299999999997
1221,230.70800000000003
1222,226.5939999999999
1223,226.08199999999997
1224,200.05300000000005
1225,197.626
1226,196.18199999999996
1227,204.38200000000006
1228,194.92000000000002
1229,191.66299999999998
1230,181.83399999999997
1231,183.802
1232,189.85599999999997
1233,204.13399999999996
1234,226.012
1235,230.13199999999995
1236,249.87899999999996
1237,249.02000000000004
1238,234.62000000000003
1239,241.16899999999984
1240,239.78199999999998
1241,269.10299999999995
1242,250.20400000000006
1243,260.077
1244,240.3010000000001
1245,229.43499999999997
1246,247.65799999999996
1247,225.26100000000014
1248,200.73500000000004
1249,180.9
1250,161.50000000000006
1251,166.25100000000003
1252,165.065
1253,169.56299999999993
1254,171.28500000000008
1255,207.38600000000005
1256,207.4279999999999
1257,210.51899999999995
1258,221.62599999999992
1259,220.464
1260,199.66000000000005
1261,226.47199999999998
1262,201.16199999999998
1263,199.21600000000004
1264,217.671
1265,231.48999999999995
1266,243.9580000000001
1267,239.15800000000007
1268,232.123
1269,227.02300000000005
1270,231.274
1271,211.0420000000001
1272,181.70700000000008
1273,190.67399999999992
1274,164.58400000000003
1275,163.45499999999998
1276,172.305
1277,169.9969999999999
1278,166.59900000000007
1279,200.35300000000007
1280,199.78100000000003
1281,205.90000000000003
1282,215.36200000000002
1283,222.46799999999996
1284,227.64100000000002
1285,207.56799999999998
1286,208.8590000000001
1287,220.90999999999997
1288,221.38400000000001
1289,215.28099999999995
1290,225.62300000000005
1291,259.85400000000016
1292,259.88200000000006
1293,242.61
1294,232.21599999999995
1295,221.423
1296,208.62599999999995
1297,188.49200000000002
1298,174.32300000000004
1299,174.446
1300,174.34299999999996
1301,168.966
1302,167.422
1303,189.786
1304,203.02400000000006
1305,210.43199999999996
1306,212.19299999999987
1307,223.83199999999988
1308,212.344
1309,208.90300000000005
1310,189.301
1311,187.383
1312,184.59100000000007
1313,200.666
1314,224.4300000000001
1315,238.71199999999996
1316,236.11599999999996
1317,233.344
1318,212.89199999999997
1319,200.3880000000001
1320,186.36100000000005
1321,168.94699999999995
1322,168.707
1323,157.94699999999997
1324,145.997
1325,149.89700000000002
1326,146.97199999999995
1327,179.44399999999996
1328,204.394
1329,198.154
1330,212.35099999999994
1331,194.9509999999999
1332,188.511
1333,191.905
1334,188.75099999999998
1335,186.64299999999997
1336,195.638
1337,211.52099999999996
1338,214.69099999999997
1339,248.67400000000004
1340,231.029
1341,228.074
1342,226.16099999999992
1343,223.91100000000006
1344,214.00400000000002
1345,197.642
1346,182.89300000000006
1347,169.62599999999998
1348,177.71899999999997
1349,181.19200000000006
1350,185.19200000000004
1351,217.424
1352,218.10899999999998
1353,222.93699999999995
1354,227.33200000000005
1355,206.55900000000003
1356,197.67700000000005
1357,202.9
1358,175.27799999999996
1359,173.454
1360,172.91999999999996
1361,195.6
1362,214.06300000000005
1363,202.70800000000003
1364,210.10299999999995
1365,221.477
1366,198.38599999999997
1367,194.76300000000003
1368,178.90999999999997
1369,169.8429999999999
1370,164.41500000000002
1371,158.64600000000007
1372,160.47200000000007
1373,173.111
1374,170.67700000000002
1375,170.805
1376,173.03799999999998
1377,212.916
1378,228.34700000000004
1379,217.89599999999996
1380,215.41799999999998
1381,225.11499999999995
1382,204.55199999999994
1383,197.37699999999998
1384,203.58500000000004
1385,224.16499999999996
1386,235.41
1387,236.45499999999998
1388,250.85699999999997
1389,252.58199999999994
1390,244.63
1391,212.00300000000007
1392,185.44800000000006
1393,176.55600000000007
1394,155.882
1395,158.16699999999997
1396,153.403
1397,160.97199999999992
1398,156.19199999999998
1399,172.839
1400,174.02
1401,210.66600000000003
1402,216.75399999999996
1403,210.02599999999995
1404,201.48000000000002
1405,202.06999999999994
1406,194.04500000000002
1407,178.07299999999998
1408,172.67700000000002
1409,191.19000000000005
1410,199.739
1411,221.37000000000006
1412,204.909
1413,207.037
1414,216.35099999999994
1415,212.59699999999998
1416,191.80699999999996
1417,161.01699999999997
1418,146.99900000000008
1419,144.67600000000004
1420,142.45099999999996
1421,155.23299999999998
1422,154.04800000000003
1423,196.03100000000006
1424,236.3730000000001
1425,229.68000000000012
1426,224.7140000000001
1427,217.39300000000003
1428,234.57999999999998
1429,211.361
1430,210.49399999999994
1431,198.21000000000006
1432,204.58799999999997
1433,204.95400000000006
1434,231.46000000000004
1435,249.75
1436,224.58099999999996
1437,229.168
1438,230.091
1439,234.38400000000001
1440,214.78800000000007
1441,171.881
1442,161.32200000000003
1443,161.14900000000003
1444,158.55499999999998
1445,173.72500000000002
1446,175.84700000000004
1447,206.803
1448,223.532
1449,217.591
1450,203.615
1451,187.08499999999998
1452,186.241
1453,168.05700000000002
1454,155.50899999999996
1455,182.20500000000004
1456,186.54499999999996
1457,192.4519999999999
1458,215.10499999999993
1459,230.91000000000003
1460,210.15800000000002
1461,222.07299999999992
1462,234.99599999999995
1463,211.81900000000002
1464,201.82000000000005
1465,182.03
1466,157.50900000000001
1467,158.0249999999999
1468,162.66600000000005
1469,174.32399999999998
1470,162.77600000000007
1471,196.61699999999993
1472,227.29700000000008
1473,225.74699999999996
1474,227.40399999999997
1475,231.02900000000005
1476,234.23400000000004
1477,203.71499999999997
1478,212.94100000000006
1479,206.321
1480,224.25800000000004
1481,242.858
1482,253.12200000000007
1483,255.00099999999986
1484,253.04000000000002
1485,245.216
1486,234.20700000000005
1487,230.6749999999999
