,objective_terms
pv_investment_cost,2266.6983894582727
house_hp_investment_cost,10088.768439283891
power_market_cost,31332.450496250265
volume_tax_cost,9073.883995475397
grid_volume_tariff,17935.79362295782
aggregated_capacity_export_tariff,0.0
capacity_tariff,18315.55386254523
stes_investment_cost,0.0
hp_investment_cost,0.0
