,objective_terms
power_market_cost,39502.168690879844
volume_tax_cost,6547.25850444633
grid_volume_tariff,13135.680207122778
connection_cost,9958.716
individual_capacity_tariff,0.0
aggregated_capacity_export_tariff,3512.491936863889
aggregated_capacity_import_tariff,6128.340228188698
pv_investment_cost,13546.019997269774
house_hp_investment_cost,0.0
stes_investment_cost,25171.0
stes_hp_investment_cost,8682.740481976585
