,stes_hp_direct_qw
296,164.28003734664162
297,175.6996833162391
298,205.64484152169302
299,186.52115088734575
300,196.51952864328985
301,190.7223619917358
302,179.38707033713544
303,149.30644730379132
304,126.56307176405288
305,84.0720090019818
306,84.16494751582738
307,71.67780140742113
308,76.51861387115014
309,112.62978454535144
310,118.20659392655972
311,160.22138128274074
312,225.49158252043432
313,215.9609741450309
314,214.1502585495115
315,208.58348901002722
316,208.79239576803806
317,213.0389092384897
318,196.44223297588212
319,213.87569844377717
320,181.82328722414957
321,201.27627258586557
322,177.3108399286811
323,190.59784554254114
324,194.06340981691972
325,216.4880811924801
326,192.26214564218526
327,160.58533474681792
328,138.44989037485777
329,106.63465475420277
330,105.61854817147042
331,89.00147965321733
332,94.49608098618893
333,125.30242864222228
334,139.42477218052463
335,180.3998033891797
336,251.5534306589301
337,242.5362874636373
338,237.4904501976069
339,230.5750111927331
340,230.2089234494858
341,231.32897780287593
342,224.41753844728436
343,208.38906528477673
344,0.0
345,0.0
346,179.90950315122882
347,185.49596480119658
348,202.53376786096732
349,206.1835687604532
350,203.2887340749879
351,170.54444941840896
352,148.94286683945597
353,0.0
354,0.0
355,0.0
356,0.0
357,0.0
358,159.92955192759055
359,210.73596796349085
360,228.696547338046
361,222.24764273703855
362,217.9092606939761
363,218.18395260320705
364,217.36049825724268
365,224.301591282695
366,234.82886518314825
367,226.04426768235317
368,211.95796596919467
369,188.66640901536059
370,172.89685518195023
371,177.39972604178433
372,242.73096517265893
373,163.38225188454976
374,164.36796598053024
375,169.75284328684248
376,155.91014842400767
377,140.06182038980018
378,141.3400996949801
379,125.25777322564463
380,115.95997815728398
381,149.65419235914018
382,172.98379867926047
383,217.25363606909238
384,231.24612179421516
385,231.2791946280622
386,227.595417430708
387,216.17757743895044
388,209.065728307895
389,225.57815017247663
390,221.77497347521486
391,220.5788668629757
392,208.25383702451376
393,180.3525403020528
394,178.31817581384377
395,249.59579782868786
396,258.13562609415555
397,250.76307662899583
398,220.16619648398031
399,136.84343150127927
400,134.61548012404134
401,96.17952920702567
402,88.66434810123516
403,69.45217597238795
404,87.2661134256455
405,104.15661861667422
406,123.18067552938253
407,180.9616094360913
408,245.75132255117958
409,245.8964713303762
410,245.04178289264595
411,238.56972198344113
412,227.54389995109324
413,221.83611315327582
414,215.5431123949199
415,196.49492003482464
416,0.0
417,0.0
418,200.16027483256562
419,242.45248514947932
420,227.80965463337097
421,219.91874344041804
422,220.20428412970006
423,141.23433276532867
424,114.97617542595543
425,0.0
426,0.0
427,0.0
428,0.0
429,0.0
430,124.72137798415278
431,164.74438891456882
432,219.54868224657065
433,221.81751733959257
434,200.2724366275735
435,204.6961552759867
436,197.30554976270975
437,199.7295931159266
438,190.9645872105518
439,200.39805373761695
440,0.0
441,0.0
442,184.3313430746752
443,209.6404548873395
444,197.7624965374325
445,199.17016615752743
446,188.23053052818133
447,152.7865095777567
448,124.65308792314327
449,0.0
450,0.0
451,0.0
452,0.0
453,121.24317969842637
454,121.58494943780937
455,165.88521438678242
456,213.5006183263999
457,208.83236119126613
458,196.03042205089707
459,188.00131166035027
460,182.6791571954936
461,192.0711314219954
462,181.36921423560972
463,195.8799289744892
464,152.55999792775856
465,165.59694443757968
466,171.35685888941427
467,201.7313899362504
468,194.99585854697472
469,199.26638509122878
470,194.6988148261063
471,141.64405466174247
472,125.43995280638921
473,85.65994146170793
474,62.82582163454536
475,82.80800710818974
476,98.85606140133342
477,122.9930587543122
478,106.71474481390008
479,162.3444219099081
480,184.20579303384724
481,179.25243043817125
482,171.23941941907464
483,164.91242985210727
484,164.9978344431949
485,170.56262053461688
486,159.16436325498753
487,159.87216300969203
488,171.08596486300218
489,172.36700605899597
490,163.1700545177453
491,173.80504566152746
492,169.44206649270092
493,169.6961984820163
494,163.797692908617
495,147.58173349985185
496,136.66769848927404
497,83.32446962264378
498,93.71075695805756
499,50.42271416935148
500,61.821758094386986
501,97.47401843067337
502,86.58131275333395
503,147.59761224952663
504,175.77418916177783
505,164.45169466341505
506,167.20785184407873
507,155.56298128632804
508,152.01623088558895
509,155.2401129312491
510,149.77976690873308
511,168.45671701320066
512,0.0
513,0.0
514,179.96086172675493
515,196.7763540207568
516,169.57375059707513
517,160.29565618420474
518,162.4218353619784
519,148.01855609571416
520,108.40698351835186
521,0.0
522,0.0
523,0.0
524,0.0
525,0.0
526,134.89999991071534
527,158.12666859521516
528,141.18350583315134
529,140.93952651870705
530,138.06239745905756
531,141.94625595935926
532,140.47371959339733
533,144.24949672807713
534,141.51826875941103
535,146.03613670803642
536,139.815126329126
537,144.47476625574564
538,139.43353616050825
539,153.05495355056593
540,154.90140453296777
541,160.46047616796096
542,154.34338392417274
543,137.85712862623242
544,143.60870929576993
545,122.94964643177882
546,117.84290414535704
547,118.45778555755783
548,135.5515938402939
549,150.57079289399644
550,147.27237847931693
551,156.5162098572921
552,159.82115577655918
553,150.008291857726
554,144.6836360904249
555,147.5272422713796
556,153.84485951716997
557,160.7161310959127
558,157.26218736860815
559,158.73795136127364
560,144.25457528951094
561,141.20996933634464
562,153.18781434489733
563,148.89604843606645
564,139.94974533148059
565,159.08610992776912
566,142.8237442993111
567,146.31047318308273
568,161.84221117186786
569,124.85083506925437
570,117.54724844586816
571,100.58477213054847
572,118.16825134232369
573,116.67328322168476
574,144.3113018100578
575,191.97603903856077
576,180.30128267063685
577,181.96612672208377
578,172.53499049489545
579,175.43174923427648
580,180.314695277429
581,180.6842556533813
582,170.23597505257663
583,195.75492320536125
584,0.0
585,0.0
586,188.41001902359497
587,197.34399650841857
588,204.97729663027204
589,198.45767698993131
590,201.0550048570845
591,175.93659900560178
592,148.23477960759254
593,0.0
594,0.0
595,0.0
596,0.0
597,0.0
598,159.48496183279673
599,205.31145604716966
600,195.15830445537767
601,190.5731510350152
602,178.54910600183803
603,183.2292971808365
604,180.92394102660975
605,183.63018799151115
606,182.4039105049022
607,206.5130893926288
608,0.0
609,0.0
610,201.16937067458028
611,206.36584482240934
612,209.0100944181587
613,217.39078887083443
614,207.79537363471277
615,183.3814926844473
616,157.9877593796673
617,0.0
618,0.0
619,0.0
620,0.0
621,115.87007898591405
622,140.89226680087825
623,193.47263934494478
624,242.7370503782745
625,226.02134089622987
626,215.09141169937988
627,218.74260985684177
628,221.38891130941565
629,222.69814647222026
630,218.36978118199553
631,227.99409836345538
632,189.94749805494746
633,199.17168527994954
634,190.85736723614127
635,206.99992289225017
636,229.77745661609782
637,224.67603430609674
638,202.44410014338916
639,187.14245897143473
640,148.6177657201346
641,99.91259927085753
642,98.26744237509317
643,116.19427676899625
644,108.46573252844686
645,138.33226296275998
646,156.00547683598148
647,194.83613273042613
648,237.4366696957881
649,234.26742622903106
650,218.58630960279987
651,209.66013033274567
652,209.2411950476384
653,221.04434313654997
654,205.00605331455034
655,220.36730797186166
656,202.30488947909677
657,206.7062375733195
658,205.40092405617457
659,201.0675650863818
660,214.53019915175352
661,208.42306871637172
662,204.9783783013712
663,187.95522181890433
664,157.0255554095329
665,118.17940762017237
666,118.1787434360617
667,109.46901727256
668,94.51652154223633
669,124.62464420848826
670,136.1798047236053
671,200.05225855740545
672,234.24947058673797
673,217.28529233243253
674,221.87550011350635
675,222.59680689353542
676,222.4172329766679
677,231.49633044191418
678,230.57521490335213
679,229.63261145460447
680,203.87509256771884
681,200.3549133078225
682,200.23903666115814
683,200.279553908089
684,208.96619263743173
685,218.21046884695278
686,212.1077888024684
687,182.58214918121007
688,147.3329973805878
689,21.88924610174965
690,16.52741406679212
691,22.76109449556654
692,19.424450388765308
693,17.355453544266226
694,158.3995442230138
695,199.94830444284682
696,236.45706571926124
697,253.49144723814987
698,248.42028763459817
699,243.46025913829664
700,237.82920134325397
701,240.11905045932718
702,250.961690655595
703,248.81272083488818
704,242.23140753139725
705,243.96328419992437
706,157.02833077719873
707,139.19988524125543
708,159.8836883390465
709,185.3848182310197
710,171.06171897823378
711,161.03360128514436
712,166.31799137209893
713,140.41307179078404
714,121.23573888913941
715,100.67310959739018
716,131.67841977704666
717,137.77066164360676
718,162.8926561393559
719,220.4516343280055
720,229.320082232443
721,236.69906215308677
722,225.8268224061068
723,226.25115518218945
724,230.25700022517702
725,237.58096994022992
726,235.53279932184716
727,232.23654105391216
728,215.73134716557865
729,203.19339807334833
730,175.16916956327094
731,252.845265570341
732,141.99320483978747
733,181.6789102440658
734,162.0674443674003
735,150.77134138831912
736,154.91119602210875
737,134.62096076806995
738,92.17451226214442
739,87.34414427604747
740,105.28395877427552
741,128.44694086466794
742,155.6989901852903
743,197.41486232690124
744,247.060488813752
745,226.26640379145385
746,227.3625316712824
747,237.08115272633393
748,241.22240990504346
749,243.44990074036156
750,236.98676850470272
751,243.62789577168792
752,42.90079727919877
753,260.468877066315
754,272.5140897152948
755,251.67552581774746
756,236.19271865434905
757,235.88342911309718
758,236.42864839898806
759,209.93651957990252
760,161.04633280960945
761,20.961766972268805
762,41.23580524873984
763,46.88519923473103
764,39.554352975097174
765,55.4925263381746
766,175.71314003314131
767,226.72122411857228
768,261.44489686615606
769,246.41436442008091
770,244.94796532442882
771,240.92781625214585
772,232.50487832007204
773,238.7172078682931
774,226.70978940008425
775,233.74931541778383
776,37.92118835618837
777,248.5509514908234
778,242.86454981444965
779,228.17374008510083
780,233.00071996901124
781,240.21252332432067
782,234.05019789039235
783,196.52656823327695
784,176.1981201497468
785,145.675236999473
786,42.37404825897434
787,42.903402639572164
788,130.69810468909134
789,137.03116111344065
790,179.2473542798165
791,229.7048673494452
792,235.29689022395183
793,228.13400171498944
794,218.5625897886391
795,215.2875102358569
796,211.7505010090401
797,221.58811688322535
798,209.64481504958658
799,224.70770584004492
800,222.80864021490947
801,233.52312009613925
802,234.2121254703265
803,246.71034059657816
804,236.943215255194
805,232.48562563407208
806,215.34354439964116
807,210.45232410578964
808,197.89459763099887
809,158.21734063083875
810,139.29454493130075
811,133.65447578188912
812,139.95499160614986
813,150.24602538208063
814,166.93106834195663
815,210.57999176844658
816,266.23224715147984
817,255.54001426883002
818,248.03261792137428
819,250.9567783600532
820,251.17941834931779
821,245.85443544854263
822,237.9309755606376
823,242.75499859747663
824,227.22136981418024
825,236.1159443239893
826,238.3645753427274
827,237.4220624413393
828,240.83315007037547
829,235.76948824925074
830,229.02199777391834
831,219.13079018014477
832,202.60837073384747
833,176.88052540548597
834,141.26994277744194
835,138.1472335136762
836,129.18145570350816
837,149.02705316464073
838,171.47289545192604
839,225.9187212559669
840,264.30302167029043
841,257.90799925819397
842,249.06216786967158
843,235.2087524621748
844,237.8949211889235
845,243.97995862472254
846,229.51718483207418
847,250.64341502977905
848,228.0974624788331
849,245.56056518256997
850,237.56390722135885
851,243.31309062742267
852,235.8356284924485
853,235.6457873547187
854,226.08163797366953
855,207.95912922602434
856,190.63664294164923
857,153.9996704557804
858,50.30002284012605
859,56.79489408694724
860,42.83500861106552
861,156.35664984464614
862,175.16431410858928
863,231.28109256760823
864,229.4437726294631
865,226.61420142827274
866,225.30625858810905
867,226.1351075163415
868,221.9013948860991
869,225.74089557967534
870,236.1827362282605
871,234.8075266279593
872,225.77687513192666
873,197.45570527505802
874,182.2930392209127
875,200.6484810726626
876,176.0486336951413
877,197.63419055994677
878,201.5330908932114
879,189.52823850089783
880,190.91821018219358
881,163.8494296753503
882,156.02068914770987
883,144.43361519574592
884,156.37258789314882
885,177.06386638810693
886,207.48844789034126
887,233.21079458506856
888,215.7619735053248
889,214.26124519140998
890,216.06976399604886
891,213.17495295552922
892,213.38013979733486
893,216.85768320201646
894,219.9200644014373
895,219.32667035731254
896,210.87168797634396
897,207.50715555464367
898,214.04840578146946
899,207.89272543169923
900,210.28578429266668
901,192.30662163449426
902,186.65404726042775
903,199.814277228866
904,196.43883971124322
905,161.68206984975606
906,154.93630033372665
907,142.15188688879195
908,141.43313525416121
909,139.55506165107212
910,170.25236358325992
911,236.3569796646446
912,246.9444268097529
913,221.7724994353658
914,214.79539025443893
915,212.00306077038343
916,207.53111602718556
917,217.9792253713026
918,200.49047629654942
919,222.46328793054653
920,231.18503595296139
921,234.81556611125382
922,244.06031180989484
923,246.89774949717372
924,244.58717874768848
925,227.37812633401668
926,212.69300119189583
927,207.97331317202628
928,184.38801242370118
929,166.63756407637166
930,38.84431938044361
931,54.144875815222974
932,36.17216409430395
933,153.38235799348988
934,173.02798743282335
935,221.57548972438755
936,237.68345866809636
937,230.5971308284453
938,221.96975189691085
939,218.38419129172374
940,211.80142985114762
941,214.07700701182785
942,208.52009566444414
943,228.1932304917427
944,217.0974332099022
945,237.95627978314073
946,246.16441179158417
947,235.1610029300413
948,237.49891495110194
949,229.7532926900312
950,210.29818341009843
951,199.2013617196809
952,179.9162888879248
953,168.5014638488153
954,129.03398959616126
955,120.86121452427577
956,114.91345770915603
957,167.2192195853259
958,188.96752080165922
959,230.0845005322579
960,248.31754238187804
961,230.7688646416632
962,230.10898478964953
963,232.2273346069904
964,226.23647219295393
965,232.08787725909124
966,222.51612217295963
967,245.31241015994135
968,228.62223961143093
969,257.1077648744573
970,263.95923845777975
971,264.3537951845856
972,257.81321028289494
973,229.6680611335802
974,229.26052329463664
975,208.3574420020364
976,184.85025341771376
977,171.1251058439121
978,154.84168196432844
979,140.83808334134608
980,151.60177643764396
981,147.8601302754839
982,163.2871828083064
983,213.58638869914128
984,269.2741006428738
985,252.65780383564112
986,240.60337904956836
987,243.88082794130776
988,241.79013334394978
989,237.83995438841032
990,218.73189697558269
991,241.3844770458027
992,235.82670845658353
993,267.53709248149386
994,284.51865554645286
995,266.54778845722603
996,257.0538928161304
997,241.64287264168664
998,218.49035667678478
999,213.08597966789543
1000,195.7463633291573
1001,179.27432126274002
1002,152.4335754693419
1003,139.0923165061193
1004,143.20762300184487
1005,178.6647330000552
1006,183.125867264544
1007,235.016998180821
1008,270.9070996374435
1009,257.93694462686045
1010,246.23150866051068
1011,239.18974977112438
1012,240.24323907798734
1013,246.33209393809508
1014,227.35544708909876
1015,255.14955308580954
1016,253.76870443518985
1017,252.60856044278287
1018,236.7202006050509
1019,246.59879758442537
1020,244.6984343444813
1021,237.74144022170066
1022,229.48273902740246
1023,204.13054139229857
1024,162.52390926211473
1025,150.41301037606016
1026,158.25695192711743
1027,145.9476447024322
1028,157.55557715229742
1029,175.7200482080595
1030,191.36395334761588
1031,228.1364857927453
1032,229.48058912999707
1033,225.69074227089897
1034,227.6549426305861
1035,225.22048112276696
1036,226.2526953038294
1037,232.80610879456867
1038,232.91743656139727
1039,235.52187137195833
1040,223.4491418220632
1041,224.80877472189354
1042,195.8027981572253
1043,221.46079884165422
1044,183.24312801641778
1045,206.38063047700356
1046,192.24659333832824
1047,182.77420285661864
1048,187.2457221578803
1049,197.2866697506316
1050,193.46666196893528
1051,158.91816940169795
1052,148.90901707551333
1053,177.29446846326385
1054,201.1505930118438
1055,234.53286655436585
1056,227.7902565377301
1057,229.73342610234528
1058,226.4950738073975
1059,217.4448422290795
1060,223.96326774045062
1061,235.1672263925341
1062,238.82541412184804
1063,240.92761391651558
1064,227.05191583068327
1065,213.75721777073161
1066,194.1618923622332
1067,211.1808102386294
1068,207.90131989231787
1069,183.65131778141046
1070,211.45101356611042
1071,192.87688544506253
1072,198.75194083170499
1073,179.0364528495083
1074,166.14891555951192
1075,159.02816178860192
1076,139.67234447170733
1077,166.2498906334383
1078,185.43892347564528
1079,239.6117715116038
1080,271.94756618248704
1081,256.1696505248868
1082,242.31389297419852
1083,238.84482105572732
1084,244.48986908709966
1085,249.80156070172782
1086,242.34627815558343
1087,249.85936310078876
1088,224.35095849989196
1089,269.09469736112845
1090,281.20488831142046
1091,223.3237893379075
1092,259.2270021425609
1093,264.52100550990383
1094,248.1674875274146
1095,197.58853988143608
1096,169.01716903094507
1097,135.938342224192
1098,116.69380638596769
1099,95.90362466170939
1100,91.43388379989938
1101,85.4565451869058
1102,86.84195857950314
1103,197.05310299215472
1104,260.0283310029128
1105,245.0192379267858
1106,247.3329409601955
1107,225.75546152111903
1108,221.10190848858588
1109,225.64372557523055
1110,50.38826906902085
1111,71.81183328860124
1112,82.79203814840777
1113,87.87848719385178
1114,77.5494104981876
1115,74.43936006581825
1116,70.68059019827106
1117,75.59530524426967
1118,60.37475202072474
1119,55.744536741326584
1120,54.5794014381562
1121,52.489320755860916
1122,64.32024310678244
1123,71.84749966246054
1124,58.574776450317984
1125,54.832812588612626
1126,65.5732397198201
1127,206.89628624887996
1128,222.05520169798345
1129,206.39253632816838
1130,200.7828040458042
1131,196.31992256642906
1132,201.79679740997528
1133,203.84097551597492
1134,190.80629512238323
1135,224.76882884307656
1136,87.1116103077749
1137,190.01553190630915
1138,158.4780890733416
1139,117.05827307552585
1140,221.53657508738726
1141,171.45520735070912
1142,223.1228596256538
1143,197.7979365971969
1144,173.13714374460253
1145,47.892416202486714
1146,56.041117293374384
1147,66.23482790313429
1148,53.54693434742774
1149,53.06176207690734
1150,181.99960704865765
1151,195.5724809020863
1152,213.84341734044588
1153,200.56879401180245
1154,207.8976391913505
1155,204.37915314146346
1156,206.73212334341068
1157,207.4548683264502
1158,195.35538182772657
1159,203.46568664674197
1160,211.78471274237828
1161,213.24216166119427
1162,227.06823753919733
1163,210.55699622461918
1164,126.33087592837825
1165,202.41454312673932
1166,204.8686284208047
1167,195.50981056876725
1168,157.91322994482007
1169,35.13264581581839
1170,65.95907458079137
1171,67.54184483933389
1172,65.68882156196585
1173,73.36670195384175
1174,162.07468047420872
1175,204.63794936691613
1176,207.3515914882014
1177,192.77172263911368
1178,188.53663664636306
1179,192.76484553215258
1180,176.45786934920469
1181,181.83023457326485
1182,29.321333525865697
1183,46.37864804063577
1184,68.69369129017761
1185,65.44118577511796
1186,191.51745875963292
1187,84.57375229728326
1188,208.06985864838077
1189,205.01343606239948
1190,189.21618167814623
1191,179.49763365704297
1192,27.587130699662822
1193,36.482532824808914
1194,56.480703013310574
1195,50.52418783844766
1196,48.704525101816074
1197,48.774924099741156
1198,36.765385313163364
1199,172.00456861764374
1200,176.40135637802925
1201,171.979035453173
1202,165.78144059495833
1203,153.53825963352122
1204,155.4151109376516
1205,160.92876904862962
1206,163.68456518807017
1207,21.195134188806804
1208,72.1492181322915
1209,74.28070892238767
1210,161.40027215439866
1211,155.6054266415056
1212,156.2913930594218
1213,158.85978716017277
1214,160.18911167246617
1215,153.52418756826958
1216,160.23343659996283
1217,14.88557473270626
1218,18.65458392455696
1219,31.61440915891552
1220,19.261231345331282
1221,10.684051377702048
1222,13.092688930552868
1223,159.98573185804358
1224,147.24368406110062
1225,154.69879424365553
1226,158.694306072178
1227,168.27074060297397
1228,161.56575995598948
1229,157.91620534717518
1230,151.8856383711581
1231,5.650279610137375
1232,0.22988656059409177
1233,0.08420068875650462
1234,146.70919514952857
1235,148.01134228685214
1236,161.92330234786274
1237,163.75096956401023
1238,152.9217770314782
1239,154.98619662647968
1240,152.95400158909908
1241,30.9616937674395
1242,20.68637573117016
1243,25.601609837283803
1244,12.934088420526336
1245,11.66384826510054
1246,28.23797033241553
1247,158.84152013513543
1248,153.51338369524885
1249,146.23137573073313
1250,133.091051096284
1251,138.3476368171773
1252,136.45395133494503
1253,135.74092825328907
1254,0.0
1255,14.044558978625275
1256,9.002321268596774
1257,12.423641863660094
1258,22.457348572810147
1259,22.294757965609165
1260,8.602913009426345
1261,158.2794163153195
1262,136.70611385085232
1263,0.0
1264,5.226148031509496
1265,10.569902975086762
1266,19.440054854062595
1267,17.391190413813177
1268,13.638453638285313
1269,16.33723079891479
1270,22.059879602324017
1271,143.97136562891095
1272,137.48348855959034
1273,153.37293345640055
1274,135.06694094419785
1275,135.73968776886755
1276,141.97460467108564
1277,135.885903664151
1278,0.0
1279,17.555878867053366
1280,11.121047913090464
1281,17.98633233102703
1282,25.57206806401844
1283,33.56766553992152
1284,39.54136310305792
1285,148.73143247488443
1286,147.02070476805255
1287,25.994827464995424
1288,20.592451194781134
1289,14.242770030789842
1290,20.807012588198603
1291,43.02428433141951
1292,43.296508879884016
1293,38.207217346862365
1294,34.3075404031231
1295,155.28499967940263
1296,161.90860548502738
1297,153.7739642154928
1298,144.73275242806338
1299,146.0638095882136
1300,144.40160752146764
1301,135.8398568045055
1302,129.1733529116267
1303,136.8948286718627
1304,140.50385837532926
1305,147.75014670455013
1306,147.29512418145035
1307,156.69822002850813
1308,147.52399708411866
1309,143.70838050502692
1310,128.65424945457457
1311,120.6318974703586
1312,113.47362989746729
1313,0.0
1314,9.579718613729767
1315,18.774182389539675
1316,16.837403482898452
1317,20.693066780725985
1318,132.63243545794364
1319,135.46164922756338
1320,139.6609549284151
1321,133.71904435762193
1322,136.24926920570502
1323,129.01067995654773
1324,118.16284500208576
1325,117.22517899666074
1326,110.00775965067419
1327,127.08053128336329
1328,137.75628073672985
1329,135.16816458526543
1330,144.32097197080483
1331,76.85520735070914
1332,129.26305435651625
1333,132.0506455266853
1334,126.95957914203812
1335,120.27222174107085
1336,120.07424393967293
1337,125.51891120308271
1338,0.0
1339,12.088452160462424
1340,2.9384512911945535
1341,6.974635041351235
1342,144.63596205230985
1343,155.23232174233377
1344,164.54959370639304
1345,160.35543260323524
1346,151.355090475255
1347,142.06677481792937
1348,148.10562534739913
1349,146.59757050231912
1350,3.558573494169167
1351,21.63735797248242
1352,14.711465191092515
1353,20.411969061922207
1354,20.056029668022518
1355,3.3918969409363626
1356,127.41070252755534
1357,130.48312957310443
1358,108.66050059832806
1359,47.2146880756129
1360,0.0
1361,0.0
1362,0.0
1363,0.0
1364,0.0
1365,7.618616369208354
1366,0.0
1367,133.49826928510686
1368,130.3492809397376
1369,133.0068895716774
1370,132.82014615435259
1371,130.50801131383622
1372,132.7075049667054
1373,143.39271784582505
1374,142.48189255868868
1375,2.358845412035379
1376,0.0
1377,7.480748950611456
1378,145.0194904788043
1379,138.52463089021126
1380,137.6822739748513
1381,145.1410295667797
1382,129.3610219786688
1383,122.65774007692862
1384,127.1493681514541
1385,8.18253133267308
1386,19.390241203163157
1387,20.209566600741994
1388,29.35342558806937
1389,34.57811887756287
