,stes_soc
970,222574.94411047568
971,222590.48404183984
972,222581.54328265466
973,222604.13592119413
974,222606.64729496426
975,222608.97908477846
976,222562.83994858727
977,222503.3862317553
978,222415.55354144934
979,222301.91311179366
980,222208.89829395773
981,222089.20361636562
982,221983.80349584005
983,221916.57700009193
984,221925.01688009765
985,221958.3556190266
986,222003.62629445433
987,222045.64965566795
988,222089.74035407818
989,222137.7391586496
990,222204.65214116656
991,222220.4084276154
992,222190.8006901277
993,222209.39343498426
994,222211.17334823142
995,222230.7443161071
996,222259.71309945054
997,222303.9371035469
998,222355.2678863766
999,222349.55490569075
1000,222322.81177906677
1001,222277.68802867096
1002,222186.9095049443
1003,222068.6401406882
1004,221957.604478644
1005,221892.53193101048
1006,221823.3723591925
1007,221799.1361002669
1008,221808.55302646355
1009,221836.67220721766
1010,221876.37812990046
1011,221923.05307856284
1012,221968.68235111452
1013,222008.28099663302
1014,222066.66421346663
1015,222056.87627746473
1016,222079.53312925092
1017,222109.77267821794
1018,222073.06493062398
1019,222102.55438697894
1020,222081.8903153394
1021,222056.68710744916
1022,222045.35202105605
1023,222022.58184115044
1024,221949.4564650205
1025,221863.41117862353
1026,221785.7237322691
1027,221684.3537404317
1028,221602.32867140434
1029,221534.95550395647
1030,221482.2309824201
1031,221488.30214248906
1032,221531.01107314593
1033,221591.07017818312
1034,221649.18122271405
1035,221709.69899558235
1036,221769.19134751553
1037,221822.1923509911
1038,221875.08004939742
1039,221925.38627336826
1040,221966.49012744104
1041,221957.13628680524
1042,221897.3716887515
1043,221868.68859306438
1044,221802.85616351696
1045,221769.9923680796
1046,221725.5061755709
1047,221674.6023605469
1048,221627.36011266836
1049,221599.53371558894
1050,221563.83250489816
1051,221465.50577158426
1052,221351.70116761193
1053,221269.94020408415
1054,221214.3750011414
1055,221227.32026426325
1056,221277.74595469152
1057,221333.81757106204
1058,221393.09188657178
1059,221461.32247495634
1060,221523.0958434412
1061,221573.77369074867
1062,221620.82697709132
1063,221665.79634187886
1064,221701.0340259638
1065,221665.13819248846
1066,221600.60063861
1067,221554.28455318586
1068,221493.07526142013
1069,221411.03248021615
1070,221392.25807465072
1071,221348.4697744502
1072,221309.7372635717
1073,221236.87907321766
1074,221132.28301869734
1075,221022.25753892877
1076,220875.77799189428
1077,220761.14876826227
1078,220662.3259142739
1079,220616.38481476024
1080,220625.41227298637
1081,220655.35006588226
1082,220699.00331302892
1083,220746.0883958786
1084,220787.58213556476
1085,220823.81488098082
1086,220863.51571330827
1087,220853.11544880312
1088,220807.78580765962
1089,220824.91716967185
1090,220830.05844368393
1091,220756.70722580902
1092,220739.13188436424
1093,220727.3084911488
1094,220717.8448731219
1095,220671.76266978425
1096,220602.47448634007
1097,220491.4008975484
1098,220348.05228003458
1099,220171.20482834594
1100,219995.48590029796
1101,219820.8882943981
1102,219647.4048551089
1103,219572.58410337532
1104,219576.2487417682
1105,219617.28662167385
1106,219656.03154258672
1107,219716.135908861
1108,219780.8437878481
1109,219841.05149469123
1110,219667.43938717424
1111,219494.93515746814
1112,219332.44242543227
1113,219162.07592509274
1114,218992.79659124257
1115,218824.59748630328
1116,218657.47171696735
1117,218491.41243391586
1118,218326.41283153763
1119,218162.46614765047
1120,217999.56566322397
1121,217837.70470210412
1122,217676.87663073972
1123,217517.07485791048
1124,217358.29283445695
1125,217200.5240530121
1126,217043.7620477346
1127,217019.67102009305
1128,217066.0790172334
1129,217145.50370405376
1130,217230.47739444303
1131,217319.8643825342
1132,217403.82405222062
1133,217485.75508974874
1134,217473.07311973334
1135,217460.39188922552
1136,217301.9715790428
1137,217250.72405358768
1138,217377.57327621934
1139,217545.4207198916
1140,217609.8248570978
1141,217723.80579284678
1142,217786.62910641835
1143,217874.52043045216
1144,217843.38894470004
1145,217682.5246002534
1146,217522.6867858128
1147,217363.86895074171
1148,217206.06458620538
1149,217049.26722490418
1150,217023.6316478286
1151,217051.73189684201
1152,217114.83381142936
1153,217200.02116016668
1154,217277.9479847548
1155,217359.3535664846
1156,217438.4249608144
1157,217516.7762268214
1158,217604.81578355547
1159,217646.37848975472
1160,217692.3202393004
1161,217764.9272798338
1162,217823.84227140603
1163,217899.09995644478
1164,218057.73711217122
1165,218141.04218696474
1166,218183.4674903321
1167,218180.76160627056
1168,218125.21703491855
1169,217962.55424972894
1170,217800.9294710064
1171,217640.33607487925
1172,217480.76747974489
1173,217322.21714600018
1174,217269.26132508367
1175,217256.59197919362
1176,217324.61843284828
1177,217417.51264934093
1178,217514.59418414423
1179,217607.4841311586
1180,217716.51256802084
1181,217820.21600567483
1182,217659.4995356209
1183,217499.8086519363
1184,217341.1368100061
1185,217183.47750697887
1186,217146.95908807075
1187,217012.71766510388
1188,217000.06327871772
1189,216987.4096302307
1190,216974.75671959977
1191,216962.10454678192
1192,216806.86397733292
1193,216652.61405067204
1194,216499.34844517126
1195,216347.06087954302
1196,216195.74511258275
1197,216045.39494291318
1198,215896.00420873013
1199,215883.4149398344
1200,215958.4787202958
1201,216072.03735906875
1202,216191.724994951
1203,216323.52640079227
1204,216453.46203827485
1205,216577.9315774561
1206,216699.6656204255
1207,216546.09976288097
1208,216449.6503470958
1209,216357.75545102882
1210,216345.1392566206
1211,216453.5451865856
1212,216547.8934369643
1213,216602.43253389094
1214,216638.05264375862
1215,216668.64932507311
1216,216656.01500190614
1217,216502.7276937807
1218,216350.4185640196
1219,216199.08137053455
1220,216048.70991107012
1221,215899.29802294963
1222,215750.83958282246
1223,215738.25877872677
1224,215858.1737223071
1225,215988.84564883515
1226,216115.55439894725
1227,216232.7750902678
1228,216356.62687708787
1229,216484.08450095906
1230,216617.50495386234
1231,216464.46339143018
1232,216315.80149049885
1233,216167.36275083624
1234,216154.7576585552
1235,216222.46742182915
1236,216241.82817943985
1237,216274.25467850364
1238,216319.95914962946
1239,216334.20530469
1240,216321.5904835315
1241,216170.4372518171
1242,216020.24858020077
1243,215871.01831349704
1244,215722.74033579874
1245,215575.4085702263
1246,215429.01697867893
1247,215416.45494061513
1248,215546.7771144087
1249,215685.8499433386
1250,215837.92358407975
1251,215984.78433728055
1252,216133.5112754046
1253,216282.93543385484
1254,216138.06457486283
1255,215988.08248429085
1256,215839.05748036766
1257,215690.98345559838
1258,215546.67833808684
1259,215400.47008390658
1260,215255.1948342436
1261,215242.64293204926
1262,215230.09176177802
1263,215086.85643093692
1264,214943.58245648618
1265,214801.22276191745
1266,214659.7715129003
1267,214519.22291233522
1268,214379.5712001159
1269,214240.81065289324
1270,214102.93558384085
1271,214090.45087187356
1272,214238.26903000142
1273,214370.34801814932
1274,214520.5422371304
1275,214670.06167867073
1276,214813.399833741
1277,214962.7574445127
1278,214821.87415616636
1279,214680.29112358997
1280,214539.61158042127
1281,214399.82976118758
1282,214260.93993720762
1283,214122.93641635677
1284,213985.8135428338
1285,213973.33566045502
1286,213960.8585056831
1287,213824.76990634436
1288,213689.5497345691
1289,213555.19244862613
1290,213421.692542148
1291,213289.04454390515
1292,213157.2430175819
1293,213026.28256155347
1294,212896.15780866472
1295,212883.74346599382
1296,213007.39959571167
1297,213139.15333753073
1298,213279.8501962311
1299,213419.22110406606
1300,213560.22946498875
1301,213709.70573668016
1302,213697.24395462443
1303,213684.78289923674
1304,213672.3225704747
1305,213659.86296829596
1306,213761.18730647487
1307,213850.00446569597
1308,213953.62136785116
1309,214065.64445986945
1310,214200.3243973776
1311,214315.61287210483
1312,214414.66820538117
1313,214280.8549917507
1314,214142.72438617435
1315,214005.47523889667
1316,213869.10192503294
1317,213733.59885559275
1318,213786.56859212136
1319,213882.273963157
1320,214027.94856873484
1321,214179.4971712399
1322,214328.5320140846
1323,214484.72436980688
1324,214651.646974288
1325,214819.48813456917
1326,214994.46475289488
1327,215135.7087558896
1328,215246.9705377013
1329,215397.01342790455
1330,215537.986289536
1331,215745.7420377703
1332,215901.60190287235
1333,216054.69296425802
1334,216212.81525436026
1335,216335.21940209594
1336,216415.5660709849
1337,216402.94650553958
1338,216260.95994432783
1339,216110.19361667216
1340,215960.38938014844
1341,215811.54109532642
1342,215798.9567516207
1343,215863.82739840623
1344,215976.56625096113
1345,216101.63120184036
1346,216235.599198673
1347,216378.7548161011
1348,216515.92362385377
1349,216654.57740735295
1350,216501.29927300647
1351,216348.99925848338
1352,216197.6711220689
1353,216047.3086618788
1354,215897.90571560524
1355,215749.45616026403
1356,215736.8754368381
1357,215724.29544701587
1358,215711.71619075458
1359,215645.1225975413
1360,215534.71318866164
1361,215411.20712399457
1362,215276.15117540662
1363,215142.67683122214
1364,215003.43443943906
