,0,1,2,3,4
0,1.9293580250257159,1.9293580250257159,1.520345217373301,2.3172095734541727,1.496023012251632
1,1.9324417752087417,1.9324417752087417,1.6788595658821839,2.1675165583549685,1.3402512504263058
2,3.6447982805294177,3.6447982805294177,3.0063411583072432,3.3387844623434964,2.6352143608159304
3,4.529861605390479,4.529861605390479,2.837566774431828,4.172370578337615,2.211150233634006
4,2.841037624853656,2.841037624853656,3.098369107237632,2.894517020908097,2.453647624173314
5,3.529373879960884,3.529373879960884,3.6320064897150734,2.1420604880439473,2.6128869153316527
6,3.2268614872209,3.2268614872209,3.697147560593767,2.321148961755067,2.914600762957154
7,3.0868910830606686,3.0868910830606686,3.9285353284057947,2.951438392321139,2.7097269291921484
8,3.46151577602633,3.46151577602633,3.212554352626733,3.4972169886156967,2.090230533011073
9,4.4591298217053845,4.4591298217053845,2.9755483646766656,3.7463020845937978,2.2530040293349742
10,1.6024387729730547,1.6024387729730547,1.6567833519698263,2.736920001274933,1.387990318945542
11,1.788617341795557,1.788617341795557,1.8539624003853437,2.521452952562467,1.2986972316214915
