,resistive_heating,stes_heating,stes_hp_direct
0,0.0,23.135102808456534,137.62989407480686
1,0.0,17.842023785189323,137.62989407480686
2,0.0,19.75326804704119,137.62989407480686
3,0.0,16.23263402602211,137.62989407480686
4,0.0,13.289460680870915,137.62989407480686
5,0.0,13.958003818713877,137.62989407480686
6,0.0,4.22332642715665,137.62989407480686
7,0.0,4.885244106494639,137.62989407480686
8,0.0,3.70217987099474,137.62989407480686
9,0.0,0.0,132.5808488436582
10,0.0,0.0,134.69155052908778
11,0.0,17.10488391912071,137.62989407480686
12,0.0,19.250630932852996,137.62989407480686
13,0.0,32.45918595394121,137.62989407480686
14,0.0,27.923517698443447,137.62989407480686
15,0.0,8.546382670402863,137.62989407480686
16,0.0,5.286485798434313,137.62989407480686
17,0.0,21.933909066382736,137.62989407480686
18,0.0,26.298550787496335,137.62989407480686
19,0.0,20.875265739645666,137.62989407480686
20,0.0,15.924874149650236,137.62989407480686
21,0.0,19.072154827748843,137.62989407480686
22,0.0,9.295914526720935,137.62989407480686
23,0.0,3.5395710457675302,137.62989407480686
24,0.0,1.6024301970709016,137.62989407480686
25,0.0,0.3510939445891097,137.62989407480686
26,0.0,0.0,134.21194699907372
27,0.0,0.0,137.3324233234587
28,0.0,0.0,133.2925634492493
29,0.0,11.377622421441743,137.62989407480686
30,0.0,6.750373556926348,137.62989407480686
31,0.0,2.7252969962479194,137.62989407480686
32,0.0,0.0,125.55230310405086
33,0.0,0.0,137.313404100539
34,0.0,8.967716951167546,137.62989407480686
35,0.0,12.85660492074504,137.62989407480686
36,0.0,15.275712532986857,137.62989407480686
37,0.0,19.880204249458924,137.62989407480686
38,0.0,5.983629680547721,137.62989407480686
39,0.0,10.777892892243981,137.62989407480686
40,0.0,13.74623046852841,137.62989407480686
41,0.0,10.949053631806777,137.62989407480686
42,0.0,21.62941451149484,137.62989407480686
43,0.0,23.742636692982583,137.62989407480686
44,0.0,16.364330068404424,137.62989407480686
45,0.0,10.861018732220202,137.62989407480686
46,0.0,4.616624987227425,137.62989407480686
47,0.0,19.66037130271351,137.62989407480686
48,0.0,1.7118105687101206,137.62989407480686
49,0.0,0.05756183691988781,137.62989407480686
50,0.0,11.247271486241543,137.62989407480686
51,0.0,5.137167002825151,137.62989407480686
52,0.0,0.0,137.59708667539297
53,0.0,13.884961055246121,137.62989407480686
54,0.0,14.285158209361837,137.62989407480686
55,0.0,8.846177453464463,137.62989407480686
56,0.0,0.7268588499497639,137.62989407480686
57,0.0,5.356946433945125,137.62989407480686
58,0.0,16.696859765593075,137.62989407480686
59,0.0,20.5976783024293,137.62989407480686
60,0.0,22.281518578626073,137.62989407480686
61,0.0,14.66452867129155,137.62989407480686
62,0.0,13.514017550977883,137.62989407480686
63,0.0,27.90207638068651,137.62989407480686
64,0.0,53.05420121231762,137.62989407480686
65,0.0,57.918197094899995,137.62989407480686
