,el_demand
472,89.7423299519354
473,102.93452731485347
474,110.49803978075924
475,103.88298079152366
476,98.5702003923344
477,90.55801702665786
478,95.93745116706195
479,77.46071472259469
480,50.37220696615274
481,38.33356956182872
482,33.32158058092544
483,30.393570147892653
484,32.776165556805175
485,40.176379465383135
486,46.41663674501247
487,60.31283699030804
488,73.26403513699772
489,71.582993941004
490,70.38394548225466
491,72.4419543384726
492,70.89493350729921
493,70.21680151798365
494,77.0052361128771
495,82.40811180417542
496,86.04764413746489
497,103.72999659112438
498,100.29002790418446
499,114.63622770977568
500,110.86244408182665
501,99.03340693398242
502,102.6325454034851
503,82.3764258112929
504,57.099810838222126
505,41.172305336584984
506,37.680148155921366
507,33.21201871367191
508,33.97076911441101
509,41.60788706875094
510,47.6822330912669
511,69.19928298679937
512,78.64202277289583
513,74.94214530108245
514,83.03113827324505
515,86.6406459792432
516,71.72224940292497
517,68.55434381579526
518,72.1781646380215
519,82.25845516015707
520,95.40934510910665
521,103.89600473466578
522,95.1279607529543
523,103.34404834530743
524,102.20735613190678
525,91.9418899502841
526,86.62910334448921
527,72.53433140478478
528,51.51649416684861
529,38.95247348129296
530,32.79060254094245
531,30.56974404064075
532,29.438280406602612
533,30.531503271922848
534,27.713731240589045
535,39.39686329196362
536,56.470873670874006
537,74.92523374425438
538,76.24646383949172
539,86.43904644943413
540,88.12959546703219
541,86.37152383203902
542,82.82461607582725
543,85.63740367804893
544,77.96329070423008
545,90.58382299235993
546,92.27045694338662
547,92.06842694119966
548,86.41217024907515
549,79.35920710600355
550,71.67462152068312
551,59.40179014270785
552,52.989844223440876
553,37.609708142273895
554,30.88436390957518
555,28.4567577286203
556,28.799140482830023
557,30.39786890408725
558,27.5798126313918
559,37.79804863872636
560,52.051424710488995
561,65.46603066365537
562,73.37618565510269
563,86.59043605770646
564,87.2310012520133
565,80.11559871710732
566,83.95714025669172
567,82.8076068894566
568,77.14478882813208
569,89.93089245733799
570,92.3475400797988
571,97.97332459583973
572,92.15335887657129
573,92.6273669700815
574,83.46065318035531
575,67.62293279330959
576,45.101717329363126
577,35.37187327791626
578,30.02900950510451
579,28.69125076572363
580,30.597304722571035
581,36.36374434661869
582,43.72802494742345
583,60.55507679463876
584,67.81870093317107
585,66.82329416652746
586,70.71926960125121
587,68.52765854710916
588,63.093703369728004
589,60.636323010068736
590,64.13299514291545
591,72.94384276421314
592,82.14407244392521
593,86.39876188731678
594,89.38501686489369
595,96.18390962799663
596,98.8623813956528
597,84.98494539260435
598,78.40051920750875
599,63.17791832716322
600,39.18569554462233
601,28.82684896498479
602,23.941893998162012
603,23.03670281916353
604,23.74505897339033
605,28.51781200848883
606,36.970089495097774
607,51.481910607371226
608,64.33467590835868
609,64.89106821894505
610,67.21614697518086
611,67.42312457546429
612,64.61996511650123
613,59.66021112916543
614,60.83262636528725
615,64.37850731555261
616,78.89502976936356
617,81.76779594768763
618,90.70957015625204
619,91.98392678926037
620,96.98202094046903
621,92.8282626372469
622,84.53183304322003
623,67.06756500120055
624,45.07694962172555
625,32.04865910377015
626,27.192588300619942
627,25.90639014315824
628,27.274088690584357
629,32.90085352777977
630,43.06021881800441
631,55.612679426288594
632,68.23507125114627
633,66.71369716478036
634,70.61285305818654
635,69.9053028934885
636,63.91809265463583
637,62.52486875412245
638,64.10447589731193
639,69.21591201455699
640,81.99106771492258
641,98.12571851047664
642,98.67241018877478
643,92.73659741964002
644,95.29490918986286
645,85.38763405215394
646,79.52353891940074
647,66.61103515742913
648,43.118330304211966
649,32.633573770968994
650,27.48169039720015
651,24.78986966725428
652,25.826804952361613
653,32.53165686344997
654,40.37794668544963
655,52.79869202813839
656,64.14832964285111
657,64.22182864535567
658,64.65524795879892
659,66.85378613990333
660,62.402758259692845
661,63.26670606631114
662,63.26778662983856
663,68.94565040037817
664,79.20289330549646
665,92.0736206747231
666,92.07159848759828
667,94.9498212041696
668,99.90484448434403
669,89.91479035364083
670,86.06992657758727
671,64.88002136448135
672,41.06252941326208
673,28.945707667567447
674,26.44849988649366
675,24.932193106464602
676,26.010767023332136
677,32.511669558085856
678,43.25878509664789
679,51.6743885453955
680,63.6104396975013
681,66.68374399808344
682,69.41493663441166
683,66.70667122175979
684,63.831453540042354
685,60.00965582263321
686,60.8818010293403
687,70.69592688473854
688,82.38717761685467
689,94.37542132004049
690,90.8990770635433
691,91.6013878240185
692,91.13325334541776
693,82.62776417411267
694,78.70199315255017
695,64.89130517559634
696,52.76134581935173
697,37.83255276185001
698,31.486712365401893
699,27.56874086170339
700,26.28379865674612
701,26.826949540672818
702,26.685309344405052
703,35.877279165111815
704,53.95859246860268
705,73.11971580007571
706,83.00780986663761
707,88.52495817286663
708,88.24285349874653
709,77.10095317472529
710,77.9923579051662
711,77.84713439624764
712,76.09844396680612
713,84.67620227888554
714,91.0120659537981
715,97.82041667962662
716,87.57296509787173
717,85.53153622634505
718,77.20133378383301
719,58.09981099481591
720,46.584917767556945
721,36.40593784691316
722,29.533177593893225
723,26.642844817810648
724,26.414999774823112
725,27.765030059770048
726,26.227200678152954
727,35.90945894608787
728,51.15565283442134
729,70.82294484652215
730,82.03752186178396
731,87.66373442965899
732,94.56437318953398
733,86.82610797393397
734,81.36511656361996
735,81.25639703217489
736,79.8828552380313
737,86.60893878710424
738,100.64818802338662
739,102.2567189026097
740,96.31915440319882
741,88.62979720625927
742,79.58940564306168
743,65.7203359991884
744,43.23951118624813
745,30.312596208546157
746,27.369468328717623
747,27.007847273666155
748,29.20459009495664
749,35.56209925963852
750,45.697231495297295
751,58.30410422831205
752,70.29659902568248
753,68.93012293368501
754,72.30555857240277
755,72.63533405979305
756,70.42831897178698
757,69.38000992575064
758,68.06299767816733
759,76.49448795702965
760,92.70861947345554
761,92.04970767673188
762,98.51045375375188
763,99.20806477412178
764,95.70919271698253
765,94.21763338048468
766,87.83199464213459
767,70.89071568716479
768,48.579103133843866
769,34.652635579919234
770,31.18403467557125
771,29.0831837478541
772,29.823121679928065
773,36.53679213170705
774,45.57721059991571
775,58.74368458221618
776,69.61883690925664
777,69.59204850917652
778,68.53045018555022
779,72.71670723167817
780,71.11644422621268
781,65.75947667567937
782,68.86831967635186
783,80.94736096812414
784,87.71158603194121
785,97.8354911112712
786,104.09698656441736
787,103.96581312141026
788,102.7995871663915
789,100.68179003733539
790,86.69634798336004
791,69.91613265055467
792,47.71810977604816
793,35.25999828501063
794,30.406410211360875
795,28.342489764143213
796,29.363498990959904
797,36.7528831167747
798,45.588184950413485
799,59.80429415995504
800,73.76136431246442
801,69.45187990386077
802,69.85087452967359
803,70.89365940342178
804,66.28278474480598
805,65.31537436592801
806,63.99345560035882
807,74.09467589421027
808,80.52658216968256
809,93.6758972471723
810,99.93879328079714
811,101.80135164956002
812,99.72017082146813
813,96.2910474433549
814,90.74716400275531
815,76.23062203587142
816,48.75475284852031
817,35.998985731169974
818,31.341382078625745
819,29.749221639946825
820,31.20158165068217
821,36.699564551457435
822,47.06902443936237
823,59.221001402523406
824,70.7331305360214
825,69.31605894108822
826,70.1110339807031
827,71.57570859178279
828,62.746849929624425
829,61.63551175074933
830,62.832002226081585
831,73.45456622210266
832,78.95213290051126
833,87.47894396427893
834,99.26592670711324
835,100.29880468665628
836,103.26999784384178
837,96.67703420188984
838,89.23144043749171
839,71.14920996325131
840,47.53797832970944
841,35.43600074180609
842,30.785832130328448
843,27.36424753782518
844,29.12407881107655
845,36.020041375277515
846,44.81481516792589
847,61.03458497022099
848,71.21329961568784
849,70.43741653006171
850,70.76988340567654
851,69.64294888773104
852,64.26437150755153
853,64.79621264528124
854,65.26636202633051
855,72.89287077397569
856,82.92593960312448
857,95.06973686478186
858,98.88201080310859
859,102.58519629041908
860,96.47513593857659
861,94.2762363736902
862,88.03633063040337
863,69.40252043508191
864,53.86922737053691
865,40.99479857172738
866,34.572741411890824
867,31.362892483658392
868,29.612605113900834
869,30.89310442032469
870,30.290263771739546
871,40.69247337204069
872,60.26012486807335
873,81.79793566485242
874,89.15417597191303
875,92.34237563671769
876,91.61134664347698
877,84.06966237589236
878,83.55508765117366
879,83.2910353384345
880,82.829588143985
881,91.79609594933082
882,94.38513652527521
883,98.23010370022706
884,94.28715950576346
885,87.41692807019
886,77.3299163291268
887,64.93120541493157
888,51.75102649467519
889,38.68575480859008
890,33.32523600395102
891,29.850047044470916
892,29.04686020266508
893,30.215316797983583
894,28.77493559856273
895,39.17932964268746
896,58.143312023656016
897,75.28384444535635
898,82.0125942185306
899,86.47389691954912
900,84.9024451564655
901,87.37165715663343
902,85.77322098224556
903,75.92772277113393
904,81.00078740602324
905,92.50812077786604
906,94.73962893473029
907,98.97558881161792
908,99.22616846051375
909,99.82126235526569
910,89.64127679970528
911,67.70363807572014
912,47.343573190247156
913,32.62150056463429
914,28.842609745561152
915,27.472939229616557
916,28.418883972814438
917,35.794774628697546
918,42.85252370345064
919,60.18471206945355
920,71.6179640470386
921,69.05343388874616
922,72.22968819010524
923,71.90825050282633
924,70.80382125231148
925,65.86387366598336
926,65.80099880810403
927,79.10357297836877
928,85.01245228532619
929,90.90464405900455
930,99.07154134625225
931,105.44856811199094
932,97.92806769621687
933,95.27896223609069
934,88.76159410472353
935,72.63123620005119
936,49.38754133190355
937,36.792869171554706
938,31.877248103089084
939,29.72580870827634
940,30.432570148852292
941,36.53799298817216
942,46.05190433555587
943,62.25776950825727
944,68.9975667900978
945,71.45972021685941
946,73.8035882084158
947,73.51668775008218
948,70.81295693744421
949,68.22770730996875
950,65.59981658990158
951,73.1206382803191
952,86.48747386130533
953,90.27964133091587
954,103.341462544415
955,106.04860138673736
956,108.02019610898684
957,90.67868114614787
958,83.46135670974328
959,69.7916344762066
960,46.33945761812187
961,32.99813535833672
962,29.40901521035049
963,27.61366539300957
964,28.014527807046175
965,34.72212274090875
966,43.74387782704033
967,58.338589840058745
968,70.2698814311944
969,71.12523512554273
970,72.7437615422201
971,71.61620481541445
972,69.26678971710501
973,62.22593886641971
974,66.02647670536334
975,72.6675579979636
976,84.84108111375207
977,89.39852803748576
978,94.78882115633262
979,99.42256889614926
980,95.86192459577772
981,97.07386837999394
982,91.95040231768051
983,75.23444869042021
984,49.54489935712617
985,35.4331961643589
986,30.392620950431613
987,29.09817205869225
988,30.404866656050327
989,36.08804561158967
990,44.03710302441726
991,58.69452295419733
992,72.51509977908393
993,72.73690751850611
994,78.22034445354716
995,74.24521154277394
996,69.76110718386968
997,65.36312735831342
998,62.860643323215164
999,74.19202033210458
1000,81.23466139686346
1001,86.70104520799552
1002,95.58761223410514
1003,99.99835520051694
1004,98.63613848831994
1005,86.87784557836744
1006,85.38539373343046
1007,68.14772270785916
1008,48.673900362556566
1009,35.145055373139606
1010,30.212491339489237
1011,27.30125022887559
1012,28.49776092201276
1013,35.37090606190492
1014,44.10155291090125
1015,60.3874469141904
1016,70.43629556481022
1017,67.88243955721721
1018,71.4338177241613
1019,67.81620241557461
1020,68.79561184816916
1021,71.88266692258973
1022,70.62526097259752
1023,81.15436722045266
1024,92.24748124024616
1025,96.26736484856066
1026,93.6637581112932
1027,97.7355518348535
1028,93.89180259584627
1029,87.85633892043275
1030,82.66106070981915
1031,64.06351420725451
1032,51.27941087000302
1033,37.50725772910109
1034,32.014057369413884
1035,28.507518877233096
1036,27.971304696170552
1037,29.116891205431273
1038,27.745563438602634
1039,37.28412862804162
1040,55.36985817793679
1041,75.38822527810648
1042,87.36463928893387
1043,90.85095357356943
1044,89.60802324038835
1045,83.8742397593948
1046,83.53884203634209
1047,85.52673210135225
1048,84.04106146581942
1049,80.71973843431728
1050,81.98266358470767
1051,93.41604896420307
1052,96.73196742778109
1053,87.3124956046171
1054,79.39507235682498
1055,59.62213344563425
1056,49.24974346226993
1057,37.56657389765471
1058,30.722926192602472
1059,26.719157770920493
1060,26.57073225954936
1061,28.153773607465894
1062,27.478585878151957
1063,37.39838608348439
1064,54.98808416931669
1065,77.15404127599538
1066,85.97013095452972
1067,88.06182066142473
1068,94.16667411713658
1069,88.67644651722152
1070,77.17132583244667
1071,82.16855057328488
1072,80.21687795476153
1073,86.74359825858932
1074,90.99748849251331
1075,93.36388861128036
1076,99.7676356231719
1077,90.95054083776336
1078,84.57507998634874
1079,66.58735346972176
1080,48.481433817513114
1081,34.54834947511312
1082,29.738107025801455
1083,28.16117894427269
1084,30.165130912900292
1085,37.008439298272194
1086,48.0167218444166
1087,62.38063689921132
1088,74.771347190137
1089,74.01730263887157
1090,77.15611168857951
1091,76.23778469692905
1092,69.76217189428844
1093,70.74699449009617
1094,70.75951247258541
1095,80.59491511980424
1096,90.08802906075513
1097,101.05906894711228
1098,107.43124574780369
1099,114.31701777629503
1100,112.02726589448257
1101,101.82603800263927
1102,96.77002948406204
1103,80.73532604828357
1104,54.280668997087226
1105,39.19776207321425
1106,35.82805903980461
1107,31.176538478880868
1108,32.60209151141399
1109,39.82027442476948
1110,47.592332927777264
1111,66.22899632550181
1112,76.7054352548881
1113,78.10515533476892
1114,75.16911567855325
1115,72.52323523086659
1116,70.57930317600007
1117,72.30515837355075
1118,71.29359693920142
1119,81.4040553178876
1120,93.82783386393554
1121,99.84100004862262
1122,106.40164730677542
1123,109.85348604698264
1124,103.97887155661238
1125,93.89110576855407
1126,95.20159782951757
1127,77.52111692822402
1128,52.596798302016545
1129,37.65646367183172
1130,32.85419595419582
1131,30.171077433570957
1132,32.571202590024726
1133,38.91802448402515
1134,46.884704877616834
1135,67.10117115692343
1136,80.54333533845052
1137,76.24996997764586
1138,79.29455844784577
1139,70.97904279553266
1140,70.45342491261268
1141,70.21611144051033
1142,76.43814037434622
1143,80.1940634028031
1144,88.76492264726966
1145,97.42484449684926
1146,102.09846606715227
1147,107.53864366928941
1148,101.69903204800556
1149,92.2443465510335
1150,85.81796889198293
1151,67.58851909791376
1152,49.712582659554066
1153,35.995205988197526
1154,33.19636080864939
1155,30.896846858536488
1156,32.803876656589225
1157,39.26013167354979
1158,47.4696181722734
1159,61.57431335325801
1160,73.58128725762167
1161,70.76183833880569
1162,75.38276246080265
1163,68.02300377538076
1164,66.77834713497337
1165,65.32845687326065
1166,69.70737157919537
1167,79.50718943123272
1168,93.80731588644964
1169,93.32907270224668
1170,107.2352395039812
1171,108.57155842661471
1172,108.60520601908273
1173,104.26552633073659
1174,92.42352125117884
1175,73.34105063308384
1176,50.21440851179871
1177,35.77627736088626
1178,31.87136335363693
1179,31.198154467847406
1180,30.41513065079529
1181,37.40976542673509
1182,45.63317874942288
1183,63.258259996214726
1184,79.95318397380248
1185,75.41326920422092
1186,78.63547735341827
1187,74.7061322378937
1188,75.91914135161925
1189,75.17056393760045
1190,73.58581832185376
1191,81.28236634295708
1192,88.58515729379762
1193,98.7908271359049
1194,111.25251941201093
1195,107.61872717378112
1196,107.58995199170388
1197,98.8200236902924
1198,88.28798065980078
1199,70.22243138235625
1200,58.18864362197076
1201,43.290964546827034
1202,36.58255940504162
1203,30.578740366478726
1204,30.152889062348354
1205,32.449230951370396
1206,30.314434811929804
1207,40.83616169956096
1208,59.71497248066103
1209,75.17190087978541
1210,84.79072784560128
1211,84.8475733584943
1212,83.93160694057815
1213,80.99621283982728
1214,84.59988832753378
1215,83.09381243173036
1216,88.60556340003723
1217,90.21833000278927
1218,90.2931494332633
1219,101.24202144752537
1220,96.1328042624039
1221,84.39753586069976
1222,78.81143519650166
1223,66.09626814195633
1224,52.80931593889942
1225,42.927205756344385
1226,37.48769392782199
1227,36.11125939702592
1228,33.354240044010595
1229,33.74679465282492
1230,29.948361628841866
1231,38.960012079438656
1232,54.76721221426951
1233,69.40352920543441
1234,79.30280485047142
1235,82.1206577131478
1236,87.95569765213715
1237,85.26903043598983
1238,81.69822296852175
1239,86.18280337352024
1240,86.82799841090096
1241,100.80443571876117
1242,93.12820565541378
1243,99.02737743738439
1244,92.85429731158455
1245,84.187966829266
1246,86.76034311984347
1247,66.4194798648646
1248,47.22161630475114
1249,34.668624269266864
1250,28.408948903716006
1251,27.903363182822726
1252,28.611048665054952
1253,33.82207174671091
1254,40.17374780355262
1255,57.15493936813787
1256,63.17928808422415
1257,63.78307932765837
1258,68.58401288309778
1259,65.68964103778389
1260,59.49394200819564
1261,68.19258368468046
1262,64.45588614914759
1263,69.6652221036839
1264,82.84748600467562
1265,92.22079455487324
1266,96.7109753215664
1267,94.84647812986645
1268,92.44519533294611
1269,85.52177676460914
1270,84.91990059307237
1271,67.07063437108904
1272,44.223511440409645
1273,37.30106654359949
1274,29.517059055802143
1275,27.715312231132444
1276,30.33039532891435
1277,34.111096335849034
1278,39.36439957159694
1279,54.860705166374515
1280,61.61100052817714
1281,61.74651730634092
1282,64.49895569658787
1283,64.47994117932315
1284,64.54427108934563
1285,58.83656752511549
1286,61.83829523194751
1287,72.37573620993506
1288,79.10513692826432
1289,80.19939910170875
1290,84.81932885152206
1291,97.66985522805733
1292,98.25708890639834
1293,86.90053284894529
1294,81.22709024315093
1295,66.13800032059746
1296,46.717394514972604
1297,34.71803578450711
1298,29.590247571936654
1299,28.382190411786326
1300,29.941392478532325
1301,33.12614319549453
1302,38.248647088373296
1303,52.89117132813727
1304,62.52014162467074
1305,62.6818532954499
1306,64.89787581854954
1307,67.13377997149178
1308,64.82000291588133
1309,65.19461949497307
1310,60.64675054542543
1311,66.75110252964133
1312,71.11737010253272
1313,80.40843582545513
1314,90.30505745479658
1315,96.25841773891568
1316,96.45949558815528
1317,90.68664137324497
1318,80.25956454205632
1319,64.9263507724366
1320,46.70004507158487
1321,35.227955642378085
1322,32.457730794294974
1323,28.936320043452298
1324,27.834154997914254
1325,32.67182100333921
1326,36.96424034932584
1327,52.363468716636774
1328,66.63771926327007
1329,62.98583541473453
1330,68.03002802919524
1331,61.7712359689207
1332,59.24794564348372
1333,59.85435447331472
1334,61.791420857961924
1335,66.37077825892919
1336,75.56375606032708
1337,86.00208879691725
1338,86.44595228428153
1339,99.62871894931605
1340,92.07874654431765
1341,86.02655898345857
1342,81.52503794769015
1343,68.67867825766625
1344,49.45440629360697
1345,37.28656739676474
1346,31.537909524745093
1347,27.559225182070648
1348,29.61337465260083
1349,34.59442949768087
1350,42.20934230695821
1351,57.32332894830003
1352,65.8888618425852
1353,65.96490620192635
1354,71.65834081764518
1355,68.48595438450084
1356,70.26629747244459
1357,72.4168704268956
1358,66.61749940167196
1359,72.69299707248197
1360,75.93426405463975
1361,85.62488186719811
