,th_demand
355,236.0865723640213
356,228.72781251362238
357,230.63088877653576
358,213.65089245597946
359,208.5885152845849
360,214.98070993821568
361,218.0774094435064
362,212.98056900147841
363,206.82899478355023
364,200.43964891692775
365,206.021093452109
366,219.52508146029746
367,207.14986661958358
368,196.20772068917498
369,204.38429165997113
370,214.97008103047344
371,211.05138912000837
372,221.61168964625742
373,224.74335670850226
374,218.86377372818885
375,208.57799067305692
376,218.03123720777978
377,224.85015418767054
378,226.86414035922454
379,231.05244266127437
380,241.63686152814287
381,235.0227226889226
382,219.95276903804566
383,228.38507368263308
384,226.28137952682215
385,217.36635871975963
386,216.08743771974355
387,210.1629473050869
388,201.2620831066086
389,205.93168271540145
390,201.90025548255943
391,200.12609921055244
392,187.02490447779627
393,199.03115345946412
394,200.6509776979584
395,211.3588692247426
396,226.20563339206547
397,219.21671558661333
398,220.91013788236666
399,214.27242590637914
400,212.02291343661037
401,225.66601877273314
402,248.2707955907814
403,244.74422440314632
404,240.61143017697074
405,240.76478032232635
406,224.47918192634774
407,235.82909932430746
408,216.21615697954462
409,223.2818773604492
410,223.54057811641533
411,216.75799248447035
412,200.9944058499666
413,201.6291246940851
414,191.89423749315512
415,203.09907245042015
416,212.98435189776114
417,205.59755443885138
418,215.94510403963164
419,208.4288903676302
420,211.38870461831397
421,213.5148789915913
422,206.62017790080665
423,193.0342665932485
424,196.2206113601922
425,194.0085116444618
426,193.4172661867081
427,189.5905391133493
428,186.55232556660584
429,185.15618243483976
430,182.8939759703046
431,184.73923022845557
432,193.99435927045187
433,198.9676739638896
434,188.20590673471264
435,191.27328431632012
436,180.001221624478
437,179.9619959626162
438,173.50309484478367
439,180.03376311499292
440,185.2930186550931
441,202.34546153431805
442,198.64853277521635
443,188.43755259536132
444,183.18509082559171
445,183.40379965516027
446,175.42453644223806
447,168.70633643410332
448,167.07002146516834
449,173.50684153643775
450,189.23342213415685
451,186.1773145070905
452,168.5477665136122
453,170.67814804378492
454,170.80565647966532
455,177.35683785549355
456,195.20353242609067
457,198.7478633436287
458,179.61381635081278
459,174.28711390980067
460,171.5047455743981
461,170.2515753142875
462,156.94519371117485
463,166.4571277865122
464,175.45902319941746
465,191.2244104712449
466,184.39653775446038
467,186.1590834645806
468,188.2927598975004
469,195.06858122994768
470,172.34473526512386
471,172.31604276926095
472,166.6346058098542
473,170.47103802375128
474,174.95649295723013
475,161.08518521729312
476,154.186492949401
477,159.28698432200278
478,162.1697051588469
479,174.43339965837353
480,170.16258106002545
481,170.8155350520771
482,155.66605494084283
483,157.18634517735165
484,155.77150587336465
485,150.4003185270529
486,148.77940944587922
487,138.57404382336338
488,162.41675977283424
489,160.290250160836
490,160.89778868540674
491,162.920899883881
492,155.35669055932465
493,161.41323936309524
494,158.4730070851584
495,146.9960044189758
496,143.58481286001762
497,152.81426921557502
498,152.91204097010407
499,165.8256744709378
500,157.8915620194956
501,151.16603908394347
502,157.6260244434152
503,158.7471378311726
504,159.1780052411102
505,148.10939410866698
506,147.1657235897035
507,144.55951850489006
508,147.92615569161
509,136.7168818560553
510,134.79951459970522
511,146.1106173652071
512,158.35162786301495
513,160.36808311972607
514,156.8308177174206
515,161.15081839896882
516,147.84813710923825
517,145.32047025807933
518,146.7445073024941
519,144.27367684761722
520,147.9049761387651
521,149.62105580366278
522,145.45789822580562
523,140.42420571577745
524,138.0989319231063
525,138.46650366347092
526,131.8200568994908
527,135.01864742457286
528,124.7643648084595
529,128.3350528516809
530,127.51158362796221
531,138.61386859454979
532,133.21783617652278
533,127.87427094228514
534,127.50616359385667
535,122.83392862656375
536,116.4191559423345
537,121.55088621434648
538,131.03548591281114
539,137.7846078209924
540,131.15034628849565
541,133.9158123896699
542,135.21754423270062
543,132.56866905944787
544,135.4290266416382
545,133.72436225880867
546,135.97315054014544
547,140.57134285525643
548,138.01797917336557
549,137.98740499368165
550,131.32256798730265
551,134.3706517318718
552,135.11917308166957
553,131.36858264206774
554,136.22633011984823
555,143.62516069024937
556,135.88477211772133
557,134.44004197699746
558,136.37835735033116
559,127.9160408233011
560,125.90745442675919
561,120.43349063857924
562,132.1719755293776
563,145.13370446046588
564,154.197732926248
565,150.59437047705904
566,155.50896637251304
567,145.4104824713699
568,149.2032824643735
569,165.2955837833458
570,161.1455666954359
571,159.50033660809171
572,153.25616706805232
573,163.68691674308016
574,165.75050469353954
575,164.752739887723
576,158.92185925903328
577,165.095071207255
578,158.6678199808182
579,168.24728204576292
580,163.1199561482561
581,159.24416553829758
582,154.80205080945396
583,166.95552473739002
584,167.83752815648512
585,181.34992066990674
586,197.09334985995113
587,182.04501096296417
588,184.286208374042
589,183.95948783976792
590,189.75832636116
591,170.48246374317563
592,175.04877794211808
593,169.9069839825785
594,182.97220502909883
595,190.0460740175674
596,197.20599446834598
597,188.72431828410873
598,181.273548811005
599,174.27641740099685
600,176.36152290381477
601,169.5336875380483
602,165.07342539124886
603,166.16429320805338
604,171.07897566438
605,168.98962152543214
606,162.81502369509457
607,177.22565690408615
608,198.6843952703175
609,218.65141529140863
610,223.99591427412278
611,218.57483995060093
612,205.34253820144642
613,205.95149458083878
614,192.88966447790864
615,176.21309650115518
616,185.6237702376655
617,179.1526929976285
618,213.43946792298527
619,198.31052347356848
620,191.8836628725337
621,208.68460406416062
622,205.82658870959838
623,201.19876376794343
624,219.78967702188493
625,203.9025859650491
626,199.23504509736733
627,195.86601558582015
628,198.26395043765203
629,195.69611384826197
630,189.03237843914366
631,203.0203306659656
632,203.0263733822754
633,215.13524643005985
634,230.3050852483516
635,223.40702750278848
636,218.8338697567377
637,214.33352592767167
638,214.48444009024695
639,185.7628648769104
640,197.67395184550298
641,222.69170986497187
642,213.66687890391432
643,206.89418835262595
644,210.6392343709323
645,212.37224223252912
646,211.68410985302933
647,220.2652870208158
648,215.92878811384037
649,218.11777322499358
650,200.58438662044367
651,198.37362829202686
652,197.33086076806538
653,200.4951105282678
654,189.68787455784002
655,201.7846898339036
656,207.14494950557045
657,221.72702995900812
658,234.86637518131334
659,228.9042499481627
660,217.81230013252102
661,215.4003158063553
662,201.09595772066115
663,192.65588665248043
664,199.32142106736293
665,218.03911990347825
666,220.80422114386866
667,218.30474120398554
668,225.334829014005
669,225.91009613531895
670,222.2512995264746
671,210.98395440561566
672,214.42119352741864
673,208.49097229726635
674,212.66719874761245
675,213.28054615687566
676,204.961487334429
677,206.9278236298742
678,204.35947782810862
679,207.6470574297135
680,219.3450003823829
681,229.67967409118663
682,249.6186147505673
683,238.3457525192866
684,222.69520593673735
685,217.4939972195234
686,215.92959869386172
687,215.72559056676047
688,232.84148236628087
689,227.70511515120978
690,225.4811972244085
691,225.45156285325552
692,226.2543427279835
693,230.53543926035852
694,226.8728920519751
695,233.9334618064184
696,228.88789074741058
697,226.93555919535598
698,224.06864887288808
699,215.78438346097496
700,226.93489108223127
701,223.81001052201609
702,232.23806795101697
703,228.16550218808118
704,214.76164134367355
705,219.51746400129775
706,229.6773522128437
707,240.4969385067081
708,233.6782450104005
709,213.8799811164689
710,211.78614198092492
711,211.9437312084776
712,209.39495367817383
713,225.0085461757356
714,256.0942128779844
715,266.75516961192574
716,251.00204506645008
717,268.9445848236007
718,245.5431606542055
719,230.59010479890756
720,225.02614907260093
721,236.74443761831827
722,218.40023717707726
723,228.2996783417242
724,217.36113421736516
725,221.7382259450724
726,223.3112095841744
727,211.82672216102594
728,200.494615006991
729,208.9846459405129
730,220.32594345034684
731,225.87467793830805
732,227.92370778385194
733,228.41757110756558
734,209.93677569625072
735,199.368564253972
736,198.1608525530616
737,210.35204574370684
738,237.4282492477573
739,246.9621885763886
740,239.3873254995632
741,236.53435958091995
742,233.1507111090726
743,237.10685097073818
744,229.998861300292
745,215.4385067170756
746,219.6471638132209
747,224.4312173587982
748,225.02263389389384
749,214.90740643884087
750,217.01800834284114
751,217.3636389713332
752,232.58755579966126
753,239.97745817448572
754,255.66526131205796
755,250.2207679107621
756,239.64782769274075
757,246.64570650080276
758,241.2094785712057
759,214.8887541401235
760,223.31038530275347
761,223.57964520082334
762,232.24832870229883
763,226.28806302807712
764,217.2080894217304
765,233.17570715610722
766,224.50224646167436
767,228.71347066475445
768,236.22875165369211
769,224.27652890958583
770,223.39233909043065
771,218.18054942152835
772,214.1625937016591
773,207.02636560394342
774,199.1162835031638
775,202.4980069037259
776,209.328055327934
777,224.0745260436269
778,232.51512333321998
779,228.74395418286866
780,228.38297245705485
781,229.98607600389445
782,230.68817846921968
783,214.35411097045449
784,214.45406736007703
785,225.73865323321044
786,222.62240662859128
787,222.52159735293438
788,216.33249284010716
789,233.84813991093128
790,207.9834736338036
791,209.79690884458657
792,213.72018451768335
793,224.15843134713688
794,211.49272155906053
795,206.63103739688137
796,199.32773191514937
797,198.65437219694576
798,191.79425970225776
799,201.38683860828627
800,216.90306231168097
801,218.45143699988793
802,208.45099299746622
803,215.44118675553952
804,222.27538273108482
805,212.0440322205263
806,194.17681176864323
807,188.22858031730897
808,190.0730130730575
809,192.2565972228166
810,213.93598597271009
811,206.11020442126124
812,204.49825720417508
813,217.61111233519526
814,217.92663467060845
815,234.30079298405568
816,233.95511367308376
817,236.1399662229688
818,221.7416419170344
819,222.16618165056087
820,219.3012874453707
821,209.85298850849387
822,209.42778278224952
823,204.31586307592394
824,218.46041302288933
825,232.80166099416596
826,239.73879453531387
827,237.70243202835667
828,214.92277621969225
829,208.65445538801723
830,213.05556071691305
831,214.11639043745035
832,208.6772115239652
833,205.02298699072247
834,228.20410407285758
835,235.76666267509466
836,227.68482625320186
837,240.80781050790742
838,231.7808788883916
839,233.34577372553608
840,244.08199079314335
841,231.02296378373853
842,222.769778133942
843,218.68903129156251
844,217.04361934901038
845,217.91676326453174
846,208.45670734518586
847,214.56619224525065
848,229.7272427253971
849,228.96036573093252
850,228.09120546855547
851,221.01758273518072
852,225.9210355679471
853,224.57988323320365
854,208.6498020758897
855,207.36484469051473
856,199.69336409518232
857,212.18129720687656
858,220.61149417894873
859,206.77995837673507
860,195.01896184638423
861,199.5989837488689
862,202.046122851008
863,205.94078343440853
864,202.8083811882273
865,206.26161754298283
866,198.06129623817097
867,203.72547114572652
868,203.90401163179223
869,199.46695242355926
870,211.0629906947587
871,200.64317436533753
872,196.6597068051505
873,201.4276763676252
874,200.97009386492914
875,199.8521338414566
876,208.9014242562908
877,207.40973807188135
878,197.7676919649655
879,194.54810501599326
880,192.40284748318376
881,204.04392240345513
882,219.2020125821316
883,227.11542088536646
884,215.69895280523065
885,199.5103933284173
886,200.52835423180906
887,205.27801016508025
888,198.13254206123386
889,199.08373787975276
890,196.21524443560293
891,205.10477654211064
892,197.39591851627674
893,192.72669158399702
894,198.49552231998484
895,191.2011872003111
896,183.87811926929552
897,180.0190655480346
898,195.91091014097685
899,189.50861888997193
900,199.74135182962794
901,214.06356789623814
902,204.2639483864544
903,177.7130953068548
904,200.69819560810865
905,213.2365532696704
906,220.02617320074933
907,232.7321028397177
908,225.37427351109977
909,234.66465750878373
910,218.66998475253757
911,221.4393538147601
912,231.82032342189444
913,202.31677077387312
914,193.16012817091556
915,187.1088517955879
916,185.5149279242951
917,189.07301318273787
918,179.47252896542412
919,196.85012148666672
920,206.24782876665637
921,214.50323895759465
922,215.837582661729
923,220.4022603071046
924,209.95720890474016
925,199.7444014948821
926,188.36410112542055
927,194.04476880879008
928,184.42127662727913
929,192.36651446317396
930,208.15636089220817
931,214.66669916022087
932,200.58833040903292
933,213.26449567313537
934,202.42609018031504
935,209.87516768942046
936,214.88317880869621
937,199.73415636200127
938,199.5804534225053
939,204.481428951245
940,195.7528542115621
941,195.5561797577238
942,187.9993937429875
943,196.31078649596134
944,199.90439918792865
945,218.03316704100575
946,224.34005364729327
947,228.69708919545192
948,223.68135605152068
949,212.81490965624968
950,195.40430664140328
951,180.55277597552086
952,196.13479458071535
953,192.766051899014
954,227.0419478812633
955,219.3906837650407
956,232.91889786150645
957,223.55534689296073
958,220.12519191369114
959,219.32039756543696
960,220.11785127730212
961,221.74911665279856
962,226.2264840721592
963,214.19567009477498
964,217.4212715918274
965,208.32460253529797
966,207.88835871427023
967,215.91514845624312
968,225.75438751992596
969,239.8489520917985
970,241.83302458401914
971,231.3606932349722
972,237.2195390750571
973,221.14195497134497
974,223.72461320999543
975,200.04588464964692
976,202.40178212104232
977,200.49093743108477
978,208.8706469691978
979,216.48476561590851
980,214.52151966956077
981,229.46121864444535
982,219.79631611229246
983,233.28447137768222
984,233.48294828731576
985,230.39252274513902
986,221.4212619494822
987,224.09179887132987
988,219.2731161584184
989,201.82618007620155
990,189.9680175908892
991,209.68691856241708
992,224.86098162792652
993,234.79439739141452
994,249.6975962634787
995,251.0745007958576
996,235.14026130053531
997,226.2887752381496
998,202.61093903551688
999,191.68916107190367
1000,189.70971700482443
1001,196.92652817148357
1002,218.03551369682012
1003,233.3012767262385
1004,226.1877554915385
1005,216.97411621990767
1006,222.9489063811117
1007,218.9195064944181
1008,240.90391612236152
1009,238.28224792242398
1010,223.6062666230742
1011,221.35826416472386
1012,213.20366296600218
1013,214.83475448026562
1014,202.96993270762835
1015,213.41616567949544
1016,222.7051397734642
1017,229.52561448447796
1018,235.19083934525034
1019,219.68046664750668
1020,234.9511492043955
1021,221.64299717827618
1022,220.00358956668057
1023,197.38023615225114
1024,198.4331352131851
1025,194.96510694048797
1026,192.66177608839087
1027,207.08516763699032
1028,204.99144928032837
1029,197.3979006244722
1030,201.83342968754118
1031,205.05966742649747
1032,207.28293910557943
1033,205.53260813208675
1034,210.99316399036636
1035,210.76320755444252
1036,202.14843119483723
1037,200.27540504068992
1038,204.23798739291985
1039,209.86679809981126
1040,208.59383416508254
1041,202.79872943483383
1042,211.19252919789585
1043,210.06034782959077
1044,202.38138290026126
1045,208.23842011729334
1046,204.1083017781025
1047,196.0486767592358
1048,202.81687994235543
1049,196.98693026953728
1050,210.25720370356433
1051,219.0287339564301
1052,214.61851673164077
1053,223.13564959958842
1054,218.89718806088163
1055,216.07072813170893
1056,204.12813281866818
1057,213.55529705234628
1058,208.3201006211913
1059,208.36029849465393
1060,203.03679789586744
1061,202.82134820076058
1062,212.75834261782572
1063,210.08276316085093
1064,196.34952980747292
1065,198.65189147733773
1066,223.6477186058638
1067,226.54786279003955
1068,218.81695654065362
1069,224.15661875593148
1070,205.09912793932867
1071,213.62825158934317
1072,220.95754812067324
1073,218.62463224841235
1074,236.36725646675487
1075,237.29884029773
1076,245.09936441903776
1077,249.0309284165291
1078,239.51035603743307
1079,251.44948421949744
1080,241.1015754335418
1081,229.4706930742368
1082,228.47853119353053
1083,223.09533463116588
1084,225.40318554170116
1085,219.6960050595606
1086,216.66717392462405
1087,215.81002920300878
1088,234.32720998266876
1089,245.95211410754015
1090,242.49219694657367
1091,248.04992192947392
1092,236.18693479092636
1093,236.3070641265642
1094,225.02236102137687
1095,209.45315441835083
1096,211.2185894458783
1097,211.34610177536186
1098,223.15996312327763
1099,236.7977857271335
1100,224.7036157476209
1101,227.16432232696684
1102,216.3290710924754
1103,228.78100866446246
1104,228.15635152561023
1105,215.1068352498036
1106,214.51405761796607
1107,203.94150363084333
1108,191.47449287614364
1109,194.28600057847729
1110,185.24860882824902
1111,188.07400779204806
1112,196.62016907451567
1113,214.17929267972585
1114,211.18586380597654
1115,215.74989260654493
1116,204.59012484744028
1117,201.5715674169412
1118,197.35725348558194
1119,182.82906430007068
1120,187.34957457359215
1121,188.638987535495
1122,190.7186834998109
1123,200.8724938339307
1124,189.279904963938
1125,201.06141556345887
1126,190.7577117278085
1127,191.44448063745085
1128,190.66729118897788
1129,183.2808333117899
1130,182.1494618120116
1131,172.84757874440356
1132,177.70912370594777
1133,173.505680376901
1134,168.94792017229446
1135,186.23132052775318
1136,197.71263660753274
1137,214.61549587646536
1138,214.18562001492737
1139,197.98603556130254
1140,210.97336724480488
1141,201.52569441734326
1142,195.01447842673153
1143,189.8708829126246
1144,180.5347688914863
1145,183.86975174644797
1146,185.84375384973205
1147,180.81003264855661
1148,179.08842022923818
1149,173.79746688984608
1150,183.49038653294318
1151,181.36943332741177
1152,190.83023438994246
1153,186.53591575795252
1154,187.37380594406034
1155,188.02711201286442
1156,190.57617176845181
1157,185.03075367268198
1158,168.85272266307683
1159,170.88599186942335
1160,186.7567829835409
1161,204.1391077893662
1162,206.90494098243758
1163,187.09310545793042
1164,184.18516358979377
1165,178.7489953688887
1166,184.10550471994296
1167,176.90931476854666
1168,179.51657499671248
1169,166.47032106463286
1170,192.8076206168161
1171,191.6853874638629
1172,191.65948575246398
1173,198.16216109462775
1174,182.5722698380442
1175,187.11593054824212
1176,183.94586265057922
1177,173.60048923458643
1178,174.41189121059148
1179,173.17177795502255
1180,154.79742182099545
1181,152.83468794880721
1182,150.5788341823319
1183,160.90657305649134
1184,188.28326592623398
1185,186.97093478523888
1186,192.2903716964718
1187,179.6203788799119
1188,180.04651366368037
1189,170.9634800301392
1190,169.60408466525124
1191,162.6542981562924
1192,145.40024940628848
1193,145.3224454092851
1194,169.08351808765144
1195,158.60498262627402
1196,150.08707192906718
1197,150.78636606422177
1198,142.49167278019152
1199,145.4941360208673
1200,142.36839549749214
1201,156.56643074912188
1202,143.8122700890326
1203,135.04742776844085
1204,136.3261638736178
1205,141.15764818167722
1206,139.10148322423922
1207,134.67240354299062
1208,132.6072174374888
1209,138.303757125141
1210,138.1814745947499
1211,146.0320256164949
1212,138.60218941677468
1213,141.15246686914912
1214,142.37795040381184
1215,140.79474507044097
1216,148.62175988483392
1217,143.9261513413661
1218,136.07730066039306
1219,142.55919915980053
1220,133.53920714952247
1221,132.6908877050252
1222,132.82687158540298
1223,132.40175159637786
1224,125.4358341630584
1225,127.51505543516812
1226,133.1152092205582
1227,135.13823082960053
1228,134.5451090488948
1229,143.58542405100388
1230,133.00815095659704
1231,118.14755815146243
1232,117.59338733321343
1233,113.71530250147146
1234,129.9395285163209
1235,141.14602227938866
1236,145.60173743176105
1237,157.7418729912506
1238,147.15094173294347
1239,144.57968350866545
1240,135.3420584945078
1241,143.5572121189013
1242,149.57377947436
1243,140.3515502253454
1244,134.72247476626364
1245,129.14263857326767
1246,133.15321068976135
1247,139.63114275327536
1248,133.31557482352463
1249,124.40808005129786
1250,121.69183172751873
1251,127.30917442605173
1252,126.45645342938168
1253,120.80280138901499
1254,121.04159290013763
1255,127.0718302790346
1256,134.93854960495307
1257,138.57364130282699
1258,154.42969551768948
1259,147.0294506382029
1260,132.14502779191912
1261,131.25504764251835
1262,122.45133007451429
1263,111.9039547565678
1264,120.69453771663541
1265,124.7397774186171
1266,128.73309426095463
1267,132.41710817357895
1268,123.26206998470717
1269,127.5156747002206
1270,122.59618798867496
1271,118.05296260258676
1272,120.55880375315026
1273,133.01733385481037
1274,117.3398004336819
1275,117.64339969915223
1276,117.06503660709336
1277,114.50082201674842
1278,111.06617280158743
1279,130.7725366044461
1280,122.4243473883698
1281,132.94134891079415
1282,138.63974622184122
1283,134.47246941144118
1284,142.15380961957814
1285,132.21500798872165
1286,126.14922740513857
1287,122.29413412640893
1288,120.69900635115384
1289,127.50897407008556
1290,123.2098312758371
1291,137.41655302937076
1292,141.56024340151905
1293,139.16063172642768
1294,126.36111420486161
1295,133.21168523660674
1296,133.0800929290612
1297,123.28728568932587
1298,128.06859094899298
1299,126.10782360371894
1300,123.30177562119874
1301,120.67109768884816
1302,116.21415339266255
1303,116.58214994211875
1304,123.76313039162748
1305,135.94697197189214
1306,137.4215950177228
1307,136.07913951752366
1308,135.70981763638702
1309,122.52748150916928
1310,120.27590205934592
1311,112.93564585373088
1312,104.19815242039355
1313,115.3647087475348
1314,117.15761054008489
1315,123.74853914394215
1316,118.08087833097176
1317,133.82414645866996
1318,123.10204422701752
1319,118.01250404478623
1320,120.36075200122552
1321,116.6216996217193
1322,113.08182568318696
1323,109.88321990693848
1324,105.91495108003443
1325,104.84449853081586
1326,101.80239837729164
1327,108.96860734418499
1328,114.12379324172275
1329,119.63816188599016
1330,129.55324356050448
1331,124.67005900275792
1332,112.91754922151907
1333,117.99259650441194
1334,114.04097354482809
1335,102.16894639810118
1336,110.66323930051686
1337,102.37587723068961
1338,110.50113025514794
1339,132.5741902594027
1340,117.46140140548214
1341,112.8091120873594
1342,118.36673553824777
1343,120.49606716941253
1344,128.6383445540157
1345,136.2915975244693
1346,129.03211239658373
1347,124.22456826710312
1348,132.78409336866633
1349,127.44861366281665
1350,126.71211894678137
1351,129.00625197914533
1352,130.60438925228667
1353,136.54539593981272
1354,134.70047805933137
1355,128.12479792939078
1356,112.61095497236639
1357,111.1805396964671
1358,100.97262180426199
1359,82.5451248489436
1360,85.03936372868122
1361,96.04055273832834
1362,101.88608489405686
1363,105.04092286990024
1364,108.76079847708968
