,th_demand
2237,87.25334390465761
2238,97.63078550635753
2239,87.03441939042885
2240,95.2880423449803
2241,85.2044665246347
2242,99.87654115631142
2243,104.53150084863978
2244,91.89062042249745
2245,98.26871390556511
2246,98.31657313181556
2247,93.84632419133065
2248,97.8206143733244
2249,89.69393495091413
2250,98.55905448061073
2251,99.37190443318318
2252,99.00249370083964
2253,113.22912049183687
2254,111.3935027031421
2255,112.45740247747285
2256,117.97836974174555
2257,117.5234564212048
2258,102.41912931694014
2259,95.12743610167335
2260,108.89537274356991
2261,102.05308291331727
2262,97.87287864238446
2263,98.73737352234502
2264,99.08689777033997
2265,115.06173612136607
2266,117.1286731673798
2267,132.67539113409092
2268,135.75159009377774
2269,134.43481030576018
2270,117.9773932622373
2271,100.44631532409622
2272,100.69635903807607
2273,108.9236822688314
2274,107.8881851483362
2275,116.36421694406569
2276,121.24259684940682
2277,123.0882668745567
2278,141.78157728186193
2279,136.3365686535454
2280,141.8006538477244
2281,140.50424114672003
2282,116.70487196736917
2283,116.62556425992753
2284,116.65745642330039
2285,118.05125606076344
2286,114.99399173501867
2287,112.01664296843244
2288,143.41206594377232
2289,146.41589098002743
2290,138.25044013882209
2291,140.38194935890883
2292,142.3440428594588
2293,122.84016065903144
2294,106.89879348348744
2295,104.18926059871347
2296,102.57211456565307
2297,110.6344476737032
2298,112.10415836481805
2299,110.82609384994673
2300,109.31928511031752
2301,129.97980590178128
2302,131.91864130265506
2303,126.7622768671714
2304,130.73549635732186
2305,126.363824516228
2306,106.1881298277528
2307,107.77538834357485
2308,112.71048431336965
2309,109.75577336376443
2310,104.84570719708479
2311,102.34295686124695
2312,127.65368579851143
2313,138.09345611674735
2314,153.0187986660795
2315,124.44743963040804
2316,119.9328405611138
2317,120.43587522721151
2318,113.80915103806971
2319,103.00418010540585
2320,106.73388859202882
2321,108.19362584174557
2322,104.62492748976132
2323,111.54178626534487
2324,111.01246160226749
2325,117.84714053941076
2326,115.66156649519475
2327,126.14190851749309
2328,126.0946606726051
2329,120.33906407596758
2330,109.61961591560879
2331,102.72087952819379
2332,104.58371082432434
2333,103.4958136938999
2334,99.42448231784502
2335,103.4593505360891
2336,117.95901795387212
2337,151.85344699648792
2338,143.37359275318389
2339,132.27928817120863
2340,134.11090563480593
2341,123.43122825760793
2342,105.71754499168959
2343,101.8043747503701
2344,111.83246871149058
2345,124.02576783028414
2346,129.52927579787712
2347,126.79947731246236
2348,123.74213055314453
2349,125.85080821841132
2350,127.25643834075505
2351,127.378447373293
2352,135.67782555979502
2353,124.75296893571357
2354,109.78547856069272
2355,104.88035734567117
2356,97.3730831883064
2357,101.31478428449401
2358,107.61365200063806
2359,110.09507627402115
2360,122.3741636016611
2361,134.82701148313743
2362,128.5895451833806
2363,115.28869111060648
2364,134.17430216811226
2365,120.24005251311817
2366,108.49450558967786
2367,102.00843533370715
2368,87.1329700352139
2369,102.92812418719724
2370,109.73242395942901
2371,99.25564025253176
2372,99.48023873962987
2373,115.31115821358783
2374,116.23609772231208
2375,118.18776797594806
2376,126.57348212895363
2377,110.15583710860184
2378,103.05501695967308
2379,113.46011240956882
2380,113.72518122449031
2381,110.81346596193838
2382,120.19109053954381
2383,121.86515048331323
2384,121.43090873028723
2385,118.14829250414874
2386,132.76104229682295
2387,122.67273929148841
2388,109.93750635052075
2389,116.17932153033152
2390,107.7814879638672
2391,93.94870550681746
2392,95.28255930430348
2393,108.85468265733131
2394,96.38316727284978
2395,103.44187772688116
2396,93.70227275003178
2397,104.59512594513762
2398,116.95776787388237
2399,120.41646126205433
2400,116.67995141696322
2401,113.04225907738073
2402,114.24921073817305
2403,106.42767563409463
2404,107.63481372140538
2405,111.70714409388431
2406,126.9057366912585
2407,116.87136822936638
2408,119.13888290887141
2409,109.34891723290012
2410,123.02644336719318
2411,123.21475253225081
2412,127.27550875801187
2413,122.14863630537133
2414,121.3171098678313
2415,113.7782140069977
2416,118.23618042868216
2417,111.82357446201058
2418,134.3897794317481
2419,127.30568675653797
2420,121.85371167369037
2421,129.56855689460278
2422,130.81871034977428
2423,146.76717058294588
2424,139.9162313674329
2425,116.71091804154689
2426,112.7564255657045
2427,106.56803957960743
2428,109.14595431187156
2429,96.43666800433127
2430,108.7649570177468
2431,117.15556458674098
2432,135.3573597397461
2433,145.7429928892522
2434,138.19790465675823
2435,146.63784473651128
2436,148.117543912892
2437,139.56051879793105
2438,131.66022528816458
2439,119.43565561136293
2440,117.97968686426867
2441,131.80808864305513
2442,136.89259631360778
2443,137.0398788742046
2444,144.94971679122756
2445,136.11736241641282
2446,119.45861866822652
2447,130.70123882751977
2448,137.2332468036489
2449,121.4440772813153
2450,107.7328294108892
2451,111.2668536155962
2452,113.6401662949693
2453,109.67237038739606
2454,118.99397524062361
2455,113.2876126253419
2456,134.08297257060792
2457,140.5580314670159
2458,135.3831864967799
2459,130.59682172006686
2460,131.52051133758368
2461,137.36319324738614
2462,131.7192905081389
2463,122.04643425160543
2464,98.45075239729285
2465,115.85887940159748
2466,116.0393948398759
2467,107.74076218116787
2468,106.50070743242429
2469,119.01452558781449
2470,114.14815610752217
2471,126.31143437564057
2472,133.38069200413128
2473,126.79625813359561
2474,119.16579190943018
2475,114.14772164367746
2476,127.61518001949756
2477,114.99164848136938
2478,116.06066360516935
2479,128.6601373337534
2480,149.65510517973914
2481,159.64707359686287
2482,132.68783915400334
2483,125.6533157571284
2484,111.76765453764814
2485,115.28176016255242
2486,107.81920883073755
2487,101.1930372687471
2488,101.84318684526522
2489,106.49243501464288
2490,109.89988817215313
2491,112.99396137138194
2492,108.79311553994687
2493,110.74648969932832
2494,122.45412689551489
2495,132.065874649872
2496,131.23000523244673
2497,109.29071362921498
2498,107.92832703742165
2499,111.13435650388426
2500,98.31539479455542
2501,96.54849350527907
2502,105.77587289261446
2503,111.31154027331844
2504,126.64636935691638
2505,133.96437163968463
2506,118.51733356030479
2507,108.77957907935439
2508,96.53367657663276
2509,103.13314059191094
2510,102.17233652782343
2511,84.1037125390424
2512,73.77701414300779
2513,80.20193805035679
2514,81.80780358071262
2515,82.90124518725709
2516,105.43222083064224
2517,112.513668162954
2518,111.28762820117994
2519,102.53000772836025
2520,102.82215899317892
2521,96.40646028409482
2522,82.42998266343281
2523,87.79541492444102
2524,83.36373645239523
2525,85.33561147059754
2526,93.55367762967529
2527,101.42951821210723
2528,110.26327220306375
2529,126.39364074103773
2530,113.13976246420108
2531,103.88030777738634
2532,103.30583643911262
2533,101.97405554465747
2534,102.46338297737613
2535,73.31528316134276
2536,85.09616925630723
2537,91.795462479654
2538,105.83300100560044
2539,80.55937623930141
2540,87.38396412480682
2541,93.04702220400694
2542,98.73468681552862
2543,89.73918270379136
2544,97.12708864806713
2545,89.1629010272712
2546,82.42393420964557
2547,87.88240724892204
2548,84.89542692060583
2549,81.44745812732539
2550,94.1709544131719
2551,85.63410251277462
2552,76.9124232069765
2553,78.6995687919447
2554,79.82557220191067
2555,76.957931326272
2556,31.078804256089427
2557,33.755178742928706
2558,35.30254988850612
2559,31.41947870098323
2560,29.883551020133527
2561,24.9076629638734
2562,67.02376040808326
2563,65.44852460044925
2564,75.43727767588952
2565,72.19274604551315
2566,72.88971834368988
2567,78.56881024811261
2568,84.04255031417202
2569,76.28002145825133
2570,72.74877104206757
2571,74.26273440254397
2572,69.58512569947214
2573,68.1253878061709
2574,78.45396908851109
2575,75.44372355864904
2576,72.38810811379162
2577,69.1562498813276
2578,32.954346306008276
2579,28.397775121062317
2580,29.06084654831198
2581,35.42367375405155
2582,31.131117311678057
2583,32.2745747025396
2584,34.10747898491114
2585,22.697619425523563
2586,25.265854328400867
2587,60.42484803270737
2588,68.26278752253995
2589,78.09067351526596
2590,92.61471474615975
2591,91.01189847498219
2592,83.41540861431176
2593,71.70759796414289
2594,62.10456861480036
2595,55.2893895830495
2596,55.46160754582055
2597,53.5391139003499
2598,72.12940360198029
2599,74.88149625651315
2600,53.45105408322818
2601,57.35665024859964
2602,47.90209451602177
2603,49.60613995582093
2604,45.54873865940116
2605,41.80862674938203
2606,32.65856336186795
2607,32.66782073746164
2608,29.05647456967729
2609,20.71993355239801
2610,22.594443261349014
2611,54.96507180284416
2612,71.08000739442495
2613,92.84951052870159
2614,79.04456584510457
2615,77.85578523375806
2616,81.1429400753694
2617,82.03203216669841
2618,64.87475721124864
2619,66.89837393083926
2620,64.35901233366367
2621,68.62999367618774
2622,72.20888121023532
2623,69.93141550494653
2624,83.54019125774232
2625,57.424230662691365
2626,58.358210249225195
2627,42.56101177161304
2628,46.41150783839935
2629,45.667679134954064
2630,34.238672619732654
2631,36.17026646718907
2632,61.42771174015344
2633,63.923387818600034
2634,64.36522292378437
2635,75.67271933378375
2636,76.81028696786551
2637,83.31919128696703
2638,82.74054692446467
2639,96.65715133642954
2640,93.41049681650497
2641,72.27106966613832
2642,72.97383101599098
2643,61.211212766300825
2644,69.04837720767019
2645,68.75718799137094
2646,69.66267543683131
2647,73.45178757723535
2648,103.45415345110396
2649,96.554094497616
2650,100.37095812677366
2651,96.02655647441097
2652,80.61181699694235
2653,91.69426863024925
2654,97.16660919195688
2655,89.19310736573097
2656,90.05428273035045
2657,80.10925943004075
2658,86.33245403969832
2659,92.11883123704641
2660,89.62387702281468
2661,100.20791327957974
2662,114.8935975188648
2663,117.98462600781602
2664,107.07686373950617
2665,121.11633288435576
2666,105.7759872969247
2667,96.62379399650185
2668,105.5316416349094
2669,95.28882005101767
2670,106.88156243103845
2671,102.20191404426335
2672,112.49541841915914
2673,128.04311794117018
2674,110.63797924863692
2675,105.6468366664818
2676,93.17342544090972
2677,83.12716660637855
2678,72.04573542871202
2679,75.67166607659937
2680,70.82515354921648
2681,83.69602106573724
2682,77.75063043287352
2683,76.10727687868462
2684,82.43045831946151
2685,89.57365734904528
2686,93.76211463564718
2687,107.48559346432779
2688,100.72267101435834
2689,91.35067266351065
2690,81.5578218321317
2691,85.24741384864818
2692,75.93641018144919
2693,71.58620075690276
2694,81.05222370035133
2695,84.32550200050318
2696,104.0493170070043
2697,121.71828904133469
2698,120.37729827332412
2699,101.29588089278141
2700,80.1024084729319
2701,85.40138473056142
2702,68.68105294842833
2703,73.05222968259494
2704,80.38250369488826
2705,91.63587002467719
2706,105.99675087960657
2707,99.63188487402567
2708,89.90995597511025
2709,97.52442613510715
2710,102.12601792343533
2711,112.72956400103203
2712,118.33329108399462
2713,111.17504557703818
2714,97.92116210824484
2715,93.87476290248343
2716,97.34947607742227
2717,100.65330077318347
2718,105.4498003296927
2719,92.05891482315023
2720,89.70365953864365
2721,97.36575672346987
2722,111.48967848863533
2723,117.7365002735048
2724,122.36730567388905
2725,106.17440894774664
2726,117.99798519458557
2727,94.78285359038018
2728,94.77688508436076
2729,94.82772222298719
2730,106.85888141977884
2731,118.22359094629172
2732,105.79535576178817
2733,104.39164431852413
2734,100.73533374453898
2735,106.63362642960135
2736,116.15220410695498
2737,114.43944290168379
2738,93.09255397437246
2739,87.56483261127168
2740,96.34443510251197
2741,89.60775034021202
2742,101.89765806039483
2743,98.2454037672787
2744,91.78656873004891
2745,95.78689525217229
2746,113.40644493018678
2747,121.50097448164844
2748,119.56106567596314
2749,117.87501792006003
2750,109.3150387930869
2751,100.16957684970716
2752,96.04697522451035
2753,98.64735509114368
2754,104.3398207168497
2755,103.36067031953327
2756,95.04943245711026
2757,100.48048073839801
2758,107.86054007447223
2759,119.06872559144229
2760,116.45652979693334
2761,102.77330591127391
2762,99.36010288167863
2763,96.50190774871288
2764,90.03248900928187
2765,86.78953224634402
2766,94.04730009692702
2767,95.3086059520694
2768,119.70512781474254
2769,125.59565172789047
2770,113.91648963617057
2771,97.41682174073559
2772,94.00534433043251
2773,83.88498592375504
2774,84.15986163108488
2775,68.85996783373176
2776,73.50582843193234
2777,85.30634849956854
2778,98.41457198094803
2779,92.83288103561753
2780,92.27223783702028
2781,110.57597135188097
2782,109.12924912107579
2783,116.53729121033233
2784,116.53558354231191
2785,93.69096777493559
2786,91.53685298338624
2787,86.88180502719747
2788,85.64156617427007
2789,77.78139243917249
2790,100.45317635437452
2791,91.26247160433081
2792,117.28582509433193
2793,115.36946904385523
2794,109.16112301016277
2795,102.3067077399925
2796,90.1102814306998
2797,91.9331259595064
2798,92.570963189337
2799,85.6571934564215
2800,85.05742886386778
2801,98.31930730272168
2802,99.65345952831738
2803,86.49803750004835
2804,84.83022900438377
2805,102.25878734192334
2806,110.16479707149892
2807,115.95380011744017
2808,116.41890193628502
2809,99.2381999676581
2810,91.36749090342559
2811,85.46636684746035
2812,100.78764647818787
2813,85.41897193889491
2814,90.28636136274912
2815,99.76187767035229
2816,112.50064425238372
2817,127.11906507764049
2818,117.04548243738644
2819,106.15365584852054
2820,95.71055967186638
2821,85.43217199881397
2822,71.17589774545007
2823,73.79305626799112
2824,89.19738431525519
2825,91.18343793461494
2826,78.63658523148024
2827,87.35605608099058
2828,94.89100237142819
2829,89.1993160114428
2830,80.62442108133061
2831,97.92177825162398
2832,102.62039103792326
2833,87.09491830336304
2834,81.93961616092096
2835,81.82681436927795
2836,80.76275998140969
2837,78.94824872481598
2838,82.22754062183783
2839,95.47116767467995
2840,106.18223388530647
2841,114.72778282564492
2842,91.96057747870691
2843,93.64864802716757
2844,83.35450257654679
2845,79.12686252764071
2846,83.9316447308213
2847,82.69832108195688
2848,82.03130160036349
2849,96.54841639048132
2850,92.37621670619535
2851,84.42307576175214
2852,92.30683496175692
2853,95.62794642329617
2854,90.98359993239376
2855,98.82254163864208
2856,105.66997167192162
2857,77.67085285442381
2858,75.56872609713004
2859,76.40070977915524
2860,73.32923124476227
2861,70.36682327927875
2862,85.15979045976752
2863,87.72240585788721
2864,113.90444924018055
2865,119.22257146271068
2866,109.6489436536239
2867,86.49233987891911
2868,82.3179707987073
2869,83.45880149663162
2870,72.54862970954241
2871,66.48891783983642
2872,64.42620933116363
2873,91.93114096843725
2874,103.56199125345738
2875,79.34590814317625
2876,78.43286971078479
2877,99.32734170715555
2878,102.25894715389573
2879,103.2035847615832
2880,106.39919158825558
2881,92.1239022227499
2882,80.90794857263843
2883,70.27212932958194
2884,74.2086561326321
2885,68.53716588623844
2886,89.27628453043782
2887,82.69445224141589
2888,77.02891461035468
2889,70.77194302107517
2890,92.67941194596344
2891,91.39722851998103
2892,87.13542681207988
2893,100.24276669126705
2894,88.53769139781903
2895,90.96980538895262
2896,83.09988616838032
2897,76.13209292418432
2898,76.81807434261691
2899,85.19638395837627
2900,81.21172023476261
2901,86.00415668091303
2902,91.15202917571399
2903,92.3065200750124
2904,81.72375416082272
2905,77.49247240134453
2906,71.06610503814645
2907,70.54953848197285
2908,68.24933646148882
2909,65.90851641905486
2910,84.51468115755763
2911,88.05329378090744
2912,78.2552405291279
2913,76.94973770548555
2914,89.31953585678019
2915,94.94434753653914
2916,81.57418770076336
2917,92.16712594017471
2918,77.09922805098064
2919,78.54477769685916
2920,71.30758707733843
2921,76.11006498527763
2922,87.82736757858008
2923,86.59652512196716
2924,75.46070953643651
2925,95.74960956539474
2926,93.3078318076235
2927,97.37038834594057
2928,93.84755615034175
2929,85.82842534441406
2930,76.71339858974613
2931,71.30260662669879
2932,74.44244949491798
2933,69.91700750780335
2934,88.40009232434815
2935,86.17129414976493
2936,88.5371960213104
2937,104.05895735198261
2938,92.00046780637702
2939,78.98135523149772
2940,87.19677406723946
2941,90.90475715918153
2942,77.30893781024177
2943,71.86541643099453
2944,76.29785954525784
2945,84.52991116527959
2946,90.86653137098565
2947,87.13649562744064
2948,89.72575749973062
2949,103.62973167122689
2950,99.02451017080124
2951,96.52726672341551
2952,97.10385794223032
2953,87.51612915513661
2954,76.25959027505269
2955,80.17141977205392
2956,80.62240646698416
2957,73.3867919241793
2958,85.69469700647163
2959,85.94903609950867
2960,104.48440358918762
2961,111.91336895158248
2962,102.77213185472476
2963,91.0601934310144
2964,102.69661028729037
2965,94.06567628405043
2966,83.7892023839003
2967,86.67493204785987
2968,82.8855959163461
2969,106.07778175335878
2970,105.7566932892281
2971,94.80906013368919
2972,100.71450168771382
2973,100.99948325317148
2974,103.62361790886477
2975,115.15468317233126
2976,115.48180610127181
2977,105.06405149705004
2978,98.78591992029074
2979,87.20303804093447
2980,82.10963903287274
2981,76.78575318670943
2982,87.72961145344584
2983,99.64902412220364
2984,118.23188400349777
2985,120.02117075567088
2986,121.38847077821228
2987,120.87765266487116
2988,120.40598949074175
2989,123.98989643144567
2990,116.24461299024838
2991,102.12065114938493
2992,112.13775528039722
2993,107.10386312892916
2994,109.96917628460164
2995,108.82750893882938
2996,110.07912651350802
2997,110.2248337448501
2998,122.49973571826787
2999,128.08614624348803
3000,122.13439348825675
3001,119.48364377061827
3002,99.49856105519342
3003,105.77733024298023
3004,101.6095202731854
3005,103.14847481571206
3006,107.03656671123528
3007,102.50475200322781
3008,120.44231621259878
3009,133.02794221749664
3010,121.9711002104093
3011,115.14514688834022
3012,97.01319482122996
3013,95.00050531145136
3014,85.13083230382152
3015,82.89058354427779
3016,88.61151236113166
3017,90.29406109250668
3018,92.87687210592756
3019,94.61642423430665
3020,101.06136510085003
3021,94.70901595692202
3022,96.03773554989252
3023,98.78356847647144
3024,104.3249254010981
3025,97.3222253500343
3026,83.01194921785898
3027,84.29325762624177
3028,83.37200746257047
3029,74.8158177098059
3030,89.38961912106699
3031,93.68807222106939
3032,104.09220496873135
3033,113.08210418536204
3034,105.87900719724018
3035,99.48631993944056
3036,94.7607525860559
3037,96.0367579563093
3038,102.52540383721671
3039,85.08865145032989
3040,76.12462627691679
3041,77.9701798781581
3042,88.79743332078834
3043,85.22013777839688
3044,79.16343446016992
3045,78.99360468923562
3046,84.93844245021432
3047,97.37594786123253
3048,100.00230351058227
3049,90.68816526303225
3050,74.3322594687142
3051,72.13599764629946
3052,74.14340391029455
3053,78.53520540817014
3054,84.0040302689419
3055,91.13167100307498
3056,77.38264165503814
3057,72.31732280272058
3058,80.28580616680065
3059,86.25270973738229
3060,83.00310440746173
3061,79.88221615623297
3062,69.07517116792337
3063,77.80031571405785
3064,83.83103221533412
3065,69.37359963667154
3066,77.0305745303056
3067,75.87935678806834
3068,68.26785840441188
3069,70.36133854100208
3070,68.48183000175129
3071,83.3945699147835
3072,78.46160606216645
3073,79.28403170778515
3074,74.84402408125933
3075,69.5223249534069
3076,62.84989728838667
3077,62.322855991330194
3078,85.40739603185204
3079,75.60279123269656
3080,75.54126480374309
3081,76.22756659121576
3082,105.0975899419672
3083,101.09846426619197
3084,105.3906353182752
3085,112.91279521011474
3086,102.70337880993229
3087,99.95037827739296
3088,104.46545566687811
3089,106.50761634565538
3090,105.70041135427714
3091,103.96430856496977
3092,102.0510439286691
3093,112.38590426868286
3094,112.91326551949845
3095,112.56519569890679
3096,101.3907754809237
3097,95.62549666659953
3098,94.16424792862925
3099,81.48340908976527
3100,84.15490700188649
3101,85.21115691089365
3102,82.0495120502818
3103,87.68250256974895
3104,106.35369712859392
3105,103.51374200248216
3106,108.45121340342168
3107,96.47074790513949
3108,104.65790491096263
3109,92.8752373182471
3110,91.97588073436653
3111,75.80401585115243
3112,79.38743302830262
3113,80.84061527788487
3114,85.60977219901423
3115,80.92466200580405
3116,80.39978556090668
3117,83.76004274194183
3118,84.80835779537084
3119,84.64571414665552
3120,91.89511225902577
3121,78.98952266610074
3122,75.72863699319001
3123,76.25331360045848
3124,72.86187397552118
3125,75.38819343261909
3126,71.43919236458363
3127,75.39703864493704
3128,87.9520917344288
3129,95.18210758481041
3130,94.96868992929005
3131,77.69773268786922
3132,76.64877031171422
3133,62.6036043943248
3134,67.95954528354241
3135,75.95396062124311
3136,79.80317603991341
3137,84.41222395770727
3138,75.21525463524864
3139,75.12439420694382
3140,82.19285314021924
3141,87.1218841274311
3142,82.79412975090149
3143,93.92687481473286
3144,90.27074269167252
3145,73.8690008538377
3146,56.183928034718235
3147,53.777509659511296
3148,56.72790733737569
3149,56.387499522772
3150,53.40508173336754
3151,55.17068186528657
3152,65.60828787111491
3153,91.04742824027974
3154,76.44793058100556
3155,73.51490595367
3156,89.64168908917316
3157,91.80288116425398
3158,81.60903829081403
3159,80.01717568658935
3160,74.89489187387203
3161,69.94902772797325
3162,71.11790429750647
3163,79.09742946930653
3164,72.61952032339995
3165,76.37203691639684
3166,80.4257898527235
3167,83.66531825317838
3168,81.62512119732065
3169,80.55807724907848
3170,78.15739360456313
3171,65.89599149324417
3172,70.9779555528713
3173,66.32433439320873
3174,76.21505720554185
3175,32.66330824593642
3176,37.22777391391419
3177,44.63260194699619
3178,49.9305752649737
3179,47.67773388935447
3180,47.582989200120466
3181,43.86185628521349
3182,32.296790417901065
3183,28.65359096940881
3184,23.48150817812887
3185,22.18621835562014
3186,21.331140841340712
3187,22.143757123540666
3188,20.51346647832967
3189,30.7770658817561
3190,43.52533826148157
3191,47.03350446267869
3192,55.662646746814666
3193,51.515504432997844
3194,41.802559521778164
3195,41.12483516426676
3196,40.04393756129963
3197,39.6435294166905
3198,30.717148653143
3199,24.21475053180564
3200,28.75103674267491
3201,43.59181652140169
3202,45.09596066611789
3203,38.702503204393906
3204,41.802851414083875
3205,43.194817176361056
3206,32.19181783551428
3207,32.819830762432126
3208,29.518692822756748
3209,21.602615928693563
3210,22.089788495336744
3211,20.69937160475563
3212,21.9610024482082
3213,37.44652125789969
3214,37.982015999385574
3215,62.68057655131024
3216,46.60381016490031
3217,47.734073131100835
3218,44.49453360762856
3219,47.34035972347783
3220,38.46513832053021
3221,38.53148966855762
3222,43.096758589647976
3223,37.38549894940166
3224,38.38016983975744
3225,50.1194823296769
3226,62.029135475215256
3227,73.6265221114934
3228,60.65756200306065
3229,63.08631049333578
3230,57.94929200699421
3231,62.355981805484966
3232,62.81962834719734
3233,66.7969795595134
3234,60.27178553316291
3235,62.77092798734164
3236,61.58871718429748
3237,61.18841642307076
3238,52.11765309768775
3239,61.71585166593126
3240,62.734593149427944
3241,62.40920923402097
3242,55.330535718236405
3243,54.42283786245615
3244,53.748256706917296
3245,58.64966992359083
3246,57.42805311589978
3247,52.190965536515684
3248,57.23219491334625
3249,51.305306244701875
3250,62.67953833598523
3251,72.74458263839807
3252,71.36815070581093
3253,80.32413858851388
3254,76.24757457766161
3255,70.03412065194887
3256,82.62306117199337
3257,78.82125880552309
3258,81.53600818581485
3259,82.01795541949042
3260,73.72559332144871
3261,88.5969587323036
3262,83.32169841183537
3263,91.77981636136943
3264,84.54819357670753
3265,82.03066685145937
3266,76.56463248214791
3267,72.8750278962055
3268,64.29645450587284
3269,54.89497417134815
3270,60.070081856222956
3271,54.827311089150925
3272,62.94696450084157
3273,73.68167470484005
3274,76.79249051647325
3275,88.5719668421403
3276,88.42925175378039
3277,79.88547751473072
3278,87.7467884459279
3279,89.54264988085906
3280,85.73601806588172
3281,75.633147426438
3282,64.17367220204711
3283,72.22333915566827
3284,67.92332855916072
3285,72.26268883997486
3286,72.80146239669524
3287,80.78513974559606
3288,82.66449199702396
3289,70.63465584950548
3290,58.144516501292124
3291,64.23728486667771
3292,69.56966600001147
3293,60.932041464992004
3294,56.89236790931528
3295,61.22833400044795
3296,83.27880263602779
3297,75.58414840330808
3298,73.56039973340603
3299,42.936684580212614
3300,45.69900485956361
3301,69.60747450208808
3302,59.75468009717474
3303,57.76705686398366
3304,58.93863378537445
3305,66.59349131557815
3306,61.78371826984488
3307,63.80476723169951
3308,70.39187492774175
3309,77.93897809579758
3310,68.12925204815969
3311,74.60106292044796
3312,76.79206734374667
3313,59.449578820306954
3314,51.8333341274301
3315,57.48489079318293
3316,53.13307561527525
3317,51.63564949780818
3318,55.561302968357815
3319,55.31466247051191
3320,64.91822076835787
3321,53.72827893561922
3322,45.46624074775594
3323,43.09452891615751
3324,42.86165277151917
3325,32.301516452885615
3326,31.05152389668155
3327,29.73394260606993
3328,24.831050885784872
3329,20.797969501788895
3330,67.73935195609923
3331,59.256644636755176
3332,66.44050211814347
3333,65.71244041076288
3334,75.11373192939882
3335,69.11512401425156
3336,79.12763654147075
3337,64.89803834326314
3338,66.6933312094615
3339,59.487501909450565
3340,56.64949734603235
3341,52.82861958593672
3342,37.58401142928655
3343,47.59435874559139
3344,40.59381175300377
3345,50.75146113443225
3346,39.51417102705436
3347,43.48757062493661
3348,35.315556113029125
3349,35.13549470687988
3350,28.71865019870269
3351,29.32942503622597
3352,18.7358002850209
3353,49.81394457151516
3354,58.44586027667851
3355,57.552987468292905
3356,69.83200889801896
3357,76.08662907516454
3358,74.40217929385682
3359,64.3234358737697
3360,72.73010707728334
3361,62.134807449386685
3362,53.00091828793662
3363,51.133876930935315
3364,52.970970456144634
3365,46.309276676724345
3366,50.13909111582308
3367,49.94621527928605
3368,59.756730840219426
3369,53.609673441214895
3370,47.333206460910155
3371,42.94461455142428
3372,44.092108584885366
3373,64.26770176562444
3374,57.84328930718627
3375,56.744049385483535
3376,55.821750188618815
3377,56.542896845062074
3378,66.10540469443922
3379,67.18043429293162
3380,60.475859930834154
3381,67.95239498377009
3382,67.2449674687828
3383,65.54244604662628
3384,72.42309105807978
3385,55.95221258297225
3386,52.49558697143904
3387,48.954368001175496
3388,55.75208612325996
3389,56.48536152481513
3390,55.30101653153236
3391,48.470178907172624
3392,46.904567190564514
3393,57.96601751192345
3394,59.50655725913496
3395,67.55902675365111
3396,65.12021469336081
3397,63.49317610452701
3398,60.6291415256658
3399,63.84829140057156
3400,60.5124911842042
3401,69.05662990599511
3402,74.31297044966676
3403,71.64292034216777
3404,67.0459159570675
3405,65.49347354153555
3406,65.71729654369692
3407,68.63341443843304
3408,69.93945468951918
3409,58.062384200388735
3410,56.35253038238366
3411,49.02206483237539
3412,51.32146857762397
3413,52.13944380106354
3414,52.72996993969583
3415,46.30159835664703
3416,40.456609218033236
3417,19.432054518389343
3418,58.54413010512026
3419,61.08432859261814
3420,27.44031077714464
3421,73.44574314984509
3422,60.35400644052562
3423,69.81435190303594
3424,70.16456542026418
3425,66.5885706170993
3426,64.26517340559968
3427,68.46999562263613
3428,65.81792688964438
3429,60.21618657415419
3430,56.43072179599153
3431,61.99948012994892
3432,58.12717351307192
3433,62.83924613483423
3434,55.404194548371834
3435,50.95590584661916
3436,51.44402698917428
3437,50.512988957404296
3438,49.100534770576544
3439,53.218731147809315
3440,52.944533956355144
3441,62.63522070694124
3442,40.90787662947088
3443,46.21901674556551
3444,49.808315832179794
3445,62.02762086489829
3446,66.22137528677764
3447,68.93529624733397
3448,65.98970572344484
3449,79.65451529992744
3450,88.33006710213324
3451,82.66929907405921
3452,83.55215881839452
3453,77.28356458164521
3454,70.50554229348492
3455,77.39091735563353
3456,86.60930188776474
3457,61.14153066770755
3458,57.83721944120378
3459,68.58581816171223
3460,59.24013955617984
3461,67.07520645127329
3462,55.880183014002405
3463,52.81414310158208
3464,62.70597197767581
3465,80.04864956228208
3466,46.61643432468705
3467,43.20324728499252
3468,41.74502689065957
3469,67.8047092942629
3470,56.84416882774131
3471,57.77840355520593
3472,67.96426076536893
3473,59.85738830108502
3474,63.23770607876292
3475,58.893476787477
3476,61.57852261244213
3477,63.82960833256791
3478,61.463820237565265
3479,66.29282896823733
3480,67.7184227696659
3481,50.84018351533186
3482,56.84151693535082
3483,56.77528419217476
3484,50.62920047639577
3485,52.31704219075441
3486,53.52518845200165
3487,51.843213351804685
3488,67.5081601931578
3489,73.67609565966531
3490,83.14214432348581
3491,79.40488012377703
3492,73.05625183251351
3493,72.44284941623982
3494,60.0983693777217
3495,60.446850497389995
3496,56.6554104389092
3497,66.13133972254731
3498,68.90115080934328
3499,64.44802426492947
3500,58.501135168652276
3501,68.12374970664028
3502,67.34015578570691
3503,72.43191475138353
3504,74.55369144029706
3505,60.79378108131396
3506,60.22245234908749
3507,53.119683548679454
3508,54.348961625187904
3509,40.944958005497945
