,stes_discharge_qc
0,22.90375178037197
1,17.66360354733743
2,19.555735366570776
3,16.07030768576189
4,13.156566074062207
5,13.818423780526738
6,4.181093162885083
7,4.836391665429693
8,3.6651580722847927
9,0.0
10,0.0
11,16.9338350799295
12,19.058124623524467
13,32.1345940944018
14,27.64428252145901
15,8.460918843698835
16,5.23362094044997
17,21.71456997571891
18,26.035565279621373
19,20.66651308224921
20,15.765625408153733
21,18.881433279471356
22,9.202955381453725
23,3.504175335309855
24,1.5864058951001927
25,0.3475830051432186
26,0.0
27,0.0
28,0.0
29,11.263846197227325
30,6.682869821357085
31,2.6980440262854404
32,0.0
33,0.0
34,8.87803978165587
35,12.72803887153759
36,15.122955407656988
37,19.681402206964336
38,5.923793383742244
39,10.670113963321542
40,13.608768163843125
41,10.839563095488709
42,21.413120366379893
43,23.505210326052758
44,16.20068676772038
45,10.752408544898
46,4.570458737355151
47,19.463767589686377
48,1.6946924630230193
49,0.05698621855068893
50,11.134798771379128
51,5.085795332796899
52,0.0
53,13.74611144469366
54,14.14230662726822
55,8.757715678929818
56,0.7195902614502663
57,5.303376969605674
58,16.529891167937144
59,20.391701519405007
60,22.058703392839814
61,14.517883384578633
62,13.378877375468104
63,27.623055616879643
64,52.523659200194444
65,57.33901512395099
66,69.82328328699084
67,55.53924479886122
68,62.28702185946379
69,61.790656832816794
70,61.15536345826193
71,63.94221633131591
72,47.04513518596023
73,37.35562768209378
74,31.507058613775648
75,31.092723183798352
76,31.88281994233929
77,42.10216041548716
78,33.582343515725306
79,48.82325872569939
80,62.49706118099406
81,65.24097260840504
82,60.13762321930425
83,67.42443967471073
84,75.17924518554936
85,63.66263484924233
86,55.943506567507875
87,54.32707922011152
88,51.356404899189585
89,61.349592313123296
90,63.335920216605274
91,64.65773631144178
92,51.96833670843645
93,58.017307347911064
94,55.07822788676012
95,52.92583259204042
96,58.86222741386372
97,52.32925890195352
98,51.605618049756075
99,47.016607262418965
100,43.74597408707435
101,53.55439377257104
102,43.37376327108919
103,75.1693219426278
104,74.78508008164779
105,92.91651002833962
106,100.66852274370483
107,94.15266677056039
108,71.42698549713003
109,77.23119169477575
110,70.71958230938006
111,62.32274913031905
112,67.47723199119554
113,81.73203622802018
114,83.65150037722944
115,80.46950678960603
116,84.70671777083257
117,91.7584201700062
118,84.51824990141104
119,101.06313919890397
120,91.49693245331655
121,82.44547250247504
122,80.60477642633694
123,82.86371722064676
124,75.18338881670165
125,88.69389128169277
126,82.74913278277295
127,100.57581396669899
128,98.51248756298622
129,114.93730825382215
130,109.37096674957577
131,119.04008320592921
132,126.06479769267801
133,109.65535922031033
134,113.96883522792042
135,102.10649131778344
136,86.08695455449994
137,93.68716907586857
138,103.12421817775845
139,101.51733495408519
140,80.8365738581925
141,85.30831632833997
142,87.61876884355112
143,83.79700363254139
144,108.77332813574591
145,87.92183145835827
146,63.82483447168002
147,65.29745931811354
148,65.37012228844542
149,69.1458753520877
150,61.275548994591816
151,81.899597056947
