,total_demand
779,16.023
780,15.142999999999999
781,14.679
782,17.213
783,12.636
784,13.227
785,14.59
786,12.678999999999998
787,15.871000000000002
788,14.879
789,17.863
790,11.675
791,11.059000000000001
792,13.582
793,14.205
794,9.98
795,11.336
796,9.82
797,10.48
798,11.524000000000001
799,10.776
800,11.829
801,15.372
802,15.454
803,15.058
804,16.145000000000003
805,13.743
806,12.558
807,15.353
808,15.184000000000001
809,16.575000000000003
810,16.654
811,15.828000000000001
812,15.539
813,15.154
814,11.382
815,12.768
816,10.187
817,12.238
818,8.895
819,8.516
820,9.286999999999999
821,9.612
822,9.534
823,8.665000000000001
824,10.527999999999999
825,15.584
826,15.712
827,18.671
828,11.306000000000001
829,9.832999999999998
830,9.732000000000001
831,12.558
832,15.834000000000001
833,14.734
834,15.445
835,14.658
836,14.039
837,17.27
838,11.107
839,10.545
840,13.642
841,9.995
842,10.265
843,9.262
844,8.771
845,10.614
846,10.436
847,9.935
848,13.956
849,13.756999999999998
850,16.112000000000002
851,15.71
852,17.834
853,17.003
854,13.341
855,15.152
856,13.447
857,14.026
858,19.826
859,15.231
860,17.1
861,15.321000000000002
862,13.738000000000001
863,13.726
864,10.738999999999999
865,9.671000000000001
866,9.154
867,9.031
868,11.578000000000001
869,10.259
870,9.675
871,9.622
872,10.433
873,12.041
874,16.539
875,11.302
876,12.232000000000001
877,15.276
878,13.713
879,10.375
880,9.786000000000001
881,12.37
882,13.914000000000001
883,17.025
884,15.836
885,12.549000000000001
886,13.513
887,11.429000000000002
888,11.011000000000001
889,8.809000000000001
890,9.689
891,11.780999999999999
892,8.377
893,9.144
894,10.09
895,8.75
896,10.512
897,10.012
898,14.471999999999998
899,11.360999999999999
900,13.309000000000001
901,15.183
902,13.77
903,13.645
904,13.959000000000001
905,14.642
906,14.228000000000002
907,13.675
908,13.153999999999998
909,13.611999999999998
910,11.43
911,10.498999999999999
912,12.302999999999999
913,7.741
914,8.338000000000001
915,7.973000000000001
916,8.295
917,8.822
918,10.129000000000001
919,9.504000000000001
920,11.746
921,12.339
922,14.31
923,14.459
924,10.383999999999999
925,9.813
926,12.034999999999998
927,15.345999999999998
928,12.346
929,12.701
930,16.329
931,15.257000000000001
932,16.012999999999998
933,16.277
934,11.541
935,10.773
936,9.947000000000001
937,11.071
938,10.485999999999999
939,11.700000000000001
940,9.894
941,9.925
942,10.834
943,10.032
944,10.973
945,13.995000000000001
946,15.376999999999999
947,20.019000000000002
948,17.455
949,12.063
950,12.829
951,12.832999999999998
952,15.215
953,15.995000000000001
954,20.788
955,18.233
956,19.178
957,12.575000000000001
958,12.623
959,8.949
960,9.555000000000001
961,8.898
962,11.652
963,8.827
964,8.551
965,8.533
966,10.504999999999999
967,9.382
968,11.15
969,14.006
970,13.669
971,14.05
972,14.086999999999998
973,9.675
974,10.663
975,11.929
976,12.190000000000001
977,16.082
978,16.096
979,15.355
980,15.010000000000002
981,14.829
982,12.206
983,11.469
984,10.129000000000001
985,9.743
986,9.328999999999999
987,9.395999999999999
988,8.885000000000002
989,11.088000000000001
990,10.799
991,12.183
992,9.972000000000001
993,10.639999999999999
994,14.941
995,17.668
996,15.437
997,12.553
998,11.352
999,12.818
1000,13.187999999999999
1001,11.892
1002,16.887999999999998
1003,20.753
1004,14.81
1005,11.758
1006,13.374
1007,9.623
1008,12.052
1009,10.972999999999999
1010,7.975
1011,8.977
1012,8.645000000000001
1013,9.799
1014,9.995999999999999
1015,9.41
1016,11.875
1017,12.785
1018,14.527000000000001
1019,14.629999999999999
1020,14.266
1021,10.802999999999999
1022,14.17
1023,13.008
1024,12.495000000000001
1025,13.114
1026,13.171
1027,12.005
1028,14.344000000000001
1029,11.518999999999998
1030,10.647
1031,13.715
1032,10.565000000000001
1033,8.675
1034,9.548
1035,9.174000000000001
1036,9.753
1037,10.302
1038,9.353
1039,8.968
1040,12.59
1041,11.901
1042,12.623999999999999
1043,13.445999999999998
1044,14.100999999999999
1045,13.934000000000001
1046,12.465
1047,12.022000000000002
1048,12.044999999999998
1049,11.809
1050,15.378
1051,14.266
1052,13.871000000000002
1053,14.315000000000001
1054,13.106000000000002
1055,9.853
1056,9.432
1057,10.299999999999999
1058,9.815
1059,11.426
1060,9.704
1061,9.506
1062,10.164
1063,10.039
1064,9.907
1065,11.792000000000002
1066,13.704
1067,14.210999999999999
1068,16.464
1069,15.716
1070,11.235
1071,10.148
1072,11.904
1073,12.583
1074,12.151
1075,14.962
1076,17.517
1077,18.573
1078,15.871
1079,15.106000000000002
1080,13.913999999999998
1081,10.044
1082,11.559999999999999
1083,10.463
1084,12.897
1085,12.983
1086,11.600999999999999
1087,10.626
1088,13.309999999999999
1089,12.926
1090,14.821
1091,20.033
1092,14.771999999999998
1093,12.655000000000001
1094,13.5
1095,13.892000000000001
1096,13.705
1097,16.212
1098,17.852
1099,20.037000000000003
1100,14.17
1101,11.82
1102,10.171
1103,10.788
1104,7.626999999999999
1105,9.526
1106,9.354999999999999
1107,11.427000000000001
1108,8.719
1109,10.021
1110,9.806000000000001
1111,8.888
1112,11.801
1113,11.386000000000001
1114,18.317
1115,17.459
1116,12.428
1117,11.972999999999999
1118,12.123999999999999
1119,12.094999999999999
1120,11.906999999999998
1121,15.691000000000003
1122,14.239999999999998
1123,22.415
1124,20.697
1125,19.412
1126,14.064
1127,9.609
1128,10.549999999999999
1129,9.983
1130,7.82
1131,7.446
1132,8.834
1133,8.293000000000001
1134,8.922
1135,8.76
1136,8.603000000000002
1137,15.311
1138,14.584000000000001
1139,14.122
1140,15.718
1141,12.381999999999998
1142,11.5
1143,15.542
1144,15.482
1145,14.883
1146,12.703
1147,13.833
1148,13.876999999999999
1149,11.71
1150,11.623000000000001
1151,8.636
1152,7.889
1153,10.200000000000001
1154,6.690999999999999
1155,6.497
1156,6.7330000000000005
1157,8.385
1158,8.731
1159,7.144000000000001
1160,10.174999999999999
1161,14.538
1162,14.466000000000001
1163,12.876999999999999
1164,11.041999999999998
1165,8.355
1166,8.013
1167,10.877
1168,15.615000000000002
1169,10.504
1170,12.171000000000001
1171,10.982000000000001
1172,11.031
1173,9.693
1174,8.925
1175,11.040000000000001
1176,8.289
1177,6.907
1178,6.472
1179,7.088
1180,6.257000000000001
1181,7.809
1182,8.235000000000001
1183,7.831000000000001
1184,11.421
1185,10.32
1186,11.951999999999998
1187,11.674000000000001
1188,9.965
1189,11.042
1190,10.274000000000001
1191,10.392
1192,10.199
1193,10.287
1194,17.252
1195,14.780000000000001
1196,10.786999999999999
1197,9.52
1198,8.729000000000001
1199,7.056
1200,7.173000000000001
1201,9.231
1202,8.125
1203,6.162
1204,5.957000000000001
1205,6.699
1206,6.442
1207,6.053999999999999
1208,6.5840000000000005
1209,10.799
1210,8.439
1211,14.219000000000001
1212,11.501999999999999
1213,9.078
1214,9.594000000000001
1215,8.975999999999999
1216,11.139000000000001
1217,13.564
1218,9.434999999999999
1219,8.68
1220,12.815000000000001
1221,12.731000000000002
1222,10.344999999999999
1223,6.151
1224,5.326
1225,4.321000000000001
1226,5.682999999999999
1227,5.726000000000001
1228,5.378
1229,8.651
1230,5.406000000000001
1231,5.596000000000001
1232,5.83
1233,6.99
1234,9.482
1235,14.998999999999999
1236,11.335
1237,13.755000000000003
1238,11.725000000000001
1239,13.764
1240,8.975000000000001
1241,10.21
1242,12.969000000000001
1243,9.348
1244,12.195
1245,13.732
1246,8.57
1247,6.919
1248,4.7540000000000004
1249,6.026
1250,6.3709999999999996
1251,6.0809999999999995
1252,9.07
1253,6.763999999999999
1254,6.841000000000001
1255,6.67
1256,11.919
1257,13.332
1258,15.623999999999999
1259,15.671
1260,9.357
1261,8.066
1262,10.499
1263,8.903
1264,9.724
1265,9.597000000000001
1266,10.678
1267,13.739999999999998
1268,9.416
1269,8.975999999999999
1270,8.084
1271,6.306000000000001
1272,7.618
1273,7.231
1274,5.818999999999999
1275,6.634
1276,6.027000000000001
1277,5.5120000000000005
1278,6.565
1279,6.744000000000001
1280,9.502
1281,9.26
1282,12.66
1283,9.530999999999999
1284,7.179
1285,7.151
1286,8.227
1287,11.27
1288,11.485
1289,10.685
1290,9.893
1291,11.078
1292,12.058999999999997
1293,12.296999999999999
1294,10.297
1295,7.132999999999999
1296,7.661
1297,6.263999999999999
1298,7.138
1299,6.9879999999999995
1300,5.355
1301,7.507
1302,6.745
1303,5.541
1304,6.628
1305,9.787
1306,12.407
1307,10.102
1308,8.296
1309,6.39
1310,8.974
1311,13.114999999999998
1312,8.261
1313,10.235000000000001
1314,9.911999999999999
1315,11.671
1316,8.628
1317,17.718
1318,7.978
1319,6.092
1320,7.799
1321,4.743
1322,5.556
1323,6.0600000000000005
1324,7.704
1325,5.9959999999999996
1326,6.399
1327,5.571999999999999
1328,8.133
1329,8.191
1330,12.701
1331,14.123999999999999
1332,7.901
1333,7.154
1334,6.763999999999999
1335,6.930000000000001
1336,6.696999999999999
1337,9.687000000000001
1338,11.635
1339,7.771999999999999
1340,7.571
1341,9.869
1342,5.776999999999999
1343,6.3740000000000006
1344,7.552
1345,5.934
1346,6.418
1347,7.493
1348,9.474
1349,6.8790000000000004
1350,7.123
1351,7.084
1352,8.259
1353,8.969
1354,9.129
1355,8.337
1356,7.186
1357,8.937000000000001
1358,10.942
1359,5.882
1360,7.731999999999999
1361,7.608999999999999
1362,8.396
1363,7.121
1364,7.971
1365,9.989
1366,6.977
1367,7.4
1368,9.799
1369,5.778
1370,7.199
1371,7.388
1372,6.281
1373,6.745
1374,6.748
1375,6.638
1376,7.415
1377,7.858
1378,10.188
1379,9.277
1380,11.033000000000001
1381,10.327
1382,8.152999999999999
1383,6.4559999999999995
1384,7.549
1385,8.425
1386,10.38
1387,10.102
1388,12.729999999999999
1389,9.681000000000001
1390,8.637
1391,8.31
1392,7.843
1393,7.865
1394,7.284999999999999
1395,7.371999999999999
1396,7.400999999999999
1397,7.853
1398,8.071
1399,8.623000000000001
1400,7.653999999999999
1401,7.211
1402,9.635000000000002
1403,9.533
1404,8.057000000000002
1405,9.619
1406,9.251
1407,8.492999999999999
1408,8.619
1409,11.14
1410,6.943999999999999
1411,11.269
1412,8.073
1413,9.124
1414,10.053
1415,8.204
1416,7.164000000000001
1417,9.639
1418,6.606999999999999
1419,6.976000000000001
1420,6.8
1421,7.697999999999999
1422,7.278
1423,7.252999999999999
1424,8.911
1425,11.445
1426,9.779
1427,10.469000000000001
1428,9.823
1429,8.36
1430,8.504999999999999
1431,11.552
1432,11.475999999999999
1433,11.803
1434,14.876999999999999
1435,11.568999999999999
1436,10.95
1437,9.624999999999998
1438,8.195
1439,6.548
1440,10.082
1441,6.386
1442,5.405
1443,6.0760000000000005
1444,6.489000000000001
1445,6.084
1446,6.4590000000000005
1447,6.4190000000000005
1448,8.341999999999999
1449,9.378
1450,9.780999999999999
1451,10.633000000000001
1452,7.361000000000001
1453,9.832
1454,11.203
1455,10.388000000000002
1456,13.186
1457,14.392999999999999
1458,16.812
1459,14.806999999999999
1460,9.035
1461,9.417
1462,7.625
1463,6.31
1464,7.197
1465,7.914
1466,6.385
1467,5.9239999999999995
1468,6.661
1469,6.311
1470,6.998000000000001
1471,7.045
1472,6.793
1473,6.47
1474,13.333
1475,10.398
1476,8.196
1477,7.504999999999999
1478,11.112
1479,10.157
1480,10.665
1481,10.444
1482,11.472999999999999
1483,8.938
1484,8.559999999999999
1485,11.524
1486,6.803000000000001
1487,6.014
1488,5.544
1489,5.816
1490,5.439
1491,6.213
1492,6.409000000000001
1493,8.36
1494,7.4879999999999995
1495,6.312
1496,7.898999999999999
1497,7.988999999999999
1498,10.649999999999999
1499,15.245
1500,11.542
1501,9.852
1502,8.85
1503,8.049
1504,10.386000000000001
1505,11.386000000000001
1506,9.929
1507,9.095
1508,9.735
1509,10.219
1510,7.587
1511,6.994
1512,6.781000000000001
1513,8.845
1514,6.566999999999999
1515,6.539
1516,5.469
1517,6.2219999999999995
1518,5.732000000000001
1519,6.901
1520,7.078
1521,12.103000000000002
1522,10.264999999999999
1523,10.149000000000001
1524,7.668
1525,9.807
1526,10.097999999999999
1527,12.280999999999999
1528,13.915
1529,10.572
1530,9.769
1531,9.458
1532,9.261
1533,12.317
1534,9.493
1535,9.11
1536,7.495
1537,6.99
1538,6.4159999999999995
1539,6.49
1540,8.966
1541,7.534000000000001
1542,7.231999999999999
1543,8.572
1544,7.739000000000001
1545,9.305000000000001
1546,12.381
1547,11.103000000000002
1548,9.579999999999998
1549,9.288
1550,10.456000000000001
1551,14.401000000000003
1552,10.904
1553,12.504
1554,12.419
1555,11.272000000000002
1556,14.033000000000001
1557,10.666
1558,9.805
1559,7.096000000000001
1560,5.651
1561,7.103
1562,7.394
1563,7.077
1564,6.497
1565,6.048
1566,6.673
1567,6.7459999999999996
1568,7.619999999999999
1569,7.962
1570,14.671
1571,13.868
1572,11.832
1573,11.254999999999999
1574,11.472999999999999
1575,10.054
1576,9.127
1577,12.79
1578,9.354
1579,8.347
1580,10.149
1581,12.103
1582,9.061
1583,7.870000000000001
1584,6.607999999999999
1585,5.511
1586,6.623
1587,8.829
1588,5.707
1589,6.9990000000000006
1590,6.453999999999999
1591,6.143999999999999
1592,8.529
1593,13.757000000000001
1594,11.222999999999999
1595,18.96
1596,10.783000000000001
1597,8.377
1598,9.323
1599,10.287
1600,9.922
1601,12.870000000000001
1602,12.52
1603,12.359
1604,9.872
1605,8.456
1606,9.013
1607,10.624
1608,7.371
1609,8.919
1610,7.193
1611,7.365
1612,7.202
1613,7.029
1614,9.121
1615,7.528999999999999
1616,8.946
1617,9.365
1618,11.255
1619,11.216000000000001
1620,9.357
1621,12.655000000000001
1622,10.851
1623,10.471
1624,10.393
1625,12.116
1626,10.517
1627,11.837
1628,10.424
1629,10.688
1630,8.899
1631,6.711
1632,6.670999999999999
1633,6.471
1634,6.543
1635,6.593999999999999
1636,6.507
1637,6.310999999999999
1638,9.59
1639,7.37
1640,7.577999999999999
1641,11.34
1642,14.239
1643,13.592
1644,10.333
1645,8.847000000000001
1646,10.405
1647,10.697
1648,12.373000000000001
1649,12.59
1650,13.109000000000002
1651,12.343
1652,12.819
1653,10.026
1654,8.942
1655,9.399999999999999
1656,8.839
1657,7.491
1658,6.1979999999999995
1659,6.395
1660,7.133000000000001
1661,6.3759999999999994
1662,8.191
1663,10.719
1664,8.255
1665,8.794
1666,12.149999999999999
1667,13.274
1668,13.418
1669,10.773
1670,11.682
1671,9.426
1672,9.776
1673,15.268
1674,13.789
1675,10.73
1676,10.042
1677,13.296
1678,9.692
1679,7.891
1680,5.726
1681,5.862
1682,5.273000000000001
1683,7.1659999999999995
1684,7.201999999999999
1685,7.328
1686,6.075
1687,6.187
1688,8.286
1689,9.793
1690,10.338
1691,11.264999999999999
1692,8.158
1693,8.553
1694,8.398
1695,9.683
1696,10.21
1697,15.613
1698,18.285999999999998
1699,11.889
1700,8.905999999999999
1701,9.766000000000002
1702,8.434
1703,11.548
1704,8.708
1705,6.098
1706,6.918
1707,7.85
1708,7.481000000000001
1709,8.792
1710,8.461
1711,7.023000000000001
1712,8.745000000000001
1713,9.016
1714,10.475999999999999
1715,11.53
1716,12.111999999999998
1717,9.8
1718,8.183
1719,7.775
1720,11.866
1721,12.189
1722,12.526000000000002
1723,12.375
1724,10.327
1725,9.754999999999999
1726,9.805
1727,6.756
1728,7.1209999999999996
1729,8.74
1730,5.523000000000001
1731,6.218000000000001
1732,6.627000000000001
1733,6.292000000000001
1734,7.3740000000000006
1735,6.225999999999999
1736,7.879
1737,7.63
1738,10.321
1739,11.985
1740,12.738
1741,12.605
1742,9.579
1743,7.361000000000001
1744,8.354999999999999
1745,10.487
1746,13.16
1747,13.896999999999998
1748,11.544
1749,14.084
1750,10.732000000000001
1751,6.754999999999999
1752,7.558
1753,5.5
1754,5.882
1755,6.199
1756,6.085
1757,7.972
1758,7.935
1759,8.265
1760,8.036
1761,9.663
1762,11.935
1763,13.202000000000002
1764,8.362
1765,7.293
1766,10.471
1767,8.524
1768,9.043
1769,9.586
1770,12.796
1771,11.099
1772,10.294999999999998
1773,10.289000000000001
1774,7.52
1775,7.464999999999999
1776,6.509
1777,5.673
1778,5.7989999999999995
1779,6.699999999999999
1780,6.504
1781,9.653
1782,7.991
1783,6.747999999999999
1784,8.765
1785,10.591999999999999
