,objective_terms
pv_investment_cost,2702.861023950854
house_hp_investment_cost,0.0
power_market_cost,55829.76831964274
volume_tax_cost,15754.529394912835
grid_volume_tariff,31378.771636238343
aggregated_capacity_export_tariff,342.8477947324874
capacity_tariff,23044.72894789745
stes_investment_cost,0.0
hp_investment_cost,0.0
