,pv_installed_capacity
0,0.7956403269754768
1,0.2637889688249401
2,0.7956403269754768
3,1.0887728459530026
4,0.2542134831460674
5,0.2823834196891192
6,0.6041666666666666
7,0.8755364806866952
8,3.1820728291316525
9,1.7422360248447206
10,0.561290322580645
11,0.10364963503649634
12,2.289719626168224
13,0.2549019607843137
14,0.48437500000000006
15,1.7422360248447206
16,2.289719626168224
17,0.3622704507512521
18,0.3622704507512521
19,0.8755364806866952
20,2.6079545454545454
21,1.0747922437673132
22,0.7587096774193548
23,0.4170403587443946
24,2.3175675675675675
25,0.25840978593272174
26,0.8217821782178218
27,0.25840978593272174
28,0.2376237623762376
29,0.0456989247311828
30,0.2160919540229885
31,1.2217327459618208
32,1.304843304843305
33,0.13662239089184058
34,0.13662239089184058
35,1.6711798839458414
36,0.6571428571428573
37,0.2542134831460674
38,0.48437500000000006
39,0.6571428571428573
40,0.566546762589928
41,0.8796116504854369
42,0.6611570247933884
43,0.24790619765494137
44,0.6073968705547653
45,0.0456989247311828
46,3.1820728291316525
47,0.4170403587443946
48,2.189821182943604
49,0.8796116504854369
50,0.38235294117647056
51,0.2637889688249401
52,0.32997481108312343
53,1.0747922437673132
54,2.225475841874085
55,0.4195804195804196
56,0.15851272015655576
57,1.452542372881356
58,0.8217821782178218
59,0.7587096774193548
60,1.2217327459618208
61,0.25840978593272174
62,0.6020408163265305
63,0.6020408163265305
64,0.2542134831460674
65,0.13662239089184058
66,0.3425129087779691
67,0.022222222222222223
68,0.24165341812400634
69,0.5380029806259314
70,0.7724137931034484
71,0.2915451895043732
72,1.7466666666666666
73,0.38235294117647056
74,0.47308781869688393
75,0.08387096774193549
76,0.2637889688249401
77,0.6046511627906977
78,0.9200603318250377
79,1.5074999999999998
80,0.6020408163265305
81,0.6201680672268908
82,0.8100172711571675
83,1.3283898305084747
84,0.29573170731707316
85,0.6571428571428573
86,0.25840978593272174
87,0.2637889688249401
88,0.13565891472868216
89,0.244140625
90,0.6020408163265305
91,2.225475841874085
92,0.29573170731707316
93,0.3438538205980066
94,0.20921052631578949
95,0.566546762589928
96,1.452542372881356
97,0.7686567164179104
98,0.29573170731707316
99,1.6711798839458414
