,active_line_losses_mw,reactive_line_losses_mvar,apparent_line_losses_mva
5321,0.009897256664997118,-0.44775129658206203,0.4528522538838887
5322,0.009649507847737243,-0.44803104110956676,0.4527610975845018
5323,0.009007220328598846,-0.4486523642188453,0.4528388211109002
5324,0.007657486360796002,-0.4500048001751671,0.4530409269012095
5325,0.007031051951494893,-0.4506513666359344,0.45321639622929377
5326,0.0070389196524238045,-0.4506969707243418,0.45314814393808794
5327,0.005686377910378238,-0.4521332410249038,0.45372712075330274
5328,0.004372547230757351,-0.4536163657074691,0.4545117085234979
5329,0.003973393595142203,-0.454084741255143,0.45481175368231347
5330,0.003684498229088524,-0.45444183189376874,0.45504538325259153
5331,0.003458571435308059,-0.4547151883252101,0.45524749545503645
5332,0.0033334484741320294,-0.4548749775783705,0.4553587809935738
5333,0.003566200979705778,-0.4545955989364065,0.4551368018720908
5334,0.005058111361563942,-0.45288174014173593,0.4540333912676539
5335,0.005246185625273968,-0.4526313706723083,0.45394139733364525
5336,0.00558349929053037,-0.4522112041487292,0.45375659068226437
5337,0.004189368859566212,-0.45378601706900495,0.45471229461562424
5338,0.00613860194908179,-0.4515601809355243,0.45361749038499866
5339,0.0055022185240721265,-0.45227595273005,0.45390943327685174
5340,0.005150756190022086,-0.45267363805674304,0.45408555738338513
5341,0.006271008332022516,-0.4514472220274532,0.4534722470334017
5342,0.006160001795820996,-0.4515833901988788,0.45346957714628394
5343,0.0062744163320796985,-0.4514592646901254,0.4534623746797614
5344,0.007735748424557765,-0.4499220179131008,0.45306255166396625
5345,0.00944463435872665,-0.4481878268768795,0.45284539547478664
5346,0.011845168951338175,-0.4458613065854354,0.45312520776518883
5347,0.010658101489730287,-0.44697957815073813,0.4529602962138113
5348,0.009272467073426603,-0.4483567431161193,0.4528637613400803
5349,0.007380128360412532,-0.450257172865442,0.4530889852518449
5350,0.006601749042021765,-0.4511105905595236,0.4533322088706523
5351,0.006117874445203444,-0.45164435634208316,0.45346533210388823
5352,0.004922071876068373,-0.45298060219037034,0.4541271202847989
5353,0.004322989516880232,-0.45367395250711734,0.45454283178285393
5354,0.0036856190056403686,-0.4544341974155678,0.45504168129497546
5355,0.003480634448304611,-0.45468140501442417,0.4552122738914427
5356,0.0037334293181612043,-0.4543719286033778,0.45500557345254544
5357,0.0031405224063664697,-0.4551030906016236,0.45553865035341584
5358,0.004029683801469359,-0.4540253870626803,0.454768435057681
5359,0.005020278894133277,-0.45287817279440207,0.45408290266904655
5360,0.00649861223050838,-0.45124463331159687,0.45333397611892795
5361,0.006257893298841373,-0.4514626004987057,0.45355041828601134
5362,0.004950265690694354,-0.45291139267547575,0.4542219197087593
5363,0.004601335213916377,-0.4533281762386683,0.45446951973836286
5364,0.003934868158445229,-0.4541260111044956,0.45493139683042205
