name,ov_hours,max_voltage,min_voltage
MV1,0,1.0,1.0
MV2,0,0.9999459454473678,0.9987487166489459
MV3,0,0.9999102818094167,0.9979816870959354
MV4,0,0.9998183772714115,0.9967157498685412
MV5,0,0.9997960233597709,0.9964038323279143
MV6,0,0.9998138488656216,0.9966832232684989
MV7,0,0.9996158037646111,0.9942270809083463
MV8,0,0.9997960130703987,0.9964037380254108
MV9,0,0.9995178069940223,0.9930281884834766
MV10,0,0.9996158033030466,0.9942270776292544
MV11,0,0.9996158034133613,0.9942270778005932
MV12,0,0.9992248333657436,0.9894509918149379
MV13,0,0.9995164139438102,0.9930138515053382
MV14,0,0.9995154156364644,0.9930036996931131
MV15,0,0.9995178066711942,0.9930281865429906
MV16,0,0.9992227993052422,0.9894288016642181
MV17,0,0.999222765044376,0.9894285232567271
MV18,0,0.9992145881140305,0.9893181067229874
MV19,0,0.9992103632527387,0.9892274856467148
MV20,0,0.9992103627745812,0.989227481578748
MV21,0,0.9992113612979332,0.9892135930273267
MV22,0,0.9992113641666215,0.989213576998031
MV23,0,0.9992107787128853,0.9892085508709794
MV24,0,0.9992090400003437,0.9891953207886091
MV25,0,0.9992090398742097,0.9891953198996573
MV26,0,0.9989977256119754,0.9866844070649645
MV27,0,0.9989970928397744,0.9866719442469668
MV28,0,0.9989970916011212,0.9866719271305262
MV29,0,0.9989970909171537,0.9866719173122929
MV30,0,0.9989957734277531,0.9866593051719815
MV31,0,0.9989950311563962,0.9866522444838712
MV32,0,0.9989943671757842,0.9866398074022483
MV33,0,0.9987943546920317,0.9842256938803043
MV34,0,0.9987907350378752,0.9841580052544192
MV35,0,0.9987920467366794,0.984159297736254
MV36,0,0.9987920467366794,0.984159297736254
MV37,0,0.9986486032600143,0.982488324498061
MV38,0,0.9986459634307621,0.9824719921683313
MV39,0,0.998645958590154,0.9824719624345305
MV40,0,0.9983495255815148,0.9788893444685709
MV41,0,0.9983481012670143,0.9788724900360768
MV42,0,0.9979912045189949,0.9746583617250988
MV43,0,0.9979905890881283,0.9746523685371362
MV44,0,0.9978564844461691,0.9730421979663516
MV45,0,0.9978336784684325,0.9727651353892146
MV46,0,0.9976920448432346,0.970808815439888
MV47,0,0.9974659328105884,0.9676107061785767
MV48,0,0.997445775310962,0.9673693178438871
MV49,0,0.9974604356905171,0.9674221786632379
MV50,0,0.9974563621230061,0.9673924812901074
MV51,0,0.997456361756263,0.9673924789664349
MV52,0,0.9974604368333242,0.9674221620316287
MV53,0,0.9974440875096937,0.9672093256765174
MV54,0,0.9974460955956413,0.9671792707546344
MV55,0,0.9974464862807494,0.9671529246424869
MV56,0,0.9974464871149451,0.9671529198173568
MV57,0,0.9974482220339635,0.9671456204751138
MV58,0,0.9974488769978443,0.9671346339309409
MV59,0,0.9974479815702406,0.9671277676440911
MV60,0,0.9974494309803227,0.9671291729965807
MV61,0,0.9974495748301205,0.9671293124737786
MV62,0,0.9974495748301205,0.9671293124737786
MV63,0,0.9973848333697655,0.9670187987299644
MV64,0,0.9973847513571403,0.9670183385134589
MV65,0,0.997380783406647,0.9669825592023097
MV66,0,0.9973807832394966,0.9669825577229293
MV67,0,0.9973824103128093,0.9665507213143187
MV68,0,0.9973001529533618,0.9654794825587549
MV69,0,0.9971933197941298,0.9640846254633373
MV70,0,0.997139990417954,0.9633716634852071
MV71,0,0.9971068876865509,0.9629223620226458
MV72,0,0.9970613088191111,0.9622507891147868
MV73,0,0.9970607913866848,0.9622424227674131
MV74,0,0.9970603069858366,0.9622334672900532
MV75,0,0.9970250719202916,0.9617575406594592
MV76,0,0.9970250646200388,0.9617573630547441
MV77,0,0.9970250641190445,0.9617573299812431
MV78,0,0.9970250634821212,0.9617572879343126
MV79,0,0.9969884365418482,0.961296825138588
MV80,0,0.9969882750612554,0.9612944680898174
MV81,0,0.996988071384215,0.9612914633264563
MV82,0,0.9969839617890328,0.9612319569656955
MV83,0,0.9970023908897274,0.9609402370587246
MV84,0,0.9970023907028728,0.9609402357406922
MV85,0,0.9970272474086186,0.9607206086671864
MV86,0,0.997081265744942,0.9605341068389464
MV87,0,0.9970813780997566,0.9605342150754939
MV88,0,0.9970813790510107,0.960534215991881
MV89,0,0.9971022309380916,0.9605204654740075
MV90,0,0.9971018130164541,0.9605186762385671
MV91,0,0.9970800835782143,0.9605258121012825
MV92,0,0.9970812644194236,0.960534096123984
MV93,0,0.9970812632900092,0.9605340874094869
MV94,0,0.9970736443097395,0.9604889360035992
MV95,0,0.9970722826032078,0.9604825902539096
MV96,0,0.9970573575650786,0.9604155693245869
MV97,0,0.9970215767746565,0.9606508962928112
MV98,0,0.9970210797607565,0.9606459612143341
MV99,0,0.9970210792441112,0.9606459564541159
MV100,0,0.9969817007421508,0.9611746643441421
MV101,0,0.9969817003199158,0.9611746548611467
MV102,0,0.997025062600539,0.9617573357256535
MV103,0,0.9970222669700963,0.9617226842568471
MV104,0,0.9970184660780848,0.9616894822237028
MV105,0,0.9970184641270332,0.9616894655906285
MV106,0,0.9971039990882272,0.962901236004234
MV107,0,0.9970542248605214,0.9622064750661892
MV108,0,0.9970541570390756,0.9622060542408946
MV109,0,0.9979792105838502,0.9745334941911779
MV110,0,0.9979695062834443,0.9744147661808343
MV111,0,0.9979694284348312,0.9744138178473806
MV112,0,0.9979885898018704,0.9746287218977436
MV113,0,0.9979885897950375,0.9746287218496699
MV114,0,0.9979799688764086,0.9745400113537592
MV115,0,0.9979887047279343,0.9746399577470876
MV116,0,0.9978196659176284,0.9726729465703525
MV117,0,0.9974479806735962,0.9671277623498582
MV118,0,0.9979887044047822,0.9746399557057465
MV119,0,0.9978129857550354,0.972612661325527
MV120,0,0.9977999836939149,0.9725113769026397
MV121,0,0.9978113708244306,0.9725929456447052
MV122,0,0.9978130449436428,0.9726127190192967
MV123,0,0.997813045445441,0.9726127195084217
MV124,0,0.9978196645429493,0.9726729410427889
