p_from_mw;q_from_mvar;p_to_mw;q_to_mvar
0.26328584182555975;0.07963667281177364;-0.26325310857674555;-0.08652339803305623
0.8713419435397181;0.19005755476195596;-0.8711343199852645;-0.20013779681958394
0.43701150818437284;0.0676556874814621;-0.4370114975899287;-0.06765567688701805
0.4370114971490303;0.06765567605258299;-0.43686980194748737;-0.07889694432667092
0.4368698020252102;0.0788969442611859;-0.4368523236881279;-0.09212261627857032
0.4368523237669504;0.09212261621416153;-0.43683756314026356;-0.10316645005763327
0.12115091123252585;-0.0005902816245272373;-0.12115091051306484;0.000590282343988226
0.12115091113398097;-0.0005902802638872083;-0.12114987523872742;-0.009992147949957533
0.1211498753159202;0.009992147886662153;-0.12114851106776939;-0.023685018170806614
0.12114851111418101;0.02368501813195445;-0.1211475557643781;-0.02466244026587213
6.626713040455023e-08;-0.015155104832080202;-3.021676010907324e-10;0.004674134884131808
3.5101680193882503e-10;-0.004674134924314173;1.4009891768748707e-11;-1.3294549778916048e-11
0.0;0.0;0.0;0.0
0.07459859669003266;0.014317288729342566;-0.0745947227665085;-0.02451704693388141
0.0745947219119821;0.02451704479759597;-0.0745947216641143;-0.024517044549728154
0.12114749284850233;0.039817545555833826;-0.12114749222241075;-0.039817544929742245
0.18004952090714857;0.05658818622648036;-0.17996626568685054;-0.057922214299417664
0.03225309749742464;0.009507741041190877;-0.03225171828586394;-0.010600171901783476
0.03225171820067465;0.010600169562011333;-0.032251718151794645;-0.010600169513131332
0.14771316820429367;0.04841447326271567;-0.14771308510434644;-0.04854885831790785
0.20209486521135445;0.06453494941525365;-0.20208930571952144;-0.06642068992969147
0.11166029243577381;0.0361005710026253;-0.1116552716859745;-0.03656566883836768
0.11165527169883524;0.03656566882758461;-0.11165522394988006;-0.03669772140004212
0.5919181676123193;0.1873855874445576;-0.5919181505101115;-0.18738557034234987
0.591918152082801;0.18738557114692064;-0.591892651358958;-0.18989589729371148
0.29638083877382987;0.09277003190928002;-0.2963690446061792;-0.09740761437092099
0.29636904499919015;0.09740761438869827;-0.29636903999651515;-0.0974076093860233
0.1860484067201583;0.05464524618250978;-0.18603215982371485;-0.06114319014693333
0.18603215757504293;0.06114318964304948;-0.18603215539480572;-0.061143187462812214
0.02692709141613849;0.008850126560107453;-0.0269270913758305;-0.008850126519799464
0.08219899542364559;0.013064100672153526;-0.08219214146904957;-0.024722676212302765
0.0821921415202184;0.02472267616740544;-0.08219169312789995;-0.02701394292599929
0.08219169376658927;0.02701394370911027;-0.08219169337430543;-0.027013943316826407
0.04378217055635163;0.009055209246830266;-0.04378198214050938;-0.012568730609267094
0.043781982164116565;0.012568730594807596;-0.04378188139492579;-0.014389790754513744
9.45870695170123e-11;-0.0007575304730696317;4.127337124448674e-12;0.0003404009631511075
-8.705210278389731e-12;-0.00034040096145330557;1.373928317076215e-13;8.665664588452026e-12
0.15354094993148337;0.04259234449228323;-0.15353955837259992;-0.05046384514104559
0.034603003645487525;0.011372969289964209;-0.03460300358016608;-0.011372969224642763
