,stes_temperature
363,39.14676387202416
364,39.14080625711483
365,39.13427057001036
366,39.12685799648105
367,39.120177910986605
368,39.114672078905514
369,39.10853477536011
370,39.100738547601686
371,39.0927114981551
372,39.084451343271695
373,39.07604727827862
374,39.06937879908067
375,39.06339406032323
376,39.05626054110522
377,39.04837965426675
378,39.04038897754168
379,39.030196717853634
380,39.01899988856625
381,39.01105282055538
382,39.0036266304904
383,38.99585770640838
384,38.9887518780165
385,38.98164371366299
386,38.97484295098856
387,38.968994077052
388,38.963738203004425
389,38.957106604537074
390,38.9507923295318
391,38.944578103387514
392,38.939391330458015
393,38.933296042073906
394,38.92646579719069
395,38.91783493168916
396,38.908492924102646
397,38.899765847952565
398,38.89238322909472
399,38.88419050411174
400,38.87601837280687
401,38.86300419445569
402,38.84849940730656
403,38.831793631058005
404,38.81842235369824
405,38.80606773265001
406,38.79565201231809
407,38.78692750625898
408,38.778611711537714
409,38.770297864612765
410,38.76205573325212
411,38.75435342758847
412,38.74757039580007
413,38.7412634139351
414,38.73548122167877
415,38.71424403880374
416,38.69270005991959
417,38.67120642697104
418,38.6497630223051
419,38.628369728543746
420,38.60769303596787
421,38.58767514176364
422,38.581513598912025
423,38.57529495053231
424,38.55609471002077
425,38.536089994422994
426,38.51698519279172
427,38.5065186708333
428,38.49416022087324
429,38.48400118329487
430,38.47774763255271
431,38.47165257881631
432,38.465552528893156
433,38.459263770023554
434,38.45477080634802
435,38.44990946508297
436,38.44566429502088
437,38.44121737232722
438,38.43750112970149
439,38.432431901937534
440,38.42667298892515
441,38.420532015317946
442,38.41447369094247
443,38.40920270713926
444,38.404921864827465
445,38.4005239698042
446,38.397037971093916
447,38.393633771812915
448,38.389263908693835
449,38.372169277296685
450,38.36072387343624
451,38.34823811256438
452,38.340648898509315
453,38.335943103907894
454,38.33054544121435
455,38.3258670714421
456,38.32027964591637
457,38.315081572156046
458,38.31095063397579
459,38.307489032555715
460,38.30447114866308
461,38.30067077867367
462,38.29776245980036
463,38.293645086643245
464,38.2887651244352
465,38.28401960985891
466,38.27932134540927
467,38.274081506471106
468,38.27003920590519
469,38.265641267114475
470,38.26162421919232
471,38.25832549168523
472,38.25475931371531
473,38.2379168914096
474,38.21998700756013
475,38.203247345504764
476,38.1975392571
477,38.193980249012824
478,38.18742635956315
479,38.18355656329295
480,38.18041878683155
481,38.17769397609679
482,38.17563707737543
483,38.17410618678743
484,38.17256834082934
485,38.17056814505071
486,38.168902656317705
487,38.15391458580022
488,38.13799291791351
489,38.12196543790809
490,38.106705318101184
491,38.090559851234815
492,38.07477892051149
493,38.05897774511608
494,38.042924540127515
495,38.028070857204185
496,38.01422259681529
497,37.998650184528685
498,37.98359611218392
499,37.966953529843614
500,37.95098061613689
501,37.94544952005565
502,37.93788032512772
503,37.93526092500617
504,37.93284046183329
505,37.93136193641992
506,37.92965556520457
507,37.928910546940955
508,37.92845817963206
509,37.927739868799065
510,37.92608873645945
511,37.910399641986295
512,37.8945818700595
513,37.87887862684851
514,37.86223364478589
515,37.84418835577655
516,37.842289980172346
517,37.8411596814218
518,37.83951366784038
519,37.8243825395039
520,37.809242796572846
521,37.79406258702957
522,37.780009187965916
523,37.77371351933222
524,37.76834531779046
525,37.76590586424071
526,37.76491669517659
527,37.763969912333636
528,37.764420996393866
529,37.764892182078725
530,37.76560070305378
531,37.76598876381365
532,37.76649828588096
533,37.7666962762109
534,37.76711958114275
535,37.75330826687065
536,37.740016186676954
537,37.726336589004944
538,37.71307790260042
539,37.69868488195464
540,37.6841388413319
541,37.68250211107195
542,37.68086547757809
543,37.6660783911511
544,37.652475336212326
545,37.63751087986511
546,37.62199702773624
547,37.618385550070926
548,37.617421426602824
549,37.617106723659774
550,37.61706415851168
551,37.616258979791425
552,37.61518119063627
553,37.61491302647503
554,37.61508416226887
555,37.61502069043499
556,37.61443601893086
557,37.613284502088206
558,37.61241800368255
559,37.59755735105899
560,37.583904525026796
561,37.57050622333413
562,37.55611056001963
563,37.53968110199982
564,37.52278807908186
565,37.506641604695005
566,37.48990563004166
567,37.47367443373177
568,37.458563295530894
569,37.44225180936027
570,37.425432341519155
571,37.40825401678137
572,37.403912060489546
573,37.39800996432143
574,37.39499575114051
575,37.391167489465765
576,37.38840193616859
577,37.38549780937103
578,37.383379782289
579,37.38102048386647
580,37.37825441275915
581,37.37545770848834
582,37.37353185961321
583,37.35560058266425
584,37.338281584519066
585,37.32053049307001
586,37.30224347116618
587,37.283999184043694
588,37.265797531836014
589,37.24764739482958
590,37.24316084981949
591,37.23908005736283
592,37.23520110864243
593,37.2175802337849
594,37.21162761606773
595,37.20247167454627
596,37.19265734448163
597,37.18760741527487
598,37.18320071359578
599,37.178281472374536
600,37.174290420088084
601,37.17068169987736
602,37.168075196772676
603,37.165078831837
604,37.16227475706404
605,37.15924532749202
606,37.15631826681525
607,37.1513822809503
608,37.145142817350425
609,37.13767842199677
610,37.129877641179704
611,37.121893653023875
612,37.1145274569392
613,37.10868746685679
614,37.10364743998022
615,37.100642201157235
616,37.09608060021322
617,37.09179424947316
618,37.08371151631125
619,37.07519517911766
620,37.064695824091615
621,37.0545243678631
622,37.047196456216454
623,37.039732726339096
624,37.031784969781
625,37.02523065889708
626,37.01958756294749
627,37.013640534113584
628,37.007473331756415
629,37.001197391083814
630,36.99528251856232
631,36.98821178412149
632,36.9805740003658
633,36.97249538699414
634,36.96302443090072
635,36.95401832223155
636,36.946688645164585
637,36.93994296611473
638,36.933450319808735
639,36.92891376036806
640,36.92343731544437
641,36.91188134880935
642,36.90021735547109
643,36.89110814326773
644,36.8808526806515
645,36.87369331836443
646,36.86729459409467
647,36.85960087281416
648,36.85210546432757
649,36.84487460260367
650,36.838950928098654
651,36.83377145208317
652,36.82862719356031
653,36.8224996435001
654,36.817708979862225
655,36.8116384949012
656,36.79454069825154
657,36.78707326108758
658,36.77960971701981
659,36.77125940905704
660,36.764070009121056
661,36.75672277988438
662,36.750534158407845
663,36.74598189145999
664,36.74071699722482
665,36.73153593946259
666,36.722211442057
667,36.71128187347062
668,36.698482758054226
669,36.68863561139182
670,36.67922905786644
671,36.671592704169726
672,36.664374010950446
673,36.65856942603296
674,36.65238266697667
675,36.64613616479306
676,36.63990499640566
677,36.63291760495939
678,36.62600738624702
679,36.6093433893096
680,36.59271833432069
681,36.576132130277216
682,36.559584686388725
683,36.543075912076944
684,36.52660571697529
685,36.51879543948439
686,36.50238198520651
687,36.4860068873862
688,36.469670056388594
689,36.45337140278829
690,36.43711083736885
691,36.42088827112234
692,36.41070066979347
693,36.40288708715571
694,36.3948464855509
695,36.385775135321154
696,36.37613865812436
697,36.36733393456327
698,36.358952328185055
699,36.35098455304875
700,36.34348650379621
701,36.33579807708058
702,36.32720655156727
703,36.31879461481698
704,36.31093161816905
705,36.30292476333825
706,36.293657723057635
707,36.28235364649993
708,36.27215049849353
709,36.26439995624535
710,36.25705157261574
711,36.2502476048085
712,36.243801981726854
713,36.23553611309055
714,36.22363965691271
715,36.20880088848363
716,36.19958807493748
717,36.18969031274646
718,36.181103177392856
719,36.17302017282525
720,36.16624173836878
721,36.15884878967073
722,36.15236229803446
723,36.145840828825214
724,36.138985924755325
725,36.13152109514867
726,36.12422738775947
727,36.11720879977482
728,36.111566059564275
729,36.1051668439625
730,36.09722972144378
731,36.08849533589435
732,36.07638245519538
733,36.0674029999648
734,36.060043159663
735,36.05338786119238
736,36.04678857771073
737,36.03866481446442
738,36.023510045384825
739,36.00825401920722
740,35.99571823596939
741,35.98521349579086
742,35.976624372086384
743,35.9668232503809
744,35.95857863939888
745,35.95206735626988
746,35.9454651141083
747,35.93805337719384
748,35.93029697370814
749,35.92235540455707
750,35.91495289927714
751,35.90699740437283
752,35.89844625437647
753,35.88908832026335
754,35.878706892376044
755,35.867755309545856
756,35.85719478959999
757,35.84726578492166
758,35.838905366241214
759,35.831991232698584
760,35.823989352223535
761,35.81755645218266
762,35.809549077971454
763,35.80118531142063
764,35.793546133344215
765,35.7846916936301
766,35.776239807509654
767,35.76737623116523
768,35.757944711136744
769,35.74976629308521
770,35.74171055847937
771,35.73399031256405
772,35.72697243457627
773,35.71943727736757
774,35.712903183855005
775,35.70578284948029
776,35.69842603209831
777,35.69007308396305
778,35.68219449647372
779,35.67246472953284
780,35.662878932580774
781,35.65522295506038
782,35.647853667090246
783,35.64099890157844
784,35.63509331008659
785,35.62858230983262
786,35.62114190247377
787,35.613767587216685
788,35.60673835577793
789,35.598758140157734
790,35.592674276169404
791,35.5858980872577
792,35.578656297058856
793,35.57201184238188
794,35.56616539819616
795,35.56059222295756
796,35.55531412798284
797,35.54921654373462
798,35.544114595138076
799,35.53775770727763
800,35.53038036775919
801,35.52328967403342
802,35.5161419824062
803,35.507953195434666
804,35.50057881970902
805,35.49357634576993
806,35.48800279259776
807,35.48283717063407
808,35.47808009625976
809,35.47185241272105
810,35.46440808870901
811,35.45634266801463
812,35.448939625758385
813,35.44075576090026
814,35.432294306265156
815,35.422264640054124
816,35.412454577713945
817,35.40353611476712
818,35.39524379545628
819,35.38670828636397
820,35.37815472857207
821,35.37004542505517
822,35.36259688929715
823,35.34888534528642
824,35.335205843662806
825,35.321558309546745
826,35.307942668233636
827,35.29787869443528
828,35.290192577413194
829,35.28292888662499
830,35.27622791615066
831,35.270133055514684
832,35.26479626910641
833,35.258532699139415
834,35.25003633137986
835,35.241299122437354
836,35.23222211281562
837,35.22288155953761
838,35.21394317567425
839,35.20461680105616
840,35.19498037519202
841,35.185877437583024
842,35.17751219076986
843,35.17030188980734
844,35.16286816773537
845,35.154927798703866
846,35.14819313026898
847,35.13969834081526
848,35.131212196474095
849,35.12213206359013
850,35.11303692311101
851,35.10442582580788
852,35.09716760615815
853,35.08992563572071
854,35.08348110588848
855,35.0785471661294
856,35.073171273808434
857,35.066565849090566
858,35.05932250439075
859,35.05164285338627
860,35.04523081805229
861,35.037940586844286
862,35.03091571116773
863,35.023701266630034
864,35.01698047419971
865,35.010495876713414
866,35.0041206578435
867,34.99767674514263
868,34.99158602280197
869,34.985175702163346
870,34.97789560712569
871,34.97073054329883
872,34.96431845737327
873,34.95737665144014
874,34.9504390259432
875,34.943095993915094
876,34.9359716436026
877,34.92958207413737
878,34.92355550120659
879,34.91800786355031
880,34.91246201661298
881,34.905646039872025
882,34.89819913615045
883,34.89063133663289
884,34.884363655852795
885,34.878050909674975
886,34.87261036907165
887,34.86558459087887
888,34.860013296484574
889,34.85456739216687
890,34.8489710999193
891,34.84361637278679
892,34.83824486333077
893,34.8325838761632
894,34.82666802524889
895,34.820801973592765
896,34.81564085061201
897,34.810760410466855
898,34.805335154675504
899,34.79924274485897
900,34.79296957425513
901,34.78565879219778
902,34.77885915601762
903,34.774621963658475
904,34.76933761052845
905,34.7620589309321
906,34.754275224009255
907,34.745962890594605
908,34.738398180255714
909,34.7290572583124
910,34.72043680648961
911,34.71238522776129
912,34.70422445298129
913,34.69816182129381
914,34.69268097380382
915,34.68743314447389
916,34.682558287465916
917,34.676813042888554
918,34.672525533735396
919,34.666407210430435
920,34.65956243651526
921,34.652415523094135
922,34.64449863673499
923,34.63634576529414
924,34.62838592342645
925,34.6218606398584
926,34.61655950250399
927,34.611102309742094
928,34.60650201289367
929,34.601842170669926
930,34.59600501205072
931,34.58899495076408
932,34.58358417888875
933,34.577275051451835
934,34.57127759967628
935,34.56449380598754
936,34.55711352212845
937,34.55032420192343
938,34.544254231358096
939,34.53848341637617
940,34.53326150602736
941,34.52785027297614
942,34.522902435791224
943,34.516315463228025
944,34.510653529870595
945,34.50325369404122
946,34.49517028470119
947,34.4869806115603
948,34.479266528371504
949,34.47255213044927
950,34.467459388599565
951,34.46329168298172
952,34.45810071006366
953,34.4530628913333
954,34.44543910554792
955,34.43742686539638
956,34.429223815168065
957,34.4225211236702
958,34.41601330140974
959,34.40832555371593
960,34.40006832912914
961,34.39327398253427
962,34.38653502761963
963,34.37961994197127
964,34.37320450368825
965,34.36630182760729
966,34.36019720588068
967,34.35219325440343
968,34.344057800431756
969,34.335071856915576
970,34.3255154885307
971,34.31592680540627
972,34.30688373792182
973,34.30018663417367
974,34.29352388785551
975,34.288603458890535
976,34.282903031088786
977,34.27724656088236
978,34.270602699522016
979,34.26299379326895
980,34.25619169984148
981,34.24749733721326
982,34.238698199771044
983,34.228861003078876
984,34.21886800886628
985,34.21026029685599
986,34.20265762914614
987,34.1947822901771
988,34.18708164136039
989,34.1797106293979
990,34.17393239133908
991,34.16626677989302
992,34.157689336385495
993,34.147845300635
994,34.13697249897426
995,34.12721213003812
996,34.118243496120584
997,34.11055964412414
998,34.10480562273963
999,34.099502306292756
1000,34.09450610680844
1001,34.08936431802495
1002,34.08268779715103
1003,34.074851982917494
1004,34.067270697223734
1005,34.06053158533846
1006,34.05308316755977
1007,34.0450217175579
1008,34.03490350896633
1009,34.025866744830196
1010,34.017805967959106
1011,34.01033248089474
1012,34.00277164489923
1013,33.99470385134066
1014,33.988217922000295
1015,33.97941620061863
1016,33.97073007032961
1017,33.96214113224444
1018,33.95291423346484
1019,33.94482716225177
1020,33.93626176994525
1021,33.92790155529452
1022,33.921242301083794
1023,33.91588469943275
1024,33.90983467403326
1025,33.90372657995493
1026,33.897655213102034
1027,33.890653188008294
1028,33.88428184778215
1029,33.87760717893347
1030,33.870839048184266
1031,33.86429535536915
1032,33.857640040816115
1033,33.85130094030744
1034,33.844798531213144
1035,33.83849937834391
1036,33.83211458004219
1037,33.82518404142898
1038,33.81824463524633
1039,33.811088603098185
1040,33.80493905482185
1041,33.798676567374926
1042,33.79096365134377
1043,33.783680384169514
1044,33.776513303399156
1045,33.77014174773457
1046,33.76398811895622
1047,33.758093844828934
1048,33.75212952996087
1049,33.74693254079328
1050,33.741403519309145
1051,33.73358019015784
1052,33.725312316739476
1053,33.71732605947898
1054,33.70951590577472
1055,33.70244871890989
1056,33.69594383403642
1057,33.689277402945024
1058,33.68288122867488
1059,33.67723961852157
1060,33.67105513978326
1061,33.66393736346016
1062,33.656515158973846
1063,33.64891820998382
1064,33.642478018311316
1065,33.63524870381873
1066,33.62728649087458
1067,33.61941147281134
1068,33.61057965811966
1069,33.60204784661224
1070,33.59642611279533
1071,33.590286063405976
1072,33.58407423764123
1073,33.57668642248814
1074,33.567750784967245
1075,33.558960042412
1076,33.54946340155435
1077,33.53998895331356
1078,33.530536645827894
1079,33.52110642735681
1080,33.51169824628071
1081,33.502839689379215
1082,33.49513630267225
1083,33.487722460728286
1084,33.47983863643314
1085,33.47151263727433
1086,33.46380840390732
1087,33.45547853561473
1088,33.44659405232143
1089,33.43735999856203
1090,33.428147523782016
1091,33.41895657755363
1092,33.409787109567
1093,33.40063906962982
1094,33.39245392563971
1095,33.38574054912225
1096,33.37949124567203
1097,33.37254664834775
1098,33.36453939299915
1099,33.35549709205458
1100,33.346475921983895
1101,33.33747583340656
1102,33.329465633478264
1103,33.320505296095185
1104,33.31156589804607
1105,33.30364837433673
1106,33.29553851013786
1107,33.28922724869363
1108,33.28330415646724
1109,33.27700292966625
1110,33.272023580279054
1111,33.26534991389538
1112,33.25858784531358
1113,33.250751069855994
1114,33.24197467984733
1115,33.23543622657783
1116,33.226695625692315
1117,33.217975450640466
1118,33.20927565368933
1119,33.20059618721751
1120,33.191937003714884
1121,33.18329805578235
1122,33.1746792961316
1123,33.166080677584795
1124,33.157502153074375
1125,33.14894367564277
1126,33.14408575273055
1127,33.13841041028466
1128,33.13241679348853
1129,33.12772875315869
1130,33.12350846768344
1131,33.11966033850812
1132,33.11535603060335
1133,33.11088162900059
1134,33.10749371529769
1135,33.10127579075025
1136,33.094490080831505
1137,33.08607885575972
1138,33.07768728680615
1139,33.069315328036595
1140,33.06096293362416
1141,33.052630057849086
1142,33.04431665509845
1143,33.036022679865894
1144,33.02774808675143
1145,33.01949283046116
1146,33.01125686580702
1147,33.00304014770656
1148,32.99484263118268
1149,32.98666427136337
1150,32.98294539025582
1151,32.97916785819826
1152,32.97386797143787
1153,32.969674616625916
1154,32.96487077263346
1155,32.96036041982272
1156,32.95565425282104
1157,32.95088813530684
1158,32.94281249236404
1159,32.93475572132051
1160,32.92671777807469
1161,32.918698618628035
1162,32.91069819908488
1163,32.902716475652085
1164,32.89475340463889
1165,32.88680894245662
1166,32.87888304561845
1167,32.87097567073919
1168,32.86308677453505
1169,32.85521631382336
1170,32.847364245522385
1171,32.83953052665106
1172,32.83171511432877
1173,32.823917965775095
1174,32.81961350251757
1175,32.81509017119523
1176,32.81034097045599
1177,32.80680703956779
1178,32.80362624144393
1179,32.80009328063343
1180,32.79791944337909
1181,32.79529803754346
1182,32.787585991737615
1183,32.77989196814409
1184,32.772215924646915
1185,32.764557819228585
1186,32.75691760996973
1187,32.749295255049
1188,32.741690712742724
1189,32.73410394142478
1190,32.72653489956629
1191,32.718983545735426
1192,32.71144983859721
1193,32.703933736913235
1194,32.69643519954147
1195,32.68895418543602
1196,32.68149065364692
1197,32.674044563319896
1198,32.672218749100026
1199,32.670423580385396
1200,32.66826211882396
1201,32.6664693117953
1202,32.66519243856972
1203,32.66492570326423
1204,32.66450414349597
1205,32.663627731856835
1206,32.66252401885104
1207,32.66164994606674
1208,32.66124269434845
1209,32.66103164580046
1210,32.66011654045468
1211,32.65967956396619
1212,32.659186021082974
1213,32.65848061486548
1214,32.65766558108046
1215,32.65740045172012
1216,32.656581824989544
1217,32.65524233188583
1218,32.653902917975074
1219,32.65234821462691
1220,32.651893153963755
1221,32.652223498061375
1222,32.652432374323716
1223,32.65163447695497
1224,32.651887845702426
1225,32.651526152880265
1226,32.6508348517161
1227,32.649352099586004
1228,32.64842403200991
1229,32.64779710755787
1230,32.64766774194613
1231,32.64811948514486
1232,32.646780492348114
1233,32.648066488165355
1234,32.64836416319318
1235,32.64855439348315
1236,32.64759687582139
1237,32.646488632224255
1238,32.646273862532176
1239,32.645888790921035
1240,32.64567139816651
1241,32.644186632668145
1242,32.64284787238789
1243,32.64150919125727
1244,32.64174640959095
1245,32.64216508663512
1246,32.6412925624704
1247,32.64058972117216
1248,32.640326492683315
1249,32.64066404541403
1250,32.642085654970415
1251,32.64307351215703
1252,32.64421753999223
1253,32.64542032459493
1254,32.638058526704015
1255,32.63071393253411
1256,32.62338650188201
1257,32.61607619463844
1258,32.60878297078784
1259,32.6015067904082
1260,32.594247613670774
1261,32.587005400839885
1262,32.57978011227275
1263,32.5725717084192
1264,32.56538014982148
1265,32.55820539711408
1266,32.55104741102345
1267,32.543906152367825
1268,32.53678158205702
1269,32.535449171733944
1270,32.535782800275165
1271,32.53631298462842
1272,32.53737838749454
1273,32.53713284816838
1274,32.53839756774116
1275,32.53960671092865
1276,32.54030140198526
1277,32.5414983698037
1278,32.540165680616646
1279,32.53883307022029
1280,32.53750053860999
1281,32.53616808578107
1282,32.534835711728874
1283,32.53350341644875
1284,32.532171199936045
1285,32.53083906218609
1286,32.52950700319424
1287,32.52817502295582
1288,32.5268431214662
1289,32.519758425602895
1290,32.512690285903304
1291,32.51135929989593
1292,32.51002839257856
1293,32.50869756394655
1294,32.508650402231446
1295,32.508248815886
1296,32.507300805804014
1297,32.507023959674626
1298,32.50749302988528
1299,32.507852260148056
1300,32.508348600843064
1301,32.50955125662777
1302,32.508220456204796
1303,32.506889734460856
1304,32.505559091391305
1305,32.50422852699147
1306,32.50289804125673
1307,32.50156763418241
1308,32.50023730576387
1309,32.49890705599646
1310,32.49757688487553
1311,32.49624679239643
1312,32.49491677855451
1313,32.49358684334512
1314,32.48657986378693
1315,32.48525042146918
1316,32.48392105775018
1317,32.48259177262527
1318,32.48406056345567
1319,32.48529585731283
1320,32.48618463541713
1321,32.48756356859755
1322,32.48873367670328
1323,32.49050089924342
1324,32.4931629636863
1325,32.49590222818915
1326,32.49457223471841
1327,32.48756295240775
1328,32.48057005002754
1329,32.47359348929967
1330,32.46663323203546
1331,32.46530496899427
1332,32.46397678448209
1333,32.4626486784943
1334,32.461320651026234
1335,32.459992702073265
1336,32.45306422836963
1337,32.44615194575552
1338,32.43925581639412
1339,32.43237580253704
1340,32.43104956484949
1341,32.42972340557122
1342,32.43020503111941
1343,32.42981242851871
1344,32.42865117419227
1345,32.42783600681203
1346,32.427763415851345
1347,32.428457115224084
1348,32.42865256841553
1349,32.428972424576195
1350,32.427646388101756
1351,32.42079350421598
1352,32.41395663477455
1353,32.40713574235345
1354,32.40033078961612
1355,32.39900644648063
1356,32.39768218164241
1357,32.396357995096835
1358,32.39503388683927
1359,32.39370985686509
1360,32.38693627896198
1361,32.380178530173765
