,objective_terms
pv_investment_cost,5417.3273156628575
house_hp_investment_cost,0.0
power_market_cost,28473.85614555763
volume_tax_cost,8737.4263091757
grid_volume_tariff,16706.38410131604
aggregated_capacity_export_tariff,240.33341897432166
capacity_tariff,16397.16828261224
stes_investment_cost,31277.0
hp_investment_cost,4829.879096279661
