,stes_discharge_qc
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,3.5061097347755976
14,0.0
15,0.0
16,0.0
17,8.457216961991938
18,24.064226644667183
19,9.537323958836781
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,7.830092528313754
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,188.77725433425323
65,193.59261025800976
66,93.58770497998792
67,68.48931011015233
68,88.43130586148695
69,63.56368735972781
70,42.94762215262429
71,35.313731971689705
72,18.416650826334024
73,8.727143322467576
74,2.878574254149444
75,2.464238824172149
76,3.254335582713086
77,13.47367605586096
78,4.953859156099101
79,20.194774366073183
80,33.86857682136785
81,36.61248824877884
82,31.509138859678046
83,38.79595531508452
84,46.55076082592316
85,35.03415048961613
86,27.315022207881672
87,25.698594860485315
88,22.727920539563378
89,71.26735647249764
90,78.18532986738045
91,82.64917297081048
92,57.168563904841974
93,54.43316052448209
94,34.932747042319114
95,24.29734823241422
96,30.233743054237518
97,23.700774542327316
98,22.977133690129868
99,18.388122902792762
100,15.117489727448145
101,24.92590941294484
102,14.745278911462986
103,46.5408375830016
104,46.15659572202159
105,64.2880256687134
106,72.04003838407861
107,65.52418241093417
108,42.79850113750383
109,48.60270733514954
110,42.09109794975386
111,33.69426477069285
112,38.84874763156934
113,84.5173793283808
114,85.90878314444403
115,77.82473899521412
116,97.13481944629346
117,87.35335058201733
118,55.88976554178483
119,72.43465483927777
120,62.86844809369035
121,53.816988142848835
122,51.97629206671074
123,54.23523286102056
124,46.55490445707544
125,60.06540692206657
126,54.12064842314674
127,71.94732960707277
128,69.88400320336002
129,86.30882389419594
130,80.74248238994957
131,90.41159884630301
132,97.43631333305181
133,81.02687486068413
134,85.34035086829422
135,73.47800695815724
136,57.45847019487373
137,92.24674459054904
138,120.04252994747719
139,119.34466030556612
140,77.29753885379854
141,67.43752345143272
142,59.82923991491524
143,55.168519272915184
144,80.14484377611971
145,59.29334709873206
146,35.19635011205382
147,36.66897495848733
148,36.741637928819216
149,40.5173909924615
150,32.64706463496561
151,53.2711126973208
152,59.80839258931407
153,59.459213593303225
154,64.76997373366493
155,87.58893532711834
156,94.30104257465078
157,81.71744192796933
158,64.43493201107697
159,56.93475569184212
160,90.89556470990065
161,82.85440532200107
162,121.31095338903019
163,127.54889158520278
164,110.24282074629232
165,99.05444795225849
166,86.08662789764466
167,50.79185189742439
168,57.37646572040131
169,38.73331748361297
170,38.49118522124782
171,29.531083290840762
172,26.20321694079274
173,36.33965612050869
174,23.632120895631125
175,44.148982990562025
176,56.288468865389596
177,66.26901641714836
178,69.0206537416626
179,71.00436122587048
180,58.62167394716449
181,69.03758048909873
182,54.0447871127728
183,41.86145300023847
184,61.237717142739626
185,74.49215561731273
186,110.4001475579304
187,105.22503613490815
188,99.07869053419942
189,69.13315171478087
190,28.860165189444707
191,41.65321660422617
192,54.41517394532169
193,45.28401001453358
194,50.51588829012934
195,49.03613847109967
196,27.938935496750066
197,40.287913002442515
198,44.646137498210344
199,55.04322040798228
200,28.287716433452676
201,24.391105582109745
202,23.20526577934569
203,49.125132407030016
204,89.58471680448211
205,112.97600052385631
206,68.60508992452242
207,46.146637536191456
208,35.60766361509868
209,71.2371805233302
210,64.96620972526956
211,109.26096290504633
212,69.24070299636193
213,38.657269387624865
214,25.632438438286094
215,36.29312288287889
216,32.791639784293984
217,26.55524209609955
218,16.250745426260618
219,11.177050632972811
220,10.974772805957498
221,17.913599044548228
222,20.508083644352592
223,184.31581275024737
224,171.2532583292737
225,183.99768743391274
226,193.8940082096995
227,196.39904591710823
228,214.64807533575137
229,39.54543645661071
230,53.512106101310536
231,37.97815996847213
232,66.09160940630143
233,141.22386399096587
234,159.07340487438736
235,140.89431129794536
236,145.10130328181194
237,119.2726675707777
238,110.70101421479283
239,76.35445502752754
240,67.21337874465328
241,64.82628212455144
242,49.21386050052488
243,48.73144219927033
244,54.10714370904089
245,54.11684782319329
246,40.2370097108625
247,54.81269000012873
248,62.18295193482117
249,65.28289654584886
250,66.90948506623924
251,76.67599406764366
252,69.76066334626194
253,59.64957767705916
254,61.59696044364687
255,70.56652723313539
256,67.33413363453661
257,95.6824794892568
258,115.75235846688038
259,70.67112460083246
260,54.47452698893095
261,60.273236099082204
262,41.911810227158234
263,57.02588574417814
264,49.52427365996869
265,37.38280093926143
266,43.01533973395917
267,47.68113664847832
268,45.635581496327426
269,48.948144828728985
270,52.32267348501749
271,50.64216766309457
272,68.83414152223207
273,76.42284674474618
274,71.7056814203563
275,72.10555263910695
276,62.028767821209726
277,74.82118199668882
278,50.414135374343616
279,56.450903654399134
280,49.03322059658466
281,76.69392690685214
282,100.07328384291279
283,96.45498685624472
284,96.68836857775031
285,86.34463899790293
286,56.27789996455052
287,54.80658456377975
288,54.09094652933231
289,39.33551651051406
290,41.581919899417535
291,39.02976141729616
292,41.84931437768154
293,38.37492365392033
294,29.17161424265235
295,43.913061676796566
296,69.29745717835519
297,71.49448808748535
298,70.76488089037142
299,82.2943216105711
300,76.17336713876581
301,66.23395266190794
302,54.478718463383856
303,42.45818190270354
304,52.4194239751349
305,112.77884119528564
306,112.3503498513687
307,134.9503940537642
308,122.54613458634003
309,80.37470044625692
310,82.46252890327396
311,72.83699749035486
312,58.35458720154498
313,48.91928490989558
314,47.1266764703314
315,41.61557462624195
316,41.82239231667268
317,46.026440652419815
318,29.595731152438304
319,52.318850926092026
320,60.28057693299242
321,69.89337846011401
322,72.55510720168148
323,65.94420797183572
324,74.42447896282388
325,74.02141550557312
326,61.29836797255198
327,47.29740893018078
328,47.348742074182425
329,87.81423116024258
330,88.78673086076238
331,120.3699698472725
332,110.28257874273217
333,76.25790296695206
334,64.74563621781053
335,77.4696781758799
336,84.1558168586558
337,75.22884509531593
338,70.23346620194583
339,63.38718158712076
340,63.02475472130595
341,64.13360853116217
342,57.29128356912652
343,90.63783631991662
344,90.2172265624359
345,97.66383025772498
346,102.86651103477945
347,97.59235819475273
348,82.42072445945774
349,78.89129741367044
350,64.61332125310942
351,56.40213036902454
352,53.3521055071584
353,88.94396307436125
354,98.80108465965343
355,137.2292041823232
356,115.78559196963445
357,92.05696935107039
358,63.45127472087799
359,64.01903455667211
360,61.52750237098054
361,55.14308681598317
362,50.84808859335135
363,51.12003358348998
364,50.304813780985256
365,57.176495876183054
