,stes_soc
600,262377.9101841034
601,262337.3021906153
602,262308.82587108284
603,262275.6300495042
604,262244.7617013545
605,262211.1652151757
606,262178.8077006418
607,262122.13183725785
608,262049.67708239178
609,261795.46104253747
610,261537.1825213934
611,261276.69574404412
612,261023.69684645228
613,260789.1822306375
614,260731.29388908882
615,260698.03652826988
616,260645.93911390728
617,260430.2402066456
618,260191.65291134454
619,260118.7723043686
620,260037.73118559655
621,259947.96729487058
622,259866.48301585173
623,259779.26542399405
624,259686.18840896265
625,259609.97886370507
626,259544.7993744364
627,259475.94052438802
628,259404.4162218902
629,259331.57539361724
630,259263.10506952234
631,259180.64273804438
632,259091.31599418074
633,258996.65272821728
634,258885.13482164536
635,258779.24364134544
636,258693.64547955603
637,258615.1163890066
638,258539.65002408906
639,258487.86194345175
640,258424.6962747471
641,258334.7030926358
642,258245.09312998987
643,258167.51494920233
644,258084.21793525154
645,258007.29074000442
646,257932.94933656955
647,257842.93168451745
648,257755.31436177224
649,257670.8991358301
650,257602.3072246803
651,257542.72363415002
652,257483.56612077387
653,257412.50558166328
654,257357.62787857463
655,257120.32446140272
656,256876.22340782773
657,256622.0213043723
658,256367.8758057873
659,256103.00546369713
660,255852.19744088672
661,255599.4883662326
662,255360.81377474315
663,255141.9568259856
664,254914.48299193042
665,254667.20517081895
666,254418.24502194382
667,254159.15659146223
668,254060.05203711084
669,253965.37356805537
670,253864.2316165407
671,253775.01106311838
672,253690.84604836602
673,253623.7986276331
674,253552.12472513292
675,253479.7273808116
676,253407.51540404887
677,253326.14906031147
678,253078.78345655283
679,252832.3831323059
680,252575.98635091964
681,252296.49830353135
682,252012.92613698234
683,251731.88811384063
684,251457.48368653355
685,251199.25570670026
686,250946.44682736063
687,250702.4390658588
688,250449.7694908486
689,250180.74584072887
690,249918.70096087566
691,249651.92750374918
692,249390.06999493402
693,249298.77279465998
694,249204.72725007642
695,249098.20417087225
696,248984.83992064334
697,248881.5438041119
698,248783.36926454876
699,248690.2038993338
700,248602.72432000266
701,248512.93994682364
702,248412.22325019448
703,248146.91894930846
704,247894.55658113828
705,247639.46965215364
706,247377.7996353298
707,247117.36026068497
708,247001.37931385793
709,246910.88535318774
710,246825.25927293638
711,246746.22310769887
712,246671.52446280385
713,246414.40672213075
714,246299.1105652388
715,246169.86839704556
716,246075.67137833824
717,245967.25295918976
718,245866.63328415446
719,245772.1158594983
720,245693.39004863665
721,245607.22525136173
722,245532.0328961083
723,245456.41687797723
724,245376.76435610003
725,245289.7283936241
726,245204.76360709703
727,244956.1957056047
728,244724.29198233722
729,244483.2405706209
730,244236.41439674626
731,244134.0470075855
732,244014.34372963881
733,243909.0077891755
734,243823.27708521957
735,243746.07462760265
736,243669.5499730687
737,243585.25640516737
738,243460.8912080281
739,243340.20162866797
740,243233.48068448788
741,243127.3355491944
742,243026.71106767532
743,242911.41500975264
744,242814.96030149458
745,242739.48733846055
746,242662.91305277325
747,242576.53953237223
748,242485.9935379518
749,242393.20583266963
750,242306.94324984326
751,242213.98643205565
752,241977.83263055148
753,241867.90659301198
754,241745.59082443063
755,241511.63990195014
756,241387.161722089
757,241270.3277671285
758,241172.48133179484
759,241092.14197339435
760,240998.63511993046
761,240768.1971532213
762,240674.63235704906
763,240576.75313889497
764,240487.6448226299
765,240383.82543179434
766,240284.878689574
767,240180.94813739558
768,240070.1423152135
769,239974.50506717514
770,239880.35263216932
771,239790.2610296511
772,239708.67135461885
773,239620.81972364357
774,239545.0857493647
775,239462.25503976666
776,239376.56142561545
777,239278.80933027668
778,239186.79911665514
779,239072.38000908593
780,238959.7033741779
781,238870.38701105944
782,238784.54076846575
783,238704.92257808178
784,238636.79392407273
785,238561.33651266812
786,238474.62832164465
787,238388.71991008072
788,238306.98848745893
789,238213.74508858318
790,238143.4568479706
791,238064.7877237857
792,237980.48221032319
793,237903.40720679102
794,237835.99189969987
795,237771.8842739946
796,237711.34835945963
797,237640.89223846124
798,237582.48808187203
799,237508.8925764492
800,237422.9441942168
801,237340.46540584086
802,237257.29638987448
803,237161.52459652655
804,237075.61101659285
805,236994.1990587196
806,236930.08399471024
807,236870.90670841836
808,236816.67466517995
809,236744.64058160267
810,236657.87874711605
811,236563.59823747558
812,236477.33557776353
813,236381.62075301088
814,236282.5454143399
815,236164.48651698633
816,236049.0856418694
817,235944.47733089817
818,235847.44823748048
819,235747.47504284725
820,235647.28308879747
821,235552.46857602627
822,235465.6524155629
823,235261.2362375713
824,235057.78143518462
825,234855.2834870236
826,234653.73789297327
827,234535.2696844088
828,234445.58525781843
829,234361.01405105562
830,234283.2543352015
831,234212.83134817326
832,234151.58463253628
833,234079.11890713847
834,233979.62479464785
835,233877.21500855355
836,233770.6916368103
837,233660.97777121767
838,233556.13189955387
839,233446.5890970209
840,233333.29282152056
841,233226.45415829503
842,233128.5449946596
843,233044.61623137456
844,232957.9826781121
845,232865.215869478
846,232787.0438541703
847,232687.5652235808
848,232588.19096382195
849,232481.62616416044
850,232374.87941240214
851,232273.99174320578
852,232189.48044656287
853,232105.1655809663
854,232030.50350785645
855,231974.12694539342
856,231912.40028119096
857,231724.69515784053
858,231640.36885840783
859,231550.76078249034
860,231476.49698739266
861,231391.6023284366
862,231309.9195445462
863,231225.94175559032
864,231147.93938405588
865,231072.79590283261
866,230998.97619620035
867,230924.3246892779
868,230853.94831084818
869,230779.70292370248
870,230694.92861523214
871,230611.54649857036
872,230429.95933077708
873,230349.28549625492
874,230268.66200231353
875,230183.1307780834
876,230100.24643935237
877,230026.25639433422
878,229956.6601823639
879,229892.86125131912
880,229829.08374696664
881,229749.93100717472
882,229663.14060196138
883,229574.88647840612
884,229502.37008803507
885,229429.30792171462
886,229366.8035904634
887,229285.10962923424
888,229221.02200342304
889,229158.45198067487
890,229094.061255537
891,229032.5944379542
892,228970.92422151743
893,228905.7496146319
894,228837.48961826655
895,228769.83219099895
896,228710.70770801452
897,228654.9806589217
898,228592.65834567253
899,228522.2598506839
900,228449.67298213957
901,228364.52551769276
902,228285.56523289433
903,228237.6231979821
904,228177.00499220358
905,228092.2451167269
906,228001.37159332
907,227904.09874795945
908,227815.87564095127
909,227706.15113337093
910,227605.14766619646
911,227511.03015685102
912,227415.5905496679
913,227345.54879541445
914,227282.54931366787
915,227222.37027964916
916,227166.7058478549
917,227100.50508767538
918,227051.95003701153
919,226981.2326514626
920,226901.72128954128
921,226818.5522514876
922,226726.0623870318
923,226630.71563861062
924,226537.7052479912
925,226462.05998501927
926,226401.23281484647
927,226338.51633915785
928,226286.17238333743
929,226233.1073877141
930,226165.79067706648
931,226084.27566826754
932,226022.1198749564
933,225949.08919428635
934,225879.8311065313
935,225801.05405656644
936,225715.05620163318
937,225636.21172441624
938,225566.07474956464
939,225499.55881387243
940,225439.68714514768
941,225377.52346960516
942,225320.96897664331
943,225244.5724239152
944,225179.37325820958
945,225093.13644510938
946,224998.62467291718
947,224902.8262981413
948,224812.7846888221
949,224734.8440498891
950,224676.53337917727
951,224629.42007424534
952,224569.91983152143
953,224512.27328251387
954,224423.3232277558
955,224329.6706439946
956,224233.70802154258
957,224155.90704236928
958,224080.46470495206
959,223990.73905229312
960,223894.11958325197
961,223815.20805078745
962,223736.96677636867
963,223656.59317003988
964,223582.26755810913
965,223502.0436507456
966,223431.47996960496
967,223337.92455170362
968,223242.7770166574
969,223137.33398863915
970,223024.98565637265
971,222912.24586457267
972,222806.11048937196
973,222728.37284076866
974,222651.0508306922
975,222594.81940062554
976,222529.14580279516
977,222464.00406379308
978,222386.90965536682
979,222298.13307047175
980,222219.12272683007
981,222117.20610812085
982,222014.0209056377
983,221898.26966313692
984,221780.63219325314
985,221679.76334235162
986,221591.06032502407
987,221499.05633975912
988,221409.16671637978
989,221323.2670942664
990,221256.64781444462
991,221167.18153382314
992,221066.6772109321
993,220950.84044693396
994,220817.8802143646
995,220703.05592274724
996,220597.8153339181
997,220508.1268133116
998,220441.79872052048
999,220380.92618348845
1000,220323.77106695838
1001,220264.8533417934
1002,220187.35736293328
1003,220095.82782014483
1004,220007.37908757522
1005,219929.12464339248
1006,219842.2837557193
1007,219748.02181525776
1008,219628.86243543116
1009,219522.79370244895
1010,219428.5390623141
1011,219341.39332224682
1012,219253.189952026
1013,219158.8495671294
1014,219083.65745576055
1015,218980.43230757085
1016,218878.6061155058
1017,218777.95616123697
1018,218669.58338277083
1019,218575.00799055555
1020,218474.64222452807
1021,218376.75986689504
1022,218299.4674458314
1023,218237.93133597
1024,218168.01315566603
1025,218097.391798301
1026,218027.21477252973
1027,217945.7718287996
1028,217871.9630951852
1029,217794.4822974143
1030,217715.86987979736
1031,217639.97403498687
1032,217562.7267458957
1033,217489.30698519704
1034,217413.91011035178
1035,217340.97340532055
1036,217266.99970295507
1037,217186.4195306835
1038,217105.73175482758
1039,217022.42144943864
1040,216951.29441876212
1041,216878.80000021553
1042,216788.74781580447
1043,216703.89628370284
1044,216620.45092931326
1045,216546.63518308662
1046,216475.45719721785
1047,216407.41845904384
1048,216338.53162326754
1049,216278.9330522796
1050,216215.31496929794
1051,216123.92392885746
1052,216027.15138786146
1053,215933.78755058622
1054,215842.5551844366
1055,215760.31619982744
1056,215684.8836469478
1057,215607.49531219396
1058,215533.37819159456
1059,215468.39485208728
1060,215396.8398127017
1061,215313.98690536912
1062,215227.44861706428
1063,215138.79477206597
1064,215064.14326547
1065,214979.93913128975
1066,214886.8629606245
1067,214794.84201751344
1068,214691.23873287934
1069,214591.26672256563
1070,214526.52107324987
1071,214455.50093987773
1072,214383.61169691492
1073,214297.48678938253
1074,214192.6251487708
1075,214089.51718873353
1076,213985.63363558333
1077,213882.2386499953
1078,213779.32993422105
1079,213676.90520131867
1080,213574.96217510168
1081,213473.4985900887
1082,213383.54860611187
1083,213297.10330817223
1084,213204.96858504694
1085,213107.48104318464
1086,213017.51973363518
1087,212919.98481382587
1088,212821.6016075924
1089,212723.6811006195
1090,212626.2211168182
1091,212529.21949033384
1092,212432.67406549773
1093,212336.58269677946
1094,212240.94324873906
1095,212162.97026077876
1096,212090.61464291404
1097,212009.8422043312
1098,211916.20597663612
1099,211822.54357330702
1100,211729.32166715647
1101,211636.53818651263
1102,211544.19106944674
1103,211452.27826372746
1104,211360.79772677508
1105,211269.74742561622
1106,211179.12533683865
1107,211106.01252914756
1108,211037.59827599794
1109,210964.60643510002
1110,210907.61573374
1111,210830.11499922225
1112,210751.5438946915
1113,210663.35893314076
1114,210583.2800637403
1115,210507.41349828066
1116,210436.40655927814
1117,210361.50276221757
1118,210303.00712752028
1119,210250.22895003427
1120,210199.66582472215
1121,210114.07636279645
1122,210028.88943075627
1123,209944.10313549114
1124,209893.6083366369
1125,209847.89518717094
1126,209792.34782864247
1127,209726.9053277689
1128,209657.60985420502
1129,209604.11820099197
1130,209556.28850801944
1131,209512.9635545544
1132,209464.11630689297
1133,209413.20983433106
1134,209375.45511892028
1135,209303.44275622146
1136,209224.5570721114
1137,209149.03477091776
1138,209081.8429151406
1139,209056.53500802716
1140,208987.80179169064
1141,208921.29354385808
1142,208850.96804248067
1143,208806.19326459605
1144,208727.15734720157
1145,208648.49313817007
1146,208570.19888934566
1147,208492.27286079404
1148,208414.71332076384
1149,208371.8355063297
1150,208330.0462394927
1151,208287.54677525698
1152,208226.61890520834
1153,208179.0854201214
1154,208124.16170337395
1155,208072.79047693452
1156,208019.04867744577
1157,207964.58093969067
1158,207889.5031510797
1159,207814.77845562968
1160,207740.40519273255
1161,207666.38170959018
1162,207592.70636117755
1163,207535.13419960585
1164,207496.4734353446
1165,207438.31325922537
1166,207365.71052378585
1167,207293.44924125567
1168,207221.52780577127
1169,207149.94461902152
1170,207078.69809021213
1171,207007.78663603042
1172,206937.20868061003
1173,206866.96265549597
1174,206818.05616627552
1175,206766.5000393242
1176,206712.2095207888
1177,206672.62967209192
1178,206637.324292184
1179,206597.75574748474
1180,206574.63924095224
1181,206546.10468635242
1182,206477.69803541483
1183,206409.61310307146
1184,206341.84837626983
1185,206274.4023490734
1186,206212.2591984155
1187,206158.41074109267
1188,206103.43112627367
1189,206051.53789655835
1190,205985.4572085233
1191,205919.68730000703
1192,205854.22670940388
1193,205789.07398198213
1194,205724.22766985174
1195,205659.68633193208
1196,205595.44853392005
1197,205563.44775969483
1198,205544.51419259468
1199,205525.95138825217
1200,205502.95438818057
1201,205484.41976394918
1202,205472.13807040112
1203,205471.98341109563
1204,205469.97067801753
1205,205462.4995407755
1206,205452.30060101033
1207,205444.8571555817
1208,205443.01537686653
1209,205443.5278546638
1210,205435.59147127374
1211,205433.3924477257
1212,205430.51444565275
1213,205425.09390124134
1214,205418.35764164408
1215,205418.2200497129
1216,205411.44030926356
1217,205410.51658308934
1218,205406.81281201533
1219,205391.15577459644
1220,205388.73682076548
1221,205395.74254227022
1222,205401.29047560165
1223,205394.75695003953
1224,205400.83843277753
1225,205399.53900181304
1226,205394.28408991036
1227,205379.4965604692
1228,205371.40007793097
1229,205366.9171265753
1230,205368.40469793454
1231,205376.865396497
1232,205394.98126983503
1233,205413.45082062643
1234,205420.060357315
1235,205425.3803829241
1236,205416.92725785295
1237,205406.66523515413
1238,205407.12471145877
1239,205405.54038557154
1240,205405.9680251561
1241,205391.15174715192
1242,205387.4996509349
1243,205379.91367774204
1244,205385.79503757582
1245,205393.8537272799
1246,205386.4178295955
1247,205381.01794088873
1248,205380.8932221343
1249,205387.9776985373
1250,205408.0706832203
1251,205422.95847638304
1252,205439.7201500402
1253,205457.18673914607
1254,205393.90130297942
1255,205330.91350017564
1256,205268.22193095577
1257,205205.82520212414
1258,205143.72192703726
1259,205081.9107255731
1260,205020.3902241004
1261,205008.4351310402
1262,204947.2601875602
1263,204886.37295173065
1264,204825.77207045365
1265,204765.4561969948
1266,204705.4239909536
1267,204645.67411823338
1268,204633.74087551635
1269,204621.80832864746
1270,204628.81557216222
1271,204638.18131351273
1272,204653.96950702934
1273,204654.02622946128
1274,204672.2058811727
1275,204689.71845344082
1276,204701.0574367874
1277,204718.42357293516
1278,204744.3534866369
1279,204752.20677085943
1280,204740.26731603956
1281,204728.32855742995
1282,204730.86573411874
1283,204726.34899848822
1284,204716.77494284726
1285,204721.42308895747
1286,204727.764584456
1287,204732.60728673916
1288,204743.64255334716
1289,204731.70359792162
1290,204719.76533867719
1291,204707.82777557327
1292,204695.89090856927
1293,204693.6320181342
1294,204696.04661123917
1295,204694.20793452172
1296,204685.8119952731
1297,204685.46984046305
1298,204694.0785052742
1299,204701.36892151067
1300,204710.30449267646
1301,204727.71567600346
1302,204751.72568290823
1303,204768.09002874538
1304,204780.88048094284
1305,204786.49636186103
1306,204774.5549075559
1307,204762.6141495776
1308,204750.6740878855
1309,204738.73472243905
1310,204763.25799922665
1311,204795.72197448404
1312,204835.2707416081
1313,204823.32644318466
1314,204811.3828412539
1315,204799.43993577515
1316,204787.49772670786
1317,204775.55621401142
1318,204796.13893953094
1319,204813.91954320425
1320,204827.54179741602
1321,204847.0457487557
1322,204864.04364018672
1323,204888.206743798
1324,204923.10779502185
1325,204958.9351004505
1326,204946.9835909447
1327,204886.09765595762
1328,204825.49806940515
1329,204765.18348458174
1330,204774.19516380524
1331,204794.23611340256
1332,204818.15343695527
1333,204839.30965058907
1334,204865.50478628837
1335,204853.55872486555
1336,204841.6133600382
1337,204781.2229845047
1338,204721.1166267744
1339,204709.17898487454
1340,204697.2420390792
1341,204685.3057893478
1342,204694.010286197
1343,204692.22387937887
1344,204681.21347748477
1345,204674.35593711835
1346,204676.40913533367
1347,204687.6576463242
1348,204692.92703937044
1349,204699.68909944588
1350,204687.75270702215
1351,204628.0859428966
1352,204568.6997934074
1353,204509.59293881524
1354,204450.76406558757
1355,204438.8421884125
1356,204426.9210064227
1357,204415.0005195776
1358,204403.08072783667
1359,204391.1616311594
1360,204379.24322950523
1361,204321.02739499038
1362,204263.08535134507
1363,204205.4158109224
1364,204193.50824042773
1365,204181.60136428417
