,objective_terms
power_market_cost,90682.6086988241
volume_tax_cost,14232.49052898752
grid_volume_tariff,28566.89224946748
connection_cost,9958.716
individual_capacity_tariff,0.0
aggregated_capacity_export_tariff,4869.429005869119
aggregated_capacity_import_tariff,13065.176332776933
pv_investment_cost,10725.455700986995
house_hp_investment_cost,0.0
stes_investment_cost,0.0
hp_investment_cost,0.0
