ID,Q_Age,Q_Gender,Q_City,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q8_15,Q9,Q10,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q14,Q15,Q16,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q27_10,Q28,Q29,Q30,Q31,Q32
6912,22,2,7,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,2,NA,NA,NA,NA,2,NA,NA,NA,1,4,4,4,3,1,2,NA,1,0,0,0,0,0,0,0,0,0,4,2,NA,NA,1
6913,47,2,6,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,6,3,NA,NA,NA,1,NA,2,NA,NA,4,5,5,4,5,1,2,NA,1,1,0,0,0,0,0,0,0,0,1,1,2,NA,6
6914,33,1,5,1,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,1,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,3,2,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,0,0,0,0,1,2,6,4,NA,1,1,NA,NA,2,NA,NA,6,5,5,1,7,1,2,NA,1,1,1,0,0,0,0,0,0,0,1,1,1,1,3
6917,26,2,5,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,0,0,0,0,2,2,5,2,NA,NA,NA,NA,2,NA,NA,NA,3,5,3,3,4,2,NA,NA,1,1,1,0,0,0,0,0,0,0,1,2,NA,NA,2
6918,45,1,4,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,1,2,4,4,0,0,2,0,0,2,NA,NA,6,5,6,2,5,1,2,NA,1,1,1,0,0,0,0,0,0,0,1,2,NA,NA,6
6921,22,2,4,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,1,0,0,0,0,0,2,1,6,2,NA,NA,NA,2,NA,NA,NA,NA,5,3,1,4,3,2,NA,NA,1,0,0,0,0,0,1,0,0,0,6,2,NA,NA,6
6925,29,1,4,2,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,6,3,9,1,NA,NA,NA,NA,1,NA,NA,NA,1,3,3,4,3,2,NA,NA,1,0,0,0,0,0,0,0,0,0,4,2,NA,NA,6
6926,49,1,5,1,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0,0,1,0,0,1,1,8,2,NA,NA,1,NA,NA,1,NA,NA,1,5,3,4,4,1,2,NA,0,0,0,0,0,0,1,0,0,0,1,2,NA,NA,1
6927,39,1,5,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,2,1,5,4,1,NA,NA,1,NA,2,NA,NA,6,3,4,3,5,2,NA,NA,1,1,0,0,0,0,0,0,0,0,1,2,NA,NA,1
6929,41,2,5,1,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,2,2,6,2,NA,NA,1,NA,NA,1,NA,NA,5,4,3,2,6,1,2,NA,1,1,1,0,1,0,0,0,0,0,1,2,NA,NA,1
6931,49,2,5,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,1,6,4,NA,NA,NA,2,NA,1,1,NA,6,3,7,1,6,1,2,NA,1,1,1,0,0,0,0,0,0,0,1,2,NA,NA,1
6932,36,2,5,1,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,0,0,0,0,1,1,5,5,NA,NA,2,NA,NA,2,NA,1,6,5,5,1,9,1,1,2,1,1,1,0,1,0,0,0,0,0,1,1,1,3,1
6933,25,2,6,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,0,0,0,0,0,1,1,6,2,NA,NA,NA,NA,2,NA,NA,NA,6,3,8,1,10,2,NA,NA,1,1,0,0,0,0,0,0,0,0,6,2,NA,NA,6
6935,31,1,6,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,1,4,1,NA,NA,NA,NA,NA,1,NA,NA,1,5,3,2,3,2,NA,NA,1,0,0,0,1,0,0,0,0,0,1,2,NA,NA,6
6936,30,2,6,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,0,0,1,1,9,4,1,NA,1,NA,NA,2,NA,NA,6,4,5,1,7,1,2,NA,1,1,0,0,0,0,0,0,0,0,1,2,NA,NA,1
6937,49,1,5,2,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,2,3,3,2,NA,NA,NA,NA,NA,1,1,NA,4,4,5,3,6,1,2,NA,0,1,0,0,0,0,0,0,0,0,1,1,2,NA,1
6939,32,2,4,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,1,1,5,1,NA,NA,NA,NA,NA,1,NA,NA,5,1,2,4,1,1,2,NA,0,0,0,0,0,0,1,0,0,0,3,2,NA,NA,2
6940,21,2,7,2,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,9,4,NA,NA,1,1,NA,NA,2,NA,6,3,8,4,10,1,2,NA,0,0,0,0,0,0,0,0,0,1,6,2,NA,NA,6
6941,29,2,4,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,4,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,2,4,1,NA,NA,NA,NA,1,NA,NA,NA,2,4,3,4,3,1,2,NA,1,0,0,0,0,0,0,0,0,0,4,2,NA,NA,2
6943,27,2,5,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,0,1,0,0,5,2,6,2,NA,NA,NA,NA,2,1,NA,NA,1,4,3,3,7,1,1,2,0,1,1,0,0,0,0,0,0,0,1,2,NA,NA,3
6944,38,2,6,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,2,2,3,1,NA,NA,NA,NA,NA,1,NA,NA,6,4,3,3,2,2,NA,NA,1,0,0,0,0,0,0,0,0,0,6,2,NA,NA,2
6946,26,2,6,1,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,2,7,3,NA,NA,1,NA,2,NA,NA,NA,6,3,7,3,4,2,NA,NA,1,1,0,0,0,0,0,0,0,0,6,2,NA,NA,6
6947,29,1,5,1,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,1,2,6,5,NA,NA,NA,NA,5,NA,NA,NA,6,4,7,3,10,2,NA,NA,1,0,0,0,0,0,0,0,0,0,6,2,NA,NA,3
6948,28,2,7,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,9,2,NA,NA,NA,NA,1,1,NA,NA,3,5,3,5,2,2,NA,NA,1,0,0,0,0,0,0,1,0,0,6,2,NA,NA,5
6949,38,2,7,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,5,3,NA,NA,1,NA,NA,2,NA,NA,1,4,5,3,8,1,2,NA,0,0,1,0,1,0,0,0,0,0,1,1,1,2,1
6952,20,2,5,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,2,4,4,NA,NA,NA,4,NA,NA,NA,NA,6,3,7,4,10,2,NA,NA,1,0,0,0,0,0,0,0,0,0,1,2,NA,NA,2
6954,47,2,4,1,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,3,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,2,3,9,1,NA,NA,NA,NA,NA,1,NA,NA,1,4,3,4,3,1,2,NA,1,1,0,0,0,0,0,0,1,0,5,2,NA,NA,1
6956,44,2,4,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,1,2,5,1,0,0,0,0,0,1,0,0,6,5,4,4,5,1,2,NA,0,0,0,0,0,0,0,1,0,0,4,2,NA,NA,1
6957,37,2,6,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,4,2,NA,NA,1,NA,NA,1,NA,NA,1,4,4,1,4,2,NA,NA,1,0,1,0,0,0,0,0,0,0,1,2,NA,NA,1
6959,45,2,6,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,1,6,3,NA,NA,NA,2,NA,1,1,NA,1,4,5,3,7,1,2,NA,0,0,1,0,0,0,0,0,0,0,2,2,NA,NA,6
6961,35,2,6,1,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3,2,8,2,NA,NA,NA,NA,NA,2,NA,NA,6,5,4,4,4,2,NA,NA,1,1,0,0,0,0,0,0,0,0,1,2,NA,NA,3
6962,38,2,5,1,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,1,4,6,NA,NA,3,1,NA,2,NA,NA,5,4,5,1,8,1,2,NA,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
6967,40,1,4,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,1,5,3,1,NA,NA,NA,NA,2,NA,NA,6,4,4,4,4,1,2,NA,0,0,0,0,0,0,1,0,0,0,1,1,2,NA,1
6968,45,2,7,1,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,2,1,6,3,NA,NA,NA,1,NA,2,NA,NA,6,5,5,1,8,1,1,2,1,0,1,0,1,0,0,0,0,0,1,2,NA,NA,1
6970,29,2,6,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,1,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,1,1,0,0,0,1,2,3,2,NA,NA,NA,NA,1,1,NA,NA,2,4,3,1,7,2,NA,NA,1,0,1,0,1,0,0,1,0,0,6,2,NA,NA,2
6973,28,2,3,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,2,5,2,NA,NA,NA,NA,1,1,NA,NA,4,4,5,3,5,1,2,NA,1,0,0,0,1,0,0,0,0,0,1,2,NA,NA,1
6974,18,2,7,1,1,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,6,1,9,5,NA,NA,2,1,NA,2,NA,NA,6,5,8,1,10,1,2,NA,1,1,0,0,1,0,0,0,0,0,6,1,1,2,6
6976,46,2,4,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,1,0,0,0,0,2,1,6,2,NA,NA,NA,NA,NA,2,NA,NA,3,4,6,4,5,1,2,NA,0,1,0,0,0,0,0,1,0,0,6,2,NA,NA,2
6977,21,2,4,1,1,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,1,0,0,0,2,2,2,4,NA,NA,NA,4,NA,NA,NA,NA,6,3,8,4,3,2,NA,NA,1,1,0,0,0,0,0,0,0,0,6,2,NA,NA,3
6978,35,1,7,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,6,2,NA,1,NA,NA,NA,1,NA,NA,4,3,3,1,3,2,NA,NA,1,1,0,0,0,0,0,0,0,0,1,2,NA,NA,3
6979,45,2,7,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,0,0,0,0,2,1,5,2,NA,NA,NA,NA,NA,2,NA,NA,6,5,5,3,4,1,2,NA,0,1,1,0,0,0,0,0,0,0,1,2,NA,NA,1
6982,42,1,7,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,5,5,NA,NA,3,NA,NA,2,NA,NA,6,4,6,2,8,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,3,1
6983,25,1,7,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,2,3,1,NA,NA,NA,NA,1,NA,NA,NA,6,4,1,3,1,2,NA,NA,1,0,0,0,0,0,0,0,0,0,6,2,NA,NA,5
6984,28,1,5,2,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,5,2,NA,NA,NA,NA,2,NA,NA,NA,1,3,4,3,5,1,2,NA,0,0,0,0,0,0,1,0,0,0,6,2,NA,NA,6
6986,30,2,5,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,1,1,5,4,NA,NA,NA,NA,NA,4,NA,NA,5,5,6,3,4,2,NA,NA,1,1,0,0,1,1,0,0,0,0,1,2,NA,NA,1
6987,33,2,6,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,6,2,NA,NA,NA,NA,NA,2,NA,NA,3,5,6,3,5,1,2,NA,1,1,0,0,0,0,0,0,0,0,1,2,NA,NA,2
6988,36,1,5,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,2,9,2,NA,NA,NA,NA,NA,2,NA,NA,2,5,5,4,6,1,2,NA,1,1,0,0,0,0,0,0,0,0,1,2,NA,NA,6
6989,39,2,6,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,9,5,NA,NA,3,NA,NA,2,NA,NA,3,5,6,3,7,1,2,NA,1,1,0,0,1,0,0,0,0,0,1,1,4,NA,3
6990,43,1,7,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,3,1,2,4,NA,NA,1,1,NA,NA,NA,2,2,4,5,3,6,1,2,NA,1,0,0,0,1,0,0,0,0,0,2,1,2,NA,1
6993,40,2,5,2,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,2,7,1,NA,NA,NA,NA,NA,1,NA,NA,4,4,2,4,5,1,2,NA,1,1,0,0,0,0,0,0,0,0,1,2,NA,NA,1
6994,28,2,4,1,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,1,0,0,0,0,1,3,4,2,NA,NA,NA,NA,2,NA,NA,NA,5,5,5,4,4,1,2,NA,1,1,0,0,0,0,0,0,0,0,4,2,NA,NA,1
6996,23,2,6,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,1,2,6,1,NA,NA,NA,1,NA,NA,NA,NA,3,3,8,4,4,1,1,2,1,1,0,0,0,0,0,0,0,0,6,2,NA,NA,1
6997,26,2,4,1,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,2,2,6,1,NA,NA,NA,NA,1,NA,NA,NA,2,4,7,4,3,1,2,NA,0,0,0,0,0,0,1,0,0,0,6,2,NA,NA,1
