ID,City,Region,Price_area,Demand_data
1873,Trondheim,Trondheim,NO3,No
1875,Trondheim,Trondheim,NO3,No
1877,Trondheim,Trondheim,NO3,No
1880,Trondheim,Trondheim,NO3,No
1882,Asker,Oslo,NO1,Yes
1883,Trondheim,Trondheim,NO3,No
1888,Oslo,Oslo,NO1,No
1889,Trondheim,Trondheim,NO3,No
1892,Bergen,Bergen,NO5,No
1896,Bergen,Bergen,NO5,No
1898,Trondheim,Trondheim,NO3,No
1899,Tromsø,Tromsø,NO4,No
1900,Oslo,Oslo,NO1,No
1901,Bergen,Bergen,NO5,No
1902,Bergen,Bergen,NO5,No
1904,Trondheim,Trondheim,NO3,No
1905,Bærum,Oslo,NO1,No
1908,Asker,Oslo,NO1,No
1909,Trondheim,Trondheim,NO3,No
1911,Oslo,Oslo,NO1,Yes
1912,Oslo,Oslo,NO1,No
1918,Bergen,Bergen,NO5,No
1921,Trondheim,Trondheim,NO3,No
1922,Tromsø,Tromsø,NO4,No
1923,Bergen,Bergen,NO5,Yes
1926,Trondheim,Trondheim,NO3,No
1928,Oslo,Oslo,NO1,No
1931,Oslo,Oslo,NO1,No
1933,Oslo,Oslo,NO1,Yes
1935,Bergen,Bergen,NO5,No
1936,Oslo,Oslo,NO1,No
1937,Oslo,Oslo,NO1,Yes
1938,Oslo,Oslo,NO1,No
1939,Trondheim,Trondheim,NO3,No
1941,Oslo,Oslo,NO1,Yes
1945,Bergen,Bergen,NO5,Yes
1950,Trondheim,Trondheim,NO3,No
1951,Oslo,Oslo,NO1,No
1953,Lillestrøm,Oslo,NO1,No
1961,Oslo,Oslo,NO1,No
1963,Bergen,Bergen,NO5,No
1964,Bergen,Bergen,NO5,No
1965,Oslo,Oslo,NO1,No
1966,Bergen,Bergen,NO5,No
1967,Bergen,Bergen,NO5,No
1969,Oslo,Oslo,NO1,No
1970,Trondheim,Trondheim,NO3,No
1971,Oslo,Oslo,NO1,No
1974,Oslo,Oslo,NO1,No
1976,Asker,Oslo,NO1,Yes
1977,Bergen,Bergen,NO5,No
1978,Bergen,Bergen,NO5,Yes
1979,Oslo,Oslo,NO1,No
1980,Trondheim,Trondheim,NO3,No
1982,Trondheim,Trondheim,NO3,No
1983,Oslo,Oslo,NO1,No
1985,Bergen,Bergen,NO5,No
1988,Bergen,Bergen,NO5,No
1989,Oslo,Oslo,NO1,No
1990,Oslo,Oslo,NO1,No
1991,Bergen,Bergen,NO5,No
1992,Oslo,Oslo,NO1,No
1993,Oslo,Oslo,NO1,No
1994,Oslo,Oslo,NO1,No
1995,Oslo,Oslo,NO1,No
1996,Trondheim,Trondheim,NO3,No
1998,Oslo,Oslo,NO1,No
1999,Oslo,Oslo,NO1,No
2001,Oslo,Oslo,NO1,Yes
2002,Oslo,Oslo,NO1,Yes
2004,Oslo,Oslo,NO1,No
2005,Bergen,Bergen,NO5,No
2006,Bergen,Bergen,NO5,No
2010,Trondheim,Trondheim,NO3,No
2012,Oslo,Oslo,NO1,No
2015,Oslo,Oslo,NO1,Yes
2016,Trondheim,Trondheim,NO3,No
2017,Bergen,Bergen,NO5,No
2021,Lillestrøm,Oslo,NO1,Yes
2022,Bærum,Oslo,NO1,No
2025,Bærum,Oslo,NO1,No
2027,Oslo,Oslo,NO1,Yes
2028,Trondheim,Trondheim,NO3,No
2031,Oslo,Oslo,NO1,No
2033,Bærum,Oslo,NO1,No
2036,Bergen,Bergen,NO5,Yes
2037,Bærum,Oslo,NO1,Yes
2038,Trondheim,Trondheim,NO3,No
2039,Oslo,Oslo,NO1,Yes
2041,Bergen,Bergen,NO5,Yes
2042,Bergen,Bergen,NO5,No
2044,Bergen,Bergen,NO5,No
2045,Bergen,Bergen,NO5,No
2047,Bergen,Bergen,NO5,Yes
2054,Asker,Oslo,NO1,Yes
2061,Tromsø,Tromsø,NO4,No
2062,Bærum,Oslo,NO1,No
2063,Oslo,Oslo,NO1,No
2064,Oslo,Oslo,NO1,No
2068,Bærum,Oslo,NO1,Yes
2069,Bergen,Bergen,NO5,No
2072,Oslo,Oslo,NO1,Yes
2073,Oslo,Oslo,NO1,Yes
2074,Lillestrøm,Oslo,NO1,Yes
2079,Bergen,Bergen,NO5,No
2082,Trondheim,Trondheim,NO3,No
2084,Oslo,Oslo,NO1,No
2088,Oslo,Oslo,NO1,No
2090,Oslo,Oslo,NO1,No
2093,Oslo,Oslo,NO1,No
2096,Tromsø,Tromsø,NO4,No
2097,Trondheim,Trondheim,NO3,No
2102,Bærum,Oslo,NO1,No
2105,Bærum,Oslo,NO1,Yes
2106,Lillestrøm,Oslo,NO1,Yes
2108,Oslo,Oslo,NO1,No
2111,Bergen,Bergen,NO5,Yes
2114,Bergen,Bergen,NO5,No
2115,Oslo,Oslo,NO1,Yes
2116,Bergen,Bergen,NO5,No
2120,Bærum,Oslo,NO1,Yes
2121,Trondheim,Trondheim,NO3,No
2132,Oslo,Oslo,NO1,Yes
2138,Oslo,Oslo,NO1,Yes
2139,Oslo,Oslo,NO1,No
2140,Bergen,Bergen,NO5,No
2144,Bergen,Bergen,NO5,No
2149,Trondheim,Trondheim,NO3,No
2151,Bergen,Bergen,NO5,No
2154,Oslo,Oslo,NO1,No
2155,Trondheim,Trondheim,NO3,No
2156,Bærum,Oslo,NO1,No
2160,Oslo,Oslo,NO1,No
2163,Lillestrøm,Oslo,NO1,No
2165,Bergen,Bergen,NO5,No
2166,Bærum,Oslo,NO1,No
2168,Oslo,Oslo,NO1,No
2170,Bergen,Bergen,NO5,No
2172,Trondheim,Trondheim,NO3,No
2173,Trondheim,Trondheim,NO3,No
2175,Oslo,Oslo,NO1,Yes
2176,Tromsø,Tromsø,NO4,No
2180,Bergen,Bergen,NO5,No
2182,Bergen,Bergen,NO5,No
2185,Bergen,Bergen,NO5,No
2188,Oslo,Oslo,NO1,No
2192,Oslo,Oslo,NO1,No
2194,Oslo,Oslo,NO1,No
2197,Bergen,Bergen,NO5,Yes
2198,Oslo,Oslo,NO1,No
2199,Bergen,Bergen,NO5,No
2200,Oslo,Oslo,NO1,Yes
2201,Bergen,Bergen,NO5,No
2202,Bergen,Bergen,NO5,No
2207,Oslo,Oslo,NO1,No
2208,Tromsø,Tromsø,NO4,No
2209,Bærum,Oslo,NO1,Yes
2210,Oslo,Oslo,NO1,No
2215,Oslo,Oslo,NO1,No
2220,Trondheim,Trondheim,NO3,No
2221,Bergen,Bergen,NO5,No
2223,Oslo,Oslo,NO1,No
2227,Trondheim,Trondheim,NO3,No
2228,Trondheim,Trondheim,NO3,No
2229,Bergen,Bergen,NO5,No
2230,Oslo,Oslo,NO1,No
2231,Trondheim,Trondheim,NO3,No
2235,Trondheim,Trondheim,NO3,No
2241,Trondheim,Trondheim,NO3,No
2244,Oslo,Oslo,NO1,Yes
2249,Tromsø,Tromsø,NO4,No
2250,Bergen,Bergen,NO5,No
2253,Lillestrøm,Oslo,NO1,Yes
2256,Bergen,Bergen,NO5,No
2257,Asker,Oslo,NO1,No
2261,Oslo,Oslo,NO1,No
2262,Oslo,Oslo,NO1,No
2265,Trondheim,Trondheim,NO3,No
2266,Oslo,Oslo,NO1,No
2267,Trondheim,Trondheim,NO3,No
2270,Bergen,Bergen,NO5,No
2271,Bergen,Bergen,NO5,No
2272,Oslo,Oslo,NO1,No
2274,Oslo,Oslo,NO1,Yes
2277,Bergen,Bergen,NO5,No
2282,Tromsø,Tromsø,NO4,No
2283,Lillestrøm,Oslo,NO1,No
2285,Oslo,Oslo,NO1,Yes
2287,Oslo,Oslo,NO1,No
2292,Oslo,Oslo,NO1,Yes
2295,Trondheim,Trondheim,NO3,No
2296,Oslo,Oslo,NO1,No
2298,Asker,Oslo,NO1,No
2301,Trondheim,Trondheim,NO3,No
2302,Bergen,Bergen,NO5,No
2303,Oslo,Oslo,NO1,No
2305,Trondheim,Trondheim,NO3,No
2306,Lillestrøm,Oslo,NO1,No
2309,Bergen,Bergen,NO5,No
2312,Trondheim,Trondheim,NO3,No
2313,Bergen,Bergen,NO5,No
2320,Tromsø,Tromsø,NO4,No
2324,Lillestrøm,Oslo,NO1,No
2325,Bergen,Bergen,NO5,Yes
2327,Oslo,Oslo,NO1,No
2329,Bærum,Oslo,NO1,No
2331,Oslo,Oslo,NO1,Yes
2332,Lillestrøm,Oslo,NO1,No
2335,Oslo,Oslo,NO1,No
2336,Bergen,Bergen,NO5,No
2341,Bergen,Bergen,NO5,No
2343,Trondheim,Trondheim,NO3,No
2344,Bergen,Bergen,NO5,Yes
2346,Bærum,Oslo,NO1,Yes
2348,Oslo,Oslo,NO1,No
2349,Trondheim,Trondheim,NO3,No
2353,Oslo,Oslo,NO1,No
2354,Bergen,Bergen,NO5,Yes
2358,Oslo,Oslo,NO1,No
2359,Oslo,Oslo,NO1,Yes
2362,Oslo,Oslo,NO1,Yes
2366,Tromsø,Tromsø,NO4,No
2368,Bergen,Bergen,NO5,Yes
2369,Trondheim,Trondheim,NO3,No
2370,Trondheim,Trondheim,NO3,No
2371,Trondheim,Trondheim,NO3,No
2372,Oslo,Oslo,NO1,No
2373,Trondheim,Trondheim,NO3,No
2374,Tromsø,Tromsø,NO4,No
2375,Oslo,Oslo,NO1,No
2376,Oslo,Oslo,NO1,No
2377,Tromsø,Tromsø,NO4,No
2381,Oslo,Oslo,NO1,Yes
2382,Oslo,Oslo,NO1,Yes
2384,Oslo,Oslo,NO1,No
2385,Oslo,Oslo,NO1,Yes
2387,Bærum,Oslo,NO1,No
2388,Oslo,Oslo,NO1,No
2390,Tromsø,Tromsø,NO4,No
2391,Oslo,Oslo,NO1,Yes
2394,Trondheim,Trondheim,NO3,No
2395,Bergen,Bergen,NO5,Yes
2397,Oslo,Oslo,NO1,Yes
2398,Oslo,Oslo,NO1,No
2400,Oslo,Oslo,NO1,No
2401,Oslo,Oslo,NO1,No
2402,Bergen,Bergen,NO5,No
2403,Oslo,Oslo,NO1,No
2405,Trondheim,Trondheim,NO3,No
2406,Trondheim,Trondheim,NO3,No
2407,Oslo,Oslo,NO1,Yes
2416,Bergen,Bergen,NO5,No
2417,Oslo,Oslo,NO1,No
2419,Oslo,Oslo,NO1,Yes
2420,Oslo,Oslo,NO1,No
2424,Oslo,Oslo,NO1,No
2425,Trondheim,Trondheim,NO3,No
2426,Oslo,Oslo,NO1,No
2427,Bergen,Bergen,NO5,No
2428,Lillestrøm,Oslo,NO1,No
2429,Trondheim,Trondheim,NO3,No
2430,Lillestrøm,Oslo,NO1,No
2431,Oslo,Oslo,NO1,No
2432,Oslo,Oslo,NO1,No
2433,Trondheim,Trondheim,NO3,No
2438,Bergen,Bergen,NO5,No
2441,Trondheim,Trondheim,NO3,No
2445,Lillestrøm,Oslo,NO1,Yes
2447,Oslo,Oslo,NO1,Yes
2449,Trondheim,Trondheim,NO3,No
2450,Oslo,Oslo,NO1,No
2456,Bergen,Bergen,NO5,Yes
2458,Oslo,Oslo,NO1,No
2463,Lillestrøm,Oslo,NO1,No
2468,Oslo,Oslo,NO1,No
2469,Lillestrøm,Oslo,NO1,No
2470,Bergen,Bergen,NO5,Yes
2471,Oslo,Oslo,NO1,No
2472,Bergen,Bergen,NO5,No
2474,Trondheim,Trondheim,NO3,No
2475,Bergen,Bergen,NO5,Yes
2477,Bergen,Bergen,NO5,Yes
2478,Oslo,Oslo,NO1,Yes
2482,Bergen,Bergen,NO5,No
2484,Trondheim,Trondheim,NO3,No
2485,Bergen,Bergen,NO5,No
2487,Bergen,Bergen,NO5,No
2489,Bergen,Bergen,NO5,Yes
2490,Bergen,Bergen,NO5,No
2492,Oslo,Oslo,NO1,No
2493,Trondheim,Trondheim,NO3,No
2495,Trondheim,Trondheim,NO3,No
2497,Bergen,Bergen,NO5,Yes
2498,Oslo,Oslo,NO1,No
2499,Bergen,Bergen,NO5,No
2502,Oslo,Oslo,NO1,No
2504,Oslo,Oslo,NO1,Yes
2509,Oslo,Oslo,NO1,No
2510,Oslo,Oslo,NO1,Yes
2512,Bergen,Bergen,NO5,Yes
2513,Bergen,Bergen,NO5,Yes
2515,Oslo,Oslo,NO1,Yes
2517,Oslo,Oslo,NO1,No
2518,Trondheim,Trondheim,NO3,No
2520,Oslo,Oslo,NO1,No
2523,Tromsø,Tromsø,NO4,No
2526,Oslo,Oslo,NO1,No
2527,Trondheim,Trondheim,NO3,No
2528,Trondheim,Trondheim,NO3,No
2529,Oslo,Oslo,NO1,No
2530,Bergen,Bergen,NO5,Yes
2531,Trondheim,Trondheim,NO3,No
2532,Trondheim,Trondheim,NO3,No
2535,Bergen,Bergen,NO5,Yes
2536,Oslo,Oslo,NO1,No
2540,Tromsø,Tromsø,NO4,No
2543,Trondheim,Trondheim,NO3,No
2545,Trondheim,Trondheim,NO3,No
2552,Oslo,Oslo,NO1,Yes
2554,Bergen,Bergen,NO5,No
2555,Oslo,Oslo,NO1,Yes
2556,Trondheim,Trondheim,NO3,No
2557,Oslo,Oslo,NO1,No
2558,Bærum,Oslo,NO1,No
2559,Trondheim,Trondheim,NO3,No
2564,Oslo,Oslo,NO1,No
2565,Asker,Oslo,NO1,No
2568,Oslo,Oslo,NO1,No
2569,Asker,Oslo,NO1,Yes
2572,Oslo,Oslo,NO1,No
2573,Trondheim,Trondheim,NO3,No
2574,Oslo,Oslo,NO1,No
2575,Bergen,Bergen,NO5,Yes
2576,Bærum,Oslo,NO1,No
2577,Oslo,Oslo,NO1,No
2578,Bergen,Bergen,NO5,Yes
2579,Oslo,Oslo,NO1,No
2580,Oslo,Oslo,NO1,No
2581,Tromsø,Tromsø,NO4,No
2584,Oslo,Oslo,NO1,Yes
2586,Bergen,Bergen,NO5,No
2587,Bergen,Bergen,NO5,Yes
2588,Trondheim,Trondheim,NO3,No
2590,Tromsø,Tromsø,NO4,No
2591,Oslo,Oslo,NO1,Yes
2592,Trondheim,Trondheim,NO3,No
2593,Oslo,Oslo,NO1,No
2594,Oslo,Oslo,NO1,No
2596,Oslo,Oslo,NO1,No
2598,Oslo,Oslo,NO1,Yes
2599,Oslo,Oslo,NO1,Yes
2601,Bergen,Bergen,NO5,Yes
2603,Bergen,Bergen,NO5,Yes
2604,Oslo,Oslo,NO1,No
2605,Bergen,Bergen,NO5,Yes
2606,Oslo,Oslo,NO1,Yes
2607,Bergen,Bergen,NO5,No
2608,Bergen,Bergen,NO5,No
2610,Oslo,Oslo,NO1,No
2611,Trondheim,Trondheim,NO3,No
2613,Trondheim,Trondheim,NO3,No
2614,Bergen,Bergen,NO5,No
2615,Trondheim,Trondheim,NO3,No
2618,Oslo,Oslo,NO1,No
2623,Trondheim,Trondheim,NO3,No
2626,Trondheim,Trondheim,NO3,No
2628,Oslo,Oslo,NO1,Yes
2630,Oslo,Oslo,NO1,No
2633,Oslo,Oslo,NO1,No
2637,Trondheim,Trondheim,NO3,No
2641,Oslo,Oslo,NO1,Yes
2642,Bergen,Bergen,NO5,Yes
2644,Bergen,Bergen,NO5,Yes
2645,Oslo,Oslo,NO1,No
2647,Bergen,Bergen,NO5,No
2648,Oslo,Oslo,NO1,Yes
2649,Bergen,Bergen,NO5,No
2650,Asker,Oslo,NO1,Yes
2651,Oslo,Oslo,NO1,No
2652,Oslo,Oslo,NO1,Yes
2654,Trondheim,Trondheim,NO3,No
2657,Oslo,Oslo,NO1,No
2658,Oslo,Oslo,NO1,Yes
2660,Oslo,Oslo,NO1,Yes
2661,Bergen,Bergen,NO5,Yes
2668,Oslo,Oslo,NO1,No
2673,Oslo,Oslo,NO1,Yes
2676,Bergen,Bergen,NO5,No
2678,Trondheim,Trondheim,NO3,No
2682,Oslo,Oslo,NO1,No
2683,Bærum,Oslo,NO1,Yes
2684,Bergen,Bergen,NO5,No
2685,Bergen,Bergen,NO5,No
2688,Trondheim,Trondheim,NO3,No
2690,Trondheim,Trondheim,NO3,No
2692,Oslo,Oslo,NO1,No
2693,Oslo,Oslo,NO1,No
2694,Bergen,Bergen,NO5,No
2695,Bærum,Oslo,NO1,Yes
2696,Lillestrøm,Oslo,NO1,No
2698,Bergen,Bergen,NO5,Yes
2699,Trondheim,Trondheim,NO3,No
2702,Oslo,Oslo,NO1,No
2703,Oslo,Oslo,NO1,No
2704,Oslo,Oslo,NO1,Yes
2705,Oslo,Oslo,NO1,No
2706,Bergen,Bergen,NO5,Yes
2708,Bergen,Bergen,NO5,No
2710,Oslo,Oslo,NO1,No
2711,Oslo,Oslo,NO1,Yes
2712,Bergen,Bergen,NO5,No
2713,Lillestrøm,Oslo,NO1,Yes
2714,Bergen,Bergen,NO5,Yes
2718,Oslo,Oslo,NO1,Yes
2719,Oslo,Oslo,NO1,No
2725,Bergen,Bergen,NO5,No
2729,Bergen,Bergen,NO5,No
2733,Trondheim,Trondheim,NO3,No
2737,Bergen,Bergen,NO5,No
2739,Oslo,Oslo,NO1,No
2740,Bergen,Bergen,NO5,Yes
2742,Oslo,Oslo,NO1,No
2743,Oslo,Oslo,NO1,No
2744,Oslo,Oslo,NO1,Yes
2746,Oslo,Oslo,NO1,Yes
2747,Oslo,Oslo,NO1,No
2750,Oslo,Oslo,NO1,No
2751,Bergen,Bergen,NO5,No
2752,Bergen,Bergen,NO5,No
2754,Oslo,Oslo,NO1,Yes
2755,Oslo,Oslo,NO1,Yes
2757,Bergen,Bergen,NO5,Yes
2759,Oslo,Oslo,NO1,No
2762,Oslo,Oslo,NO1,No
2763,Bergen,Bergen,NO5,Yes
2764,Oslo,Oslo,NO1,No
2768,Trondheim,Trondheim,NO3,No
2769,Bergen,Bergen,NO5,No
2770,Trondheim,Trondheim,NO3,No
2771,Oslo,Oslo,NO1,No
2774,Trondheim,Trondheim,NO3,No
2776,Oslo,Oslo,NO1,No
2778,Bergen,Bergen,NO5,No
2779,Oslo,Oslo,NO1,No
2780,Oslo,Oslo,NO1,No
2781,Oslo,Oslo,NO1,No
2782,Trondheim,Trondheim,NO3,No
2783,Oslo,Oslo,NO1,No
2786,Oslo,Oslo,NO1,Yes
2788,Oslo,Oslo,NO1,No
2790,Bærum,Oslo,NO1,No
2793,Oslo,Oslo,NO1,No
2799,Bergen,Bergen,NO5,No
2800,Oslo,Oslo,NO1,No
2804,Oslo,Oslo,NO1,No
2805,Oslo,Oslo,NO1,No
2806,Oslo,Oslo,NO1,Yes
2807,Oslo,Oslo,NO1,Yes
2809,Tromsø,Tromsø,NO4,No
2812,Oslo,Oslo,NO1,No
2813,Bergen,Bergen,NO5,No
2815,Oslo,Oslo,NO1,No
2816,Oslo,Oslo,NO1,No
2818,Bærum,Oslo,NO1,No
2821,Oslo,Oslo,NO1,Yes
2824,Oslo,Oslo,NO1,Yes
2825,Trondheim,Trondheim,NO3,No
2828,Oslo,Oslo,NO1,Yes
2829,Bærum,Oslo,NO1,No
2830,Trondheim,Trondheim,NO3,No
2831,Oslo,Oslo,NO1,No
2832,Bergen,Bergen,NO5,Yes
2836,Bergen,Bergen,NO5,Yes
2838,Bergen,Bergen,NO5,Yes
2840,Bergen,Bergen,NO5,No
2842,Trondheim,Trondheim,NO3,No
2845,Bergen,Bergen,NO5,Yes
2848,Oslo,Oslo,NO1,Yes
2849,Oslo,Oslo,NO1,Yes
2850,Oslo,Oslo,NO1,Yes
2852,Oslo,Oslo,NO1,Yes
2856,Oslo,Oslo,NO1,No
2857,Bergen,Bergen,NO5,No
2858,Tromsø,Tromsø,NO4,No
2859,Oslo,Oslo,NO1,No
2860,Trondheim,Trondheim,NO3,No
2863,Bergen,Bergen,NO5,No
2865,Oslo,Oslo,NO1,No
2866,Oslo,Oslo,NO1,No
2872,Tromsø,Tromsø,NO4,No
2874,Oslo,Oslo,NO1,Yes
2875,Oslo,Oslo,NO1,Yes
2876,Bergen,Bergen,NO5,Yes
2877,Tromsø,Tromsø,NO4,No
2879,Oslo,Oslo,NO1,Yes
2880,Oslo,Oslo,NO1,Yes
2881,Oslo,Oslo,NO1,Yes
2882,Trondheim,Trondheim,NO3,No
2884,Bergen,Bergen,NO5,No
2885,Oslo,Oslo,NO1,No
2887,Trondheim,Trondheim,NO3,No
2888,Oslo,Oslo,NO1,Yes
2891,Oslo,Oslo,NO1,No
2894,Trondheim,Trondheim,NO3,No
2895,Oslo,Oslo,NO1,No
2896,Oslo,Oslo,NO1,No
2897,Tromsø,Tromsø,NO4,No
2898,Bergen,Bergen,NO5,No
2900,Trondheim,Trondheim,NO3,No
2901,Oslo,Oslo,NO1,Yes
2904,Oslo,Oslo,NO1,Yes
2906,Oslo,Oslo,NO1,No
2907,Oslo,Oslo,NO1,No
2908,Trondheim,Trondheim,NO3,No
2915,Oslo,Oslo,NO1,No
2916,Tromsø,Tromsø,NO4,No
2919,Oslo,Oslo,NO1,Yes
2920,Oslo,Oslo,NO1,No
2921,Oslo,Oslo,NO1,Yes
2923,Oslo,Oslo,NO1,Yes
2924,Oslo,Oslo,NO1,Yes
2925,Oslo,Oslo,NO1,Yes
2926,Bergen,Bergen,NO5,Yes
2928,Oslo,Oslo,NO1,No
2929,Oslo,Oslo,NO1,No
2932,Trondheim,Trondheim,NO3,No
2933,Oslo,Oslo,NO1,No
2935,Oslo,Oslo,NO1,No
2936,Trondheim,Trondheim,NO3,No
2938,Trondheim,Trondheim,NO3,No
2939,Oslo,Oslo,NO1,No
2941,Bergen,Bergen,NO5,No
2942,Oslo,Oslo,NO1,Yes
2943,Bergen,Bergen,NO5,No
2944,Bergen,Bergen,NO5,No
2945,Bergen,Bergen,NO5,Yes
2946,Oslo,Oslo,NO1,Yes
2949,Trondheim,Trondheim,NO3,No
2950,Oslo,Oslo,NO1,No
2951,Oslo,Oslo,NO1,No
2953,Bergen,Bergen,NO5,Yes
2954,Oslo,Oslo,NO1,Yes
2956,Oslo,Oslo,NO1,No
2957,Bergen,Bergen,NO5,No
2958,Oslo,Oslo,NO1,No
2959,Bergen,Bergen,NO5,Yes
2960,Oslo,Oslo,NO1,No
2964,Oslo,Oslo,NO1,Yes
2967,Oslo,Oslo,NO1,Yes
2970,Bergen,Bergen,NO5,Yes
2971,Bergen,Bergen,NO5,Yes
2973,Oslo,Oslo,NO1,No
2974,Bergen,Bergen,NO5,Yes
2975,Oslo,Oslo,NO1,Yes
2977,Oslo,Oslo,NO1,Yes
2978,Oslo,Oslo,NO1,Yes
2979,Trondheim,Trondheim,NO3,No
2980,Bergen,Bergen,NO5,No
2983,Oslo,Oslo,NO1,No
2987,Bergen,Bergen,NO5,Yes
2989,Oslo,Oslo,NO1,No
2990,Oslo,Oslo,NO1,No
2991,Oslo,Oslo,NO1,No
2996,Oslo,Oslo,NO1,No
2999,Bergen,Bergen,NO5,Yes
3001,Oslo,Oslo,NO1,Yes
3002,Oslo,Oslo,NO1,Yes
3003,Oslo,Oslo,NO1,No
3004,Trondheim,Trondheim,NO3,No
3005,Oslo,Oslo,NO1,No
3006,Trondheim,Trondheim,NO3,No
3007,Bergen,Bergen,NO5,No
3011,Oslo,Oslo,NO1,No
3012,Tromsø,Tromsø,NO4,No
3014,Bergen,Bergen,NO5,No
3015,Bergen,Bergen,NO5,No
3016,Oslo,Oslo,NO1,No
3017,Bergen,Bergen,NO5,Yes
3018,Oslo,Oslo,NO1,No
3019,Oslo,Oslo,NO1,Yes
3020,Oslo,Oslo,NO1,Yes
3021,Bærum,Oslo,NO1,No
3022,Oslo,Oslo,NO1,Yes
3023,Bergen,Bergen,NO5,No
3024,Bergen,Bergen,NO5,No
3025,Trondheim,Trondheim,NO3,No
3027,Bergen,Bergen,NO5,Yes
3033,Oslo,Oslo,NO1,Yes
3034,Oslo,Oslo,NO1,No
3035,Oslo,Oslo,NO1,No
3036,Oslo,Oslo,NO1,Yes
3038,Oslo,Oslo,NO1,Yes
3039,Oslo,Oslo,NO1,No
3041,Oslo,Oslo,NO1,No
3042,Oslo,Oslo,NO1,Yes
3045,Trondheim,Trondheim,NO3,No
3047,Oslo,Oslo,NO1,No
3048,Tromsø,Tromsø,NO4,No
3049,Oslo,Oslo,NO1,Yes
3051,Trondheim,Trondheim,NO3,No
3054,Oslo,Oslo,NO1,Yes
3055,Oslo,Oslo,NO1,No
3057,Oslo,Oslo,NO1,Yes
3059,Trondheim,Trondheim,NO3,No
3060,Trondheim,Trondheim,NO3,No
3063,Trondheim,Trondheim,NO3,No
3064,Oslo,Oslo,NO1,Yes
3066,Oslo,Oslo,NO1,Yes
3068,Trondheim,Trondheim,NO3,No
3070,Oslo,Oslo,NO1,No
3071,Oslo,Oslo,NO1,No
3072,Trondheim,Trondheim,NO3,No
3073,Bergen,Bergen,NO5,No
3074,Oslo,Oslo,NO1,No
3075,Bergen,Bergen,NO5,No
3076,Oslo,Oslo,NO1,No
3077,Bergen,Bergen,NO5,No
3078,Trondheim,Trondheim,NO3,No
3079,Trondheim,Trondheim,NO3,No
3081,Tromsø,Tromsø,NO4,No
3082,Oslo,Oslo,NO1,Yes
3083,Bergen,Bergen,NO5,No
3085,Trondheim,Trondheim,NO3,No
3088,Oslo,Oslo,NO1,No
3090,Bergen,Bergen,NO5,No
3092,Oslo,Oslo,NO1,Yes
3094,Oslo,Oslo,NO1,No
3095,Oslo,Oslo,NO1,No
3096,Oslo,Oslo,NO1,No
3097,Bergen,Bergen,NO5,No
3098,Oslo,Oslo,NO1,No
3099,Oslo,Oslo,NO1,Yes
3100,Oslo,Oslo,NO1,No
3104,Oslo,Oslo,NO1,No
3107,Oslo,Oslo,NO1,No
3108,Bergen,Bergen,NO5,Yes
3111,Trondheim,Trondheim,NO3,No
3112,Bærum,Oslo,NO1,No
3114,Oslo,Oslo,NO1,Yes
3119,Oslo,Oslo,NO1,No
3121,Oslo,Oslo,NO1,No
3122,Oslo,Oslo,NO1,No
3123,Oslo,Oslo,NO1,No
3124,Bergen,Bergen,NO5,No
3125,Asker,Oslo,NO1,Yes
3128,Trondheim,Trondheim,NO3,No
3129,Oslo,Oslo,NO1,No
3130,Oslo,Oslo,NO1,No
3131,Oslo,Oslo,NO1,No
3133,Oslo,Oslo,NO1,Yes
3134,Bergen,Bergen,NO5,No
3136,Oslo,Oslo,NO1,No
3138,Bergen,Bergen,NO5,Yes
3140,Bergen,Bergen,NO5,Yes
3144,Bergen,Bergen,NO5,No
3145,Oslo,Oslo,NO1,Yes
3146,Oslo,Oslo,NO1,No
3150,Tromsø,Tromsø,NO4,No
3151,Oslo,Oslo,NO1,Yes
3152,Oslo,Oslo,NO1,Yes
3154,Oslo,Oslo,NO1,No
3156,Bergen,Bergen,NO5,No
3157,Bergen,Bergen,NO5,No
3159,Bærum,Oslo,NO1,No
3160,Bergen,Bergen,NO5,Yes
3163,Oslo,Oslo,NO1,Yes
3164,Trondheim,Trondheim,NO3,No
3166,Oslo,Oslo,NO1,No
3167,Bergen,Bergen,NO5,Yes
3169,Trondheim,Trondheim,NO3,No
3170,Trondheim,Trondheim,NO3,No
3171,Trondheim,Trondheim,NO3,No
3172,Oslo,Oslo,NO1,Yes
3173,Tromsø,Tromsø,NO4,No
3176,Lillestrøm,Oslo,NO1,No
3177,Oslo,Oslo,NO1,No
3178,Trondheim,Trondheim,NO3,No
3180,Oslo,Oslo,NO1,No
3181,Oslo,Oslo,NO1,No
3182,Oslo,Oslo,NO1,No
3184,Bergen,Bergen,NO5,Yes
3185,Trondheim,Trondheim,NO3,No
3186,Oslo,Oslo,NO1,No
3187,Oslo,Oslo,NO1,No
3188,Oslo,Oslo,NO1,Yes
3189,Trondheim,Trondheim,NO3,No
3190,Trondheim,Trondheim,NO3,No
3191,Oslo,Oslo,NO1,No
3192,Bergen,Bergen,NO5,No
3194,Bergen,Bergen,NO5,Yes
3195,Bergen,Bergen,NO5,No
3196,Oslo,Oslo,NO1,No
3197,Trondheim,Trondheim,NO3,No
3200,Bergen,Bergen,NO5,No
3202,Oslo,Oslo,NO1,No
3203,Oslo,Oslo,NO1,No
3204,Oslo,Oslo,NO1,Yes
