name,ov_hours,max_voltage,min_voltage
MV1,0,1.0,1.0
MV2,0,0.9999422561593256,0.9987556535441738
MV3,0,0.9999047360748446,0.9979924199776269
MV4,0,0.9998098393546554,0.996732744444412
MV5,0,0.9997867120316124,0.9964215284752691
MV6,0,0.9998052991557425,0.9967017878655523
MV7,0,0.9996016108338934,0.9942541164001454
MV8,0,0.9997867000292217,0.9964214474153503
MV9,0,0.9995012356078379,0.9930610858619547
MV10,0,0.9996016103499797,0.9942541131211426
MV11,0,0.9996016103912785,0.9942541132924767
MV12,0,0.9992019904018882,0.9895018187184044
MV13,0,0.9994996890374617,0.9930467494165699
MV14,0,0.9994984950496745,0.9930365979937016
MV15,0,0.9995012352651005,0.9930610839215329
MV16,0,0.9991991634602803,0.9894796298034909
MV17,0,0.9991991181505888,0.989479351410314
MV18,0,0.9991872653099488,0.9893689412936836
MV19,0,0.9991786081372465,0.9892783256574286
MV20,0,0.9991786074321326,0.9892783215896707
MV21,0,0.9991796098753881,0.9892644340925834
MV22,0,0.9991796129190246,0.9892644180647193
MV23,0,0.9991790687322727,0.9892593922110426
MV24,0,0.999177436836463,0.9892461628248699
MV25,0,0.9991774367174208,0.9892461619359636
MV26,0,0.9989744653990473,0.9867497344341549
MV27,0,0.9989738400701056,0.9867372725473343
MV28,0,0.9989738388414544,0.9867372554321184
MV29,0,0.9989738381418923,0.9867372456146026
MV30,0,0.9989725013704789,0.9867246343311508
MV31,0,0.9989717483124514,0.9867175741220438
MV32,0,0.9989710907201427,0.9867051379524333
MV33,0,0.9987706088105435,0.9843047132140049
MV34,0,0.9987641631367418,0.9842370310108224
MV35,0,0.9987654748003063,0.9842383235960958
MV36,0,0.9987654748003063,0.9842383235960958
MV37,0,0.9986259089104994,0.982577194843586
MV38,0,0.9986231022083317,0.9825608639954306
MV39,0,0.9986230970643389,0.9825608342643198
MV40,0,0.9983294678602874,0.978998851526707
MV41,0,0.9983279766034878,0.9789819991570571
MV42,0,0.9979749654733188,0.9747925493655102
MV43,0,0.9979740585105351,0.9747865570366623
MV44,0,0.9978454343294623,0.9731868266682511
MV45,0,0.9978234667620656,0.9729115694834526
MV46,0,0.9976823646977497,0.9709695847358691
MV47,0,0.9974547387739375,0.9677964028962287
MV48,0,0.997434426470452,0.9675575470306683
MV49,0,0.9974492412581891,0.9676079171070754
MV50,0,0.9974451676272166,0.9675782257044975
MV51,0,0.9974451672604693,0.967578223381271
MV52,0,0.9974492424009167,0.9676079004801921
MV53,0,0.997432892520656,0.9673951111903419
MV54,0,0.9974349004633896,0.9673650647836863
MV55,0,0.9974352910433346,0.9673387255428095
MV56,0,0.9974352918774956,0.9673387207193422
MV57,0,0.9974370267355829,0.9673314241029658
MV58,0,0.9974376816384669,0.9673204407897059
MV59,0,0.9974367861934729,0.967313575940682
MV60,0,0.9974382355858369,0.9673149815617357
MV61,0,0.9974383794337358,0.9673151210654539
MV62,0,0.9974383794337358,0.9673151210654539
MV63,0,0.9973734838034408,0.9672070966582196
MV64,0,0.9973734017898792,0.9672066365313643
MV65,0,0.9973675536999428,0.967170864303598
MV66,0,0.9973675534475187,0.9671708628245057
MV67,0,0.9973704986323687,0.9667481478444074
MV68,0,0.9972874965223362,0.9656890754955045
MV69,0,0.9971796905078982,0.964310107923857
MV70,0,0.997125858975592,0.9636053452888583
MV71,0,0.9970924261316523,0.9631614293457763
MV72,0,0.9970463043301392,0.9624986986704361
MV73,0,0.9970457796752261,0.9624904498186674
MV74,0,0.9970452845472932,0.9624816680236256
MV75,0,0.9970094895702222,0.9620148056458951
MV76,0,0.9970094820551401,0.9620146315200038
MV77,0,0.9970094814825137,0.9620145995999518
MV78,0,0.9970094807545237,0.9620145590194218
MV79,0,0.9969719142598747,0.9615692214397826
MV80,0,0.9969717479267096,0.9615669425168786
MV81,0,0.996971537881923,0.9615640402506149
MV82,0,0.996967302347877,0.9615065610306855
MV83,0,0.9969420992758846,0.9612272750072077
MV84,0,0.99694209901489,0.9612272736895688
MV85,0,0.9969240490856555,0.961017401808646
MV86,0,0.9969060253618653,0.9608404455472133
MV87,0,0.9969061376969272,0.9608405538182851
MV88,0,0.9969061386480143,0.9608405547349643
MV89,0,0.9969042686312918,0.9608290669115475
MV90,0,0.9969039361423377,0.9608272782676441
MV91,0,0.9969053866625798,0.9608321536419149
MV92,0,0.9969060246594821,0.9608404348363508
MV93,0,0.996906024277849,0.9608404261252906
MV94,0,0.9969021131324782,0.9607952911380009
MV95,0,0.9969012451203579,0.9607889474674227
MV96,0,0.9968914830450363,0.9607219480701596
MV97,0,0.9969190603449664,0.9609477122266747
MV98,0,0.9969186106369109,0.9609427786981358
MV99,0,0.9969186101655189,0.9609427739393878
MV100,0,0.9969650412532762,0.9614492849400709
MV101,0,0.9969650408310345,0.9614492754597841
MV102,0,0.997009480035599,0.9620146041983859
MV103,0,0.9970066843571406,0.9619799620725298
MV104,0,0.9970028834028565,0.9619467689742184
MV105,0,0.9970028814517743,0.9619467523455927
MV106,0,0.9970895374906986,0.9631403085834443
MV107,0,0.9970392202624384,0.9624543960783473
MV108,0,0.9970391524399679,0.962453975361525
MV109,0,0.9979615277705911,0.9746676990610426
MV110,0,0.9979500544217361,0.9745489874193326
MV111,0,0.9979499624482556,0.974548039216524
MV112,0,0.9979695195171709,0.9747629137752873
MV113,0,0.9979695195099852,0.9747629137272201
MV114,0,0.997951394735258,0.974674215556854
MV115,0,0.997972951884377,0.9747741479803237
MV116,0,0.9978103768236894,0.9728193951729398
MV117,0,0.9974367852968186,0.9673135706474656
MV118,0,0.9979729516881986,0.9747741459392638
MV119,0,0.9978041745950101,0.9727591195772498
MV120,0,0.997791172413373,0.9726578505016249
MV121,0,0.9978025596307373,0.9727394071875128
MV122,0,0.9978042337831006,0.9727591772797037
MV123,0,0.9978042342848942,0.9727591777689023
MV124,0,0.9978103755018705,0.9728193896462085
