,pv_installed_capacity
0,3.0385487528344672
1,3.0385487528344672
2,2.0370370370370368
3,4.508274231678487
4,1.0535714285714284
5,1.4699646643109543
6,1.5514403292181074
7,2.0912162162162162
8,1.011400651465798
9,0.8899858956276446
10,6.535830618892508
11,2.9132947976878616
12,7.361581920903954
13,4.963917525773196
14,1.7160278745644602
15,4.991394148020654
16,7.361581920903954
17,0.9029374201787994
18,0.9029374201787994
19,2.0912162162162162
20,2.8432835820895517
21,7.373426573426574
22,0.7799043062200958
23,3.42548596112311
24,1.6011560693641618
25,1.3333333333333335
26,2.3854660347551344
27,1.3333333333333335
28,1.654320987654321
29,2.1642411642411643
30,0.7831050228310503
31,1.0653753026634383
32,1.0092081031307552
33,0.09523809523809526
34,0.09523809523809526
35,4.202231520223152
36,1.3333333333333335
37,1.0535714285714284
38,7.361581920903954
39,1.4835616438356165
40,0.962962962962963
41,1.2181069958847737
42,1.0870786516853934
43,0.7048832271762209
44,3.809804441304516
45,0.15609756097560976
46,1.011400651465798
47,0.9912609238451935
48,2.8432835820895517
49,1.2181069958847737
50,1.4515050167224082
51,3.0385487528344672
52,1.7033492822966507
53,7.373426573426574
54,4.582064297800339
55,6.535830618892508
56,1.3355048859934855
57,4.116304721931138
58,2.3854660347551344
59,0.7799043062200958
60,1.0653753026634383
61,1.3333333333333335
62,3.8192982456140356
63,3.8192982456140356
64,1.0535714285714284
65,0.09523809523809526
66,2.9551192145862557
67,1.4699646643109543
68,1.3255131964809386
69,8.262032085561497
70,1.9589041095890412
71,1.4000000000000001
72,1.0906040268456376
73,1.4515050167224082
74,2.0412371134020617
75,0.26298157453936344
76,3.0385487528344672
77,5.254486133768353
78,1.9804941482444731
79,0.9214285714285715
80,3.8192982456140356
81,1.161807580174927
82,2.3526315789473684
83,1.6584734799482534
84,1.8695652173913042
85,1.4835616438356165
86,1.3333333333333335
87,3.0385487528344672
88,3.034956304619226
89,0.6074766355140188
90,3.8192982456140356
91,0.550755939524838
92,1.8695652173913042
93,1.402088772845953
94,1.8695652173913042
95,0.962962962962963
96,4.116304721931138
97,0.6897106109324759
98,0.6103223754985627
99,4.202231520223152
