,stes_discharge
628,110.47070707070702
629,112.69898989898975
630,114.5464646464646
631,140.10387536794488
632,202.30197937563753
633,200.51968018491425
634,210.08696001661
635,212.12967485023674
636,217.16515230716976
637,214.2716801769627
638,214.48444009024695
639,185.7628648769104
640,197.67395184550298
641,222.69170986497187
642,213.66687890391432
643,206.89418835262595
644,186.3777777777777
645,181.65252525252515
646,175.53232323232317
647,169.59090909090898
648,143.58989898989893
649,136.72323232323234
650,113.73131313131309
651,109.68181818181813
652,109.6868686868686
653,118.411111111111
654,115.48181818181811
655,201.7846898339036
656,207.14494950557045
657,197.7693276233409
658,178.81215971859686
659,163.96242058830487
660,54.569927281426196
661,94.67669214427171
662,133.57847173042927
663,146.6828282828283
664,162.8828282828282
665,218.03911990347825
666,220.80422114386866
667,193.30505050505047
668,205.0818181818181
669,198.0565656565656
670,187.6414141414142
671,156.6313131313131
672,140.3777777777778
673,124.58080808080807
674,126.17777777777772
675,125.2262626262626
676,116.97676767676764
677,124.60303030303028
678,131.4929292929293
679,207.6470574297135
680,219.3450003823829
681,219.47806516083102
682,217.96470204468216
683,85.49792902115435
684,78.89354166745719
685,105.42046252050106
686,147.85455937837804
687,172.49393939393934
688,203.9646464646465
689,227.70511515120978
690,198.4252525252525
691,197.91010101010085
692,201.07979797979795
693,198.6282828282828
694,189.40707070707072
695,181.9494949494949
696,163.09494949494945
697,149.21818181818182
698,140.63131313131305
699,128.31010101010102
700,140.19797979797968
701,137.2090909090909
702,145.34141414141408
703,148.88132307353132
704,125.03622644793325
705,125.5882258114849
706,121.64123322613199
707,129.59329773823018
708,130.68554669392296
709,131.21622327209593
710,162.58597789247736
711,173.43434343434345
712,169.77070707070712
713,193.16262626262622
714,234.12626262626256
715,250.0
716,230.6111111111111
717,246.8969696969696
718,210.03737373737363
719,174.29292929292927
720,159.44848484848484
721,161.37878787878782
722,135.12424242424228
723,143.39999999999995
724,130.3141414141414
725,135.94747474747484
726,136.43636363636355
727,131.38486836928496
728,95.5108426948542
729,78.3317106299139
730,72.08327881903811
731,78.71621791723312
732,102.74963627802636
733,139.4056609619772
734,159.97812177380163
735,159.69090909090906
736,156.4959595959596
737,177.20909090909083
738,213.7656565656565
739,229.70000000000002
740,218.4070707070705
741,207.14242424242434
742,195.76161616161616
743,184.5969696969696
744,164.57253320188107
745,138.36142209077
746,140.1462705756185
747,144.05738168672966
748,146.35940188874977
749,140.69273522208317
750,153.5391998685478
751,217.3636389713332
752,232.58755579966126
753,239.97745817448572
754,250.00000000000006
755,241.30063498394273
756,237.1652839429288
757,246.48086655442785
758,241.2094785712057
759,214.8887541401235
760,223.31038530275347
761,223.57964520082334
762,232.24832870229883
763,226.28806302807712
764,199.45334128268914
765,214.1149574443053
766,197.80384633319431
767,186.64324027258806
768,174.55031097965895
769,150.09475542410328
770,145.94526047460832
771,138.6088968382447
772,135.67253320188107
773,133.08263421198214
774,133.59071502006293
775,202.4980069037259
776,209.328055327934
777,224.0745260436269
778,232.51512333321998
779,215.37001407378852
780,122.12827007313686
781,150.2132027062946
782,181.4103960869378
783,185.1594018887498
784,214.45406736007703
785,225.73865323321044
786,222.62240662859128
787,214.9189978483458
788,206.87657360592155
789,224.9452604746084
790,184.14627057561833
791,168.13919986854762
792,151.0796039089518
793,152.99980592915384
794,135.01192714127498
795,127.9068766362245
796,120.97354330289113
797,125.84122007056794
798,127.87051299986086
799,201.38683860828627
800,216.90306231168097
801,205.33522697032987
802,168.32699833546835
803,49.88687401370676
804,66.89471313972058
805,88.41047206017204
806,120.76699555177255
807,148.54425037359826
808,159.14324027258797
809,192.2565972228166
810,198.53111906046703
811,187.05738168672954
812,186.10485643420432
813,197.75738168672956
814,191.82808875743666
815,195.09475542410325
816,171.40586653521441
817,163.81192714127494
818,143.9573816867296
819,142.69879582814372
820,140.72808875743667
821,135.48263421198212
822,145.5179877473356
823,144.453235899903
824,218.46041302288933
825,207.09543748006797
826,176.9973990171271
827,47.757752741592455
828,33.51066817189359
829,65.27320227012073
830,134.375505854227
831,180.32404835339622
832,208.6772115239652
833,205.02298699072247
834,228.20410407285758
835,235.76666267509466
836,214.72606855541642
837,225.29576552511338
838,207.22505845440625
839,191.2432402725882
840,182.32707865642652
841,157.10384633319418
842,144.32909885844674
843,138.11394734329525
844,137.69273522208306
845,144.42606855541652
846,208.45670734518586
847,214.56619224525065
848,229.7272427253971
849,228.96036573093252
850,228.09120546855547
851,162.43003609681165
852,68.69453840348201
853,98.71995000550626
854,132.4945542044256
855,174.53414936349725
856,199.69336409518232
857,212.18129720687656
858,220.61149417894873
859,189.39475542410324
860,172.73818976753756
861,173.69879582814374
862,172.69172512107312
863,160.49576552511334
864,144.4452604746083
865,137.6048564342043
866,122.39677562612347
867,126.01394734329527
868,125.00081603016393
869,120.75334128268912
870,132.28566451501237
871,114.88367812126126
872,60.434422678903914
873,41.54330416029669
874,22.238695571581058
875,18.045670452089002
876,46.30117423274689
877,76.05225358489469
878,122.22618986466027
879,164.30351626100298
880,161.44728067662842
881,180.281624110972
882,201.97657360592143
883,216.2179877473356
884,202.04526047460837
885,172.1028362321842
886,167.6987958281436
887,156.75536148470928
888,139.67657360592136
889,129.23212916147705
890,120.51697764632553
891,127.86546249481034
892,118.19374532309324
893,113.5462705756184
894,118.4331392624872
895,113.15309074824384
896,91.65622993986122
897,59.46343331272676
898,50.267248960297664
899,26.115395453904696
900,52.972995322290394
901,105.39820117754613
902,143.29912714498016
903,139.6924051498919
904,172.1553614847093
905,192.822028151376
906,202.02707865642654
907,220.94526047460823
908,214.26647259582055
909,219.91091704026505
910,191.11697764632552
911,176.71596754531538
912,170.66142209076997
913,126.10182613117402
914,112.97455340390137
915,105.05031097965889
916,104.69778572713372
917,114.17657360592146
918,112.25031097965876
919,196.8427174044738
920,206.24782876665637
921,164.33665574210642
922,152.15114608444486
923,47.88414445663349
924,54.846964372214636
925,77.86028668671582
926,111.45392389195064
927,159.22355324510943
928,155.8775837069317
929,192.36651446317396
930,208.15636089220817
931,207.33212916147693
932,187.58667461602252
933,198.8341493634973
934,178.6876847170326
935,170.77152310087095
936,154.06647259582047
937,125.66647259582048
938,122.32606855541638
939,126.26748269683053
940,117.87758370693155
941,123.36041198975988
942,124.41495744430534
943,196.31078649596134
944,199.90439918792865
945,208.54896030544054
946,165.78473770793795
947,153.47747453274712
948,161.65718090785404
949,181.35553767905319
950,194.37909518828866
951,180.55277597552086
952,196.13479458071535
953,192.766051899014
954,227.0419478812633
955,219.3906837650407
956,232.91889786150645
957,207.33515946450743
958,195.98364431299217
959,176.56142209076998
960,155.36243219178002
961,147.5604119897598
962,149.28263421198213
963,133.65132108066888
964,138.41192714127504
965,133.86546249481037
966,143.27859380794166
967,215.91514845624312
968,225.75438751992596
969,239.8489520917985
970,241.83302458401914
971,231.3606932349722
972,225.48200597974545
973,216.0550874234115
974,223.57832161089408
975,200.04588464964692
976,202.40178212104232
977,200.49093743108477
978,208.8706469691978
979,216.48476561590851
980,214.52151966956077
981,212.57051299986088
982,193.93414936349734
983,193.2321291614771
984,170.6482907776387
985,157.05233118167905
986,143.581624110972
987,144.94930087864876
988,141.01394734329529
989,126.49879582814387
990,189.9680175908892
991,209.68691856241708
992,224.86098162792652
993,234.79439739141452
994,249.6975962634787
995,167.20698791555208
996,155.54374363975072
997,174.72203868100823
998,202.61093903551688
999,191.68916107190367
1000,189.70971700482443
1001,196.92652817148357
1002,218.03551369682012
1003,233.3012767262385
1004,226.1877554915385
1005,193.67051299986102
1006,197.43212916147692
1007,173.61495744430528
1008,178.46344229279018
1009,165.10687663622448
1010,145.11697764632555
1011,140.73313926248719
1012,132.56142209076998
1013,140.13919986854765
1014,137.11091704026487
1015,213.41616567949544
1016,222.7051397734642
1017,229.52561448447796
1018,235.19083934525034
1019,110.9948342113936
1020,145.78162944127422
1021,59.120231606771085
1022,118.47981867977398
1023,159.40462578419542
1024,175.99677562612345
1025,194.96510694048797
1026,192.66177608839087
1027,207.08516763699032
1028,185.51798774733558
1029,167.36546249481034
1030,168.68061400996177
1031,156.6371796665276
1032,147.98263421198203
1033,133.99677562612354
1034,134.7745534039012
1035,131.48667461602255
1036,121.03818976753763
1037,119.29677562612343
1038,122.5270786564266
1039,101.78459529346406
1040,57.7780380472666
1041,11.411568461793124
1042,4.961250499574971
1043,6.495825154869522
1044,10.228402602863516
1045,52.137845777322774
1046,108.5790977136636
1047,159.63896921853888
1048,175.2967756261234
1049,167.4159675453153
1050,185.11495744430533
1051,198.17556350491137
1052,192.69374532309317
1053,197.3634422927901
1054,185.4381897675376
1055,165.5977857271336
1056,142.43919986854783
1057,142.72404835339628
1058,130.571523100871
1059,127.84324027258812
1060,120.98970491905281
1061,121.05637158571943
1062,131.30586653521442
1063,84.1998616244843
1064,24.260371473179127
1065,6.210557062430588
1066,25.879836918079345
1067,28.31878806514898
1068,33.55513975251855
1069,70.34856245329071
1070,102.53785998436095
1071,177.0708371114484
1072,195.6967756261235
1073,193.76445239380018
1074,215.80485643420425
1075,219.86647259582057
1076,230.0442503735983
1077,228.60182613117396
1078,209.51091704026493
1079,207.70182613117407
1080,178.38667461602256
1081,154.69172512107295
1082,150.72303825238617
1083,143.43111906046693
1084,147.34020996955783
1085,146.451321080669
1086,154.21293724228516
1087,215.81002920300878
1088,234.32720998266876
1089,245.95211410754015
1090,242.49219694657367
1091,248.04662284237492
1092,185.71961226325126
1093,188.6153670542425
1094,181.40017577021786
1095,177.6361695655174
1096,191.1533412826892
1097,211.34610177536186
1098,223.15996312327763
1099,236.7977857271335
1100,219.64223017157795
1101,216.8018261311742
1102,196.67051299986093
1103,195.17758370693144
1104,170.20990693925484
1105,143.56647259582041
1106,139.6503109796589
1107,125.98869481804265
1108,113.50990693925489
1109,122.71495744430527
1110,121.78162411097195
1111,129.71000636143714
1112,196.62016907451567
1113,214.17929267972585
1114,211.18586380597654
1115,126.93049472697858
1116,129.15618866781233
1117,141.41791617281856
1118,150.98526882890798
1119,149.62068797817471
1120,168.7270786564266
1121,177.37758370693155
1122,181.78869481804267
1123,197.19879582814366
1124,180.3341493634972
1125,191.04728067662865
1126,172.45536148470944
1127,153.7270786564265
1128,129.9311190604669
1129,110.41293724228507
1130,105.83919986854774
1131,93.07859380794167
1132,100.21596754531544
1133,100.79980592915383
1134,104.81596754531543
1135,135.75150600120105
1136,157.1406195794949
1137,172.4073458994711
1138,168.7575606466578
1139,143.08924361903502
1140,161.064466317633
1141,153.3526155243936
1142,153.35086574125503
1143,162.40485643420433
1144,159.8796039089518
1145,171.77051299986093
1146,185.84375384973205
1147,168.7927352220831
1148,166.7200079493558
1149,150.66849279784068
1150,159.4280887574366
1151,138.04829077763867
1152,129.38263421198212
1153,113.85435138369927
1154,111.22505845440632
1155,110.38566451501244
1156,114.811927141275
1157,114.35334128268916
1158,104.06647259582049
1159,114.896980431092
1160,138.86288157059016
1161,152.75337509095831
1162,152.058155177127
1163,122.18544778883617
1164,118.49839418143543
1165,116.30893064651389
1166,134.92952835282034
1167,143.28634454383132
1168,158.19677562612347
1169,145.0442503735983
1170,185.52202815137596
1171,184.3634422927902
1172,186.36142209077
1173,188.11091704026484
1174,160.35435138369925
1175,147.4210180503659
1176,122.35738168672967
1177,99.78364431299217
1178,97.58566451501233
1179,94.82909885844677
1180,75.01192714127498
1181,78.04829077763866
1182,83.23313926248713
1183,107.53567445723068
1184,146.95327566877592
1185,125.7804370526586
1186,121.55358852428195
1187,94.43482033538778
1188,106.42889605610321
1189,104.78486254498115
1190,119.26292133946303
1191,129.51767755958085
1192,115.92000794935583
1193,121.48869481804269
1194,159.57051299986085
1195,143.82000794935584
1196,131.33313926248715
1197,125.5321291614771
1198,109.35233118167908
1199,97.97051299986084
1200,82.87455340390127
1201,89.70788673723453
1202,68.86142209076998
1203,55.34627057561846
1204,56.17455340390129
1205,63.164452393800275
1206,58.217987747335656
1207,62.461422090769986
1208,77.0548663764226
1209,98.97407818005085
1210,101.89718523606064
1211,113.46657201800288
1212,99.28056828048513
1213,101.11118149854282
1214,108.07090272536145
1215,112.23802473144202
1216,125.01596754531546
1217,121.2462705756184
1218,108.76344229279012
1219,122.4533412826892
1220,110.09879582814374
1221,102.66950289885082
1222,97.45536148470931
1223,80.86344229279011
1224,64.03111906046693
1225,56.29980592915383
1226,57.93515946450728
1227,57.39778572713362
1228,55.67152310087099
1229,67.61697764632554
1230,52.27859380794167
1231,42.76142209076997
1232,57.07574842544346
1233,63.65892666489948
1234,86.85783106553964
1235,103.16745685179022
1236,105.88297820800591
1237,121.65655054564768
1238,115.09685516386946
1239,118.46379224941784
1240,106.34930087864873
1241,123.49071502006286
1242,132.95031097965887
1243,120.46950289885069
1244,113.86546249481046
1245,97.18768471703264
1246,98.09980592915379
1247,91.38667461602247
1248,67.40283623218414
1249,47.09374532309315
1250,40.85031097965885
1251,46.06950289885075
1252,46.09273522208308
1253,44.0159675453154
1254,51.289704919052824
1255,64.47040761707468
1256,78.02165234970802
1257,77.34477929015416
1258,99.23001750050322
1259,87.60439513418656
1260,71.28446353286637
1261,75.30174063282429
1262,71.32340809345034
1263,65.57354330289117
1264,89.23313926248717
1265,102.02202815137608
1266,108.22505845440631
1267,113.9442503735983
1268,98.6725332018811
1269,98.44122007056797
1270,87.6826342119821
1271,65.86445239380024
1272,52.310917040264926
1273,58.680614009961936
1274,36.11798774733564
1275,34.78162411097192
1276,35.1452604746084
1277,36.32404835339624
1278,38.78869481804268
1279,67.00798615941697
1280,51.2096703286421
1281,20.454391327071498
1282,0.0
1283,0.0
1284,0.0
1285,0.0
1286,47.9565445850439
1287,65.14321442754778
1288,81.58364431299212
1289,97.43010895945683
1290,90.81091704026494
1291,114.85233118167909
1292,121.85637158571944
1293,110.89071502006286
1294,87.43111906046698
1295,82.88061400996189
1296,64.36142209076998
1297,44.30990693925479
1298,47.596775626123545
1299,43.74728067662852
1300,42.06849279784065
1301,43.58364431299218
1302,44.110917040264894
1303,54.4711930286798
1304,70.18889962301127
1305,81.24500994016302
1306,81.89489461515853
1307,75.45605543736089
1308,76.84325419642077
1309,62.465251729238034
1310,67.08083869936695
1311,67.62472838221508
1312,63.61495744430532
1313,87.56142209076991
1314,90.8038463331942
1315,101.82404835339622
1316,93.54829077763864
1317,112.14425037359827
1318,91.70990693925481
1319,67.72606855541639
1320,53.31697764632551
1321,40.283644312992195
1322,32.87960390895186
1323,27.50081603016388
1324,23.47455340390121
1325,27.086674616022485
1326,29.032129161477016
1327,43.09060963727675
1328,51.37757774632774
1329,51.45122962171539
1330,61.61535581739948
1331,51.77909971349281
1332,37.55719930956839
1333,49.70171478778393
1334,54.96356159940893
1335,50.74915572698969
1336,75.83818976753767
1337,67.17859380794171
1338,79.76748269683057
1339,116.40990693925481
1340,91.14020996955783
1341,75.35536148470942
1342,79.06142209076997
1343,67.73515946450738
1344,61.255361484709425
1345,61.8482907776386
1346,49.18263421198207
1347,41.54728067662858
1348,52.539199868547776
1349,50.97556350491138
1350,57.51967787716461
1351,50.76471089147443
1352,11.595784506617138
1353,0.0
1354,0.0
1355,0.0
1356,0.0
1357,0.0
1358,0.0
1359,8.71886391712921
1360,46.08162411097195
1361,65.14425037359824
1362,73.9866746160225
1363,71.88364431299222
1364,75.98667461602241
1365,82.27152310087097
1366,63.60283623218412
