,grid_import
0,104.78372451100178
1,93.76980353426906
2,90.92755927241726
3,88.54319329343619
4,89.34036663858738
5,94.48682350074449
6,99.86850089230175
7,108.08858321296366
8,115.54164744846356
9,107.77250931210989
10,106.56855200704794
11,111.70243216107323
12,113.78446990961098
13,122.15817050815514
14,125.45930962101487
15,127.84344464905544
16,135.40234152102394
17,150.9399182530756
18,154.582276531962
19,151.64556157981266
20,150.03895316980808
21,144.6366724917095
22,136.3089127927374
23,117.94725627369075
24,106.68039712238738
25,96.08773337486916
26,90.55077439519148
27,88.49229807080654
28,86.7841579450158
29,90.25820489801657
30,87.361453762532
31,95.53353032321033
32,106.87610438530635
33,111.67708852915406
34,107.5081730300978
35,111.25244201297429
36,121.96541516453728
37,132.43347506923203
38,130.77919763891057
39,134.85793442721436
40,138.46259685092988
41,140.90777368765148
42,147.3954128079634
43,150.1321906264757
44,148.08449725105405
45,139.40880858723813
46,131.40520233223097
47,121.73245601674488
48,107.86401675074818
49,96.68926548253839
50,94.35955583321679
51,89.74066031663313
52,87.62563471887209
53,90.61386626421218
54,88.25866911009646
55,95.91364986599382
56,108.34891913591947
57,101.05446373827145
58,77.92546506766318
59,70.49614424324916
60,86.29737577917045
61,113.6901281688706
62,129.52280976848056
63,137.86975093877194
64,150.48301541818404
65,155.5157066224002
66,155.5157066224002
67,155.51570662240024
68,155.51570662240027
69,155.51570662240022
70,149.0593111601164
71,130.60745828706257
72,106.05948874778147
73,93.83387006481807
74,89.7265155883718
75,88.3070362247125
76,89.5799586908327
77,96.3103925563399
78,103.73626821266507
79,118.07841589267915
80,128.67835781775216
81,99.19435209969413
82,71.46123500796409
83,61.39260236007169
84,76.66760409003209
85,108.12671233738577
86,126.30816805087052
87,136.67659539826695
88,145.46126971918878
89,155.51570662240022
90,155.51570662240024
91,155.51570662240016
92,155.5157066224003
93,153.83536727046732
94,148.4264467316183
95,129.12884202633805
96,107.76044720451482
97,95.75341571642501
98,92.33005656862244
99,89.43030483216648
100,90.30197470625191
101,96.88528084580729
102,104.52194522744902
103,121.70235267575067
104,129.02749586955247
105,107.19107029939188
106,93.91298577190845
107,90.126998697507
108,94.2007024494663
109,114.96871606470589
110,125.8240923089984
111,132.24592548805936
112,142.93844262718295
113,155.51570662240022
114,155.5157066224003
115,154.14216782877236
116,155.51570662240027
117,153.56725444837213
118,145.56042471696736
119,132.0725354194745
120,105.88674216506178
121,93.94420211590337
122,90.04089819204161
123,88.60095739773168
124,88.32128580167682
125,95.59978333668563
126,105.25954183560545
127,119.22086065167946
128,125.7069807693491
129,113.02540217130321
130,101.03039834042573
131,101.49512493161822
132,108.63012797017716
133,116.99453958748468
134,127.81183939045802
135,137.89718330059503
136,143.89272006387841
137,154.53550554250978
138,155.51570662240022
139,155.51570662240022
140,153.85010076018585
141,149.16935829003845
142,145.92990577482732
143,126.49567098583694
144,109.96834648263254
145,95.28484316002013
146,88.52884014669837
147,87.54021530026483
148,89.15155232993288
149,95.27179926629069
150,103.7081256237866
151,120.89707756143127
152,92.399041168276
153,120.0766806639145
154,113.98951690315324
155,86.36659971476637
156,95.60610485761356
157,128.1076003300155
158,131.0952582476753
159,143.00543456691005
160,117.44230421779694
161,114.9151778080242
162,127.57398809211345
163,155.51570662240022
164,155.51570662240024
165,155.51570662240024
166,154.10331394645112
167,130.8883383613279
168,109.63372453835092
169,95.2008727751393
170,91.98700503750445
171,88.87710696791144
172,89.84397331795948
173,97.02153413824352
174,104.6230693631211
175,120.81820726819012
176,94.59418841651052
177,92.99139739378019
178,89.85395666705884
179,86.8866658377877
180,79.82399629609665
181,94.32744156044518
182,92.21153002906134
183,96.9877131153981
184,109.13589267018665
185,113.56134298372561
186,125.38525007202189
187,155.51570662240027
188,155.51570662240022
189,154.17728799776225
190,143.32902506930756
191,130.15797365452613
192,119.98001631343048
193,104.06618024421863
194,98.75030196862285
195,94.98605178765256
196,90.46625476200217
197,93.09827725630964
198,91.9250527605419
199,104.90896985076999
200,116.76195363434843
201,114.16434467280591
202,102.99453418722483
203,110.23009803500027
204,130.68382836103953
205,144.63509775099698
206,148.55853302948682
207,146.0804486211464
208,142.42952664365356
209,153.00263196990875
210,151.07574113284932
211,155.51570662240022
212,154.43412036932898
213,145.49692087112734
214,135.6177518204662
215,123.07406737587333
216,114.63755047445832
217,101.0359481626527
218,94.39227198017869
219,90.40321621582291
